Match_ID,Seizoen,Speeldag,Datum,Tijdstip,Thuisploeg,Resultaat_Thuisploeg,Resultaat_Uitploeg,Uitploeg,Thuisploeg_stamnummer,Uitploeg_stamnummer
2668511,2015-2016,30,2016-03-13,18:00,Sint-Truidense VV,1,1,KSC Lokeren,373,282
2705347,2016-2017,1,2016-07-29,20:30,KV Mechelen,0,2,Club Brugge,25,3
2705348,2016-2017,1,2016-07-30,18:00,Moeskroen,1,2,RSC Anderlecht,216,35
2705349,2016-2017,1,2016-07-30,20:00,Sint-Truidense VV,1,0,KSC Lokeren,373,282
2705350,2016-2017,1,2016-07-30,20:00,SV Zulte Waregem,3,0,KAS Eupen,5381,4276
2705351,2016-2017,1,2016-07-30,20:30,R Charleroi SC,1,0,Waasland-Beveren,22,4068
2705352,2016-2017,1,2016-07-31,14:30,KVC Westerlo,2,2,Standard Luik,2024,16
2705353,2016-2017,1,2016-07-31,18:00,KRC Genk,2,1,KV Oostende,322,31
2705354,2016-2017,1,2016-07-31,20:00,KV Kortrijk,1,1,KAA Gent,19,7
2705355,2016-2017,2,2016-08-05,20:30,KV Oostende,1,0,Club Brugge,31,3
2705356,2016-2017,2,2016-08-06,18:00,Moeskroen,0,1,R Charleroi SC,216,22
2705357,2016-2017,2,2016-08-06,20:00,KAS Eupen,0,2,KV Mechelen,4276,25
2705358,2016-2017,2,2016-08-06,20:00,Waasland-Beveren,0,2,SV Zulte Waregem,4068,5381
2705359,2016-2017,2,2016-08-06,20:30,Standard Luik,2,0,Sint-Truidense VV,16,373
2705360,2016-2017,2,2016-08-07,14:30,KSC Lokeren,3,0,KVC Westerlo,282,2024
2705361,2016-2017,2,2016-08-07,18:00,RSC Anderlecht,5,1,KV Kortrijk,35,19
2705362,2016-2017,2,2016-08-07,20:00,KAA Gent,1,0,KRC Genk,7,322
2705363,2016-2017,3,2016-08-12,20:30,Sint-Truidense VV,0,0,RSC Anderlecht,373,35
2705364,2016-2017,3,2016-08-13,18:00,R Charleroi SC,1,1,KAA Gent,22,7
2705365,2016-2017,3,2016-08-13,20:00,KVC Westerlo,1,2,KAS Eupen,2024,4276
2705366,2016-2017,3,2016-08-13,20:00,KV Mechelen,0,0,KV Kortrijk,25,19
2705367,2016-2017,3,2016-08-13,20:30,KRC Genk,2,2,Waasland-Beveren,322,4068
2705368,2016-2017,3,2016-08-14,14:30,SV Zulte Waregem,1,0,Standard Luik,5381,16
2705369,2016-2017,3,2016-08-14,18:00,Club Brugge,1,0,KSC Lokeren,3,282
2705370,2016-2017,3,2016-08-14,20:00,KV Oostende,2,1,Moeskroen,31,216
2732073,2016-2017,4,2016-08-19,20:30,Standard Luik,0,0,R Charleroi SC,16,22
2732074,2016-2017,4,2016-08-20,18:00,KV Kortrijk,2,1,Club Brugge,19,3
2732075,2016-2017,4,2016-08-20,20:00,Moeskroen,2,1,Sint-Truidense VV,216,373
2732082,2016-2017,4,2016-08-20,20:00,Waasland-Beveren,2,2,KV Mechelen,4068,25
2732081,2016-2017,4,2016-08-20,20:30,SV Zulte Waregem,1,1,KV Oostende,5381,31
2732076,2016-2017,4,2016-08-21,14:30,KAS Eupen,2,2,RSC Anderlecht,4276,35
2732083,2016-2017,4,2016-08-21,18:00,KSC Lokeren,0,3,KRC Genk,282,322
2732072,2016-2017,4,2016-08-21,20:00,KAA Gent,4,2,KVC Westerlo,7,2024
2732085,2016-2017,5,2016-08-26,20:30,R Charleroi SC,3,2,KAS Eupen,22,4276
2732084,2016-2017,5,2016-08-27,18:00,KSC Lokeren,2,1,Moeskroen,282,216
2732087,2016-2017,5,2016-08-27,20:00,KVC Westerlo,1,2,KV Mechelen,2024,25
2732091,2016-2017,5,2016-08-27,20:00,Sint-Truidense VV,1,2,KV Kortrijk,373,19
2732078,2016-2017,5,2016-08-27,20:30,KV Oostende,2,1,Waasland-Beveren,31,4068
2732077,2016-2017,5,2016-08-28,14:30,Club Brugge,2,2,Standard Luik,3,16
2732079,2016-2017,5,2016-08-28,18:00,RSC Anderlecht,2,2,KAA Gent,35,7
2732080,2016-2017,5,2016-08-28,20:00,KRC Genk,1,0,SV Zulte Waregem,322,5381
2732094,2016-2017,6,2016-09-09,20:30,Waasland-Beveren,1,0,Club Brugge,4068,3
2732090,2016-2017,6,2016-09-10,18:00,KAS Eupen,2,1,KV Oostende,4276,31
2732088,2016-2017,6,2016-09-10,20:00,KV Kortrijk,4,1,KVC Westerlo,19,2024
2732089,2016-2017,6,2016-09-10,20:00,KV Mechelen,2,0,Sint-Truidense VV,25,373
2732101,2016-2017,6,2016-09-10,20:30,Moeskroen,1,5,SV Zulte Waregem,216,5381
2732086,2016-2017,6,2016-09-11,14:30,KAA Gent,3,0,KSC Lokeren,7,282
2732093,2016-2017,6,2016-09-11,18:00,RSC Anderlecht,3,2,R Charleroi SC,35,22
2732092,2016-2017,6,2016-09-11,20:00,Standard Luik,2,0,KRC Genk,16,322
2732105,2016-2017,7,2016-09-16,20:30,R Charleroi SC,0,0,KV Mechelen,22,25
2732103,2016-2017,7,2016-09-17,18:00,Club Brugge,3,2,KAS Eupen,3,4276
2732102,2016-2017,7,2016-09-17,20:00,KVC Westerlo,1,3,Moeskroen,2024,216
2732107,2016-2017,7,2016-09-17,20:00,Sint-Truidense VV,4,1,Waasland-Beveren,373,4068
2732108,2016-2017,7,2016-09-17,20:30,SV Zulte Waregem,2,1,KV Kortrijk,5381,19
2732110,2016-2017,7,2016-09-18,14:30,KRC Genk,0,2,RSC Anderlecht,322,35
2732104,2016-2017,7,2016-09-18,18:00,KSC Lokeren,0,1,Standard Luik,282,16
2732113,2016-2017,7,2016-09-18,20:00,KV Oostende,1,0,KAA Gent,31,7
2732099,2016-2017,8,2016-09-23,20:30,Moeskroen,0,3,Club Brugge,216,3
2732114,2016-2017,8,2016-09-24,18:00,Waasland-Beveren,1,1,KSC Lokeren,4068,282
2732096,2016-2017,8,2016-09-24,20:00,KV Mechelen,2,3,SV Zulte Waregem,25,5381
2732111,2016-2017,8,2016-09-24,20:00,KAA Gent,2,1,Sint-Truidense VV,7,373
2732112,2016-2017,8,2016-09-24,20:30,R Charleroi SC,2,1,KV Oostende,22,31
2732106,2016-2017,8,2016-09-25,14:30,Standard Luik,3,0,KAS Eupen,16,4276
2732095,2016-2017,8,2016-09-25,18:00,KV Kortrijk,4,1,KRC Genk,19,322
2732098,2016-2017,8,2016-09-25,20:00,RSC Anderlecht,1,2,KVC Westerlo,35,2024
2732116,2016-2017,9,2016-09-30,20:30,KV Oostende,2,2,Sint-Truidense VV,31,373
2732118,2016-2017,9,2016-10-01,18:00,SV Zulte Waregem,1,1,R Charleroi SC,5381,22
2732115,2016-2017,9,2016-10-01,20:00,KAS Eupen,1,4,Moeskroen,4276,216
2732117,2016-2017,9,2016-10-01,20:00,KVC Westerlo,1,0,Waasland-Beveren,2024,4068
2732164,2016-2017,9,2016-10-01,20:30,KSC Lokeren,2,1,KV Kortrijk,282,19
2732109,2016-2017,9,2016-10-02,14:30,Club Brugge,1,0,KAA Gent,3,7
2732097,2016-2017,9,2016-10-02,18:00,Standard Luik,0,1,RSC Anderlecht,16,35
2732100,2016-2017,9,2016-10-02,20:00,KRC Genk,2,1,KV Mechelen,322,25
2732162,2016-2017,10,2016-10-14,20:30,R Charleroi SC,1,0,Club Brugge,22,3
2732166,2016-2017,10,2016-10-15,18:00,KV Kortrijk,3,3,Standard Luik,19,16
2732167,2016-2017,10,2016-10-15,20:00,Waasland-Beveren,4,2,KAS Eupen,4068,4276
2732174,2016-2017,10,2016-10-15,20:00,Sint-Truidense VV,2,2,KVC Westerlo,373,2024
2732163,2016-2017,10,2016-10-15,20:30,Moeskroen,2,2,KRC Genk,216,322
2732161,2016-2017,10,2016-10-16,14:30,KAA Gent,3,0,SV Zulte Waregem,7,5381
2732168,2016-2017,10,2016-10-16,18:00,RSC Anderlecht,1,0,KSC Lokeren,35,282
2732165,2016-2017,10,2016-10-16,20:00,KV Mechelen,2,3,KV Oostende,25,31
2732182,2016-2017,11,2016-10-21,20:30,KV Oostende,2,2,KV Kortrijk,31,19
2732180,2016-2017,11,2016-10-22,18:00,SV Zulte Waregem,2,0,KSC Lokeren,5381,282
2732183,2016-2017,11,2016-10-22,20:00,KV Mechelen,2,0,Moeskroen,25,216
2732178,2016-2017,11,2016-10-22,20:30,KVC Westerlo,0,0,R Charleroi SC,2024,22
2732175,2016-2017,11,2016-10-23,14:30,Club Brugge,2,1,RSC Anderlecht,3,35
2732184,2016-2017,11,2016-10-23,18:00,KRC Genk,1,0,Sint-Truidense VV,322,373
2732177,2016-2017,11,2016-10-23,20:00,Standard Luik,5,0,Waasland-Beveren,16,4068
2732179,2016-2017,11,2016-10-23,20:00,KAS Eupen,3,2,KAA Gent,4276,7
2732196,2016-2017,12,2016-10-25,20:30,KSC Lokeren,1,2,KV Oostende,282,31
2732181,2016-2017,12,2016-10-26,20:30,Club Brugge,4,0,KVC Westerlo,3,2024
2732185,2016-2017,12,2016-10-26,20:30,RSC Anderlecht,2,0,KV Mechelen,35,25
2732188,2016-2017,12,2016-10-26,20:30,KV Kortrijk,1,1,KAS Eupen,19,4276
2732190,2016-2017,12,2016-10-26,20:30,Sint-Truidense VV,0,2,SV Zulte Waregem,373,5381
2732191,2016-2017,12,2016-10-26,20:30,R Charleroi SC,2,1,KRC Genk,22,322
2732186,2016-2017,12,2016-10-27,20:30,KAA Gent,1,0,Standard Luik,7,16
2732194,2016-2017,12,2016-10-27,20:30,Waasland-Beveren,0,0,Moeskroen,4068,216
2732195,2016-2017,13,2016-10-29,18:00,SV Zulte Waregem,0,0,Club Brugge,5381,3
2732192,2016-2017,13,2016-10-29,20:00,KAS Eupen,2,2,KSC Lokeren,4276,282
2732193,2016-2017,13,2016-10-29,20:00,KRC Genk,2,1,KVC Westerlo,322,2024
2732199,2016-2017,13,2016-10-29,20:30,Sint-Truidense VV,2,2,R Charleroi SC,373,22
2732189,2016-2017,13,2016-10-30,14:30,KV Oostende,3,1,Standard Luik,31,16
2732197,2016-2017,13,2016-10-30,18:00,KV Mechelen,2,0,KAA Gent,25,7
2732187,2016-2017,13,2016-10-30,20:00,Moeskroen,0,1,KV Kortrijk,216,19
2732205,2016-2017,13,2016-10-30,20:00,Waasland-Beveren,2,1,RSC Anderlecht,4068,35
2732217,2016-2017,14,2016-11-04,20:30,KV Kortrijk,2,1,R Charleroi SC,19,22
2732223,2016-2017,14,2016-11-05,18:00,KVC Westerlo,1,2,SV Zulte Waregem,2024,5381
2732201,2016-2017,14,2016-11-05,20:00,KAS Eupen,4,2,Sint-Truidense VV,4276,373
2732215,2016-2017,14,2016-11-05,20:30,KSC Lokeren,0,0,KV Mechelen,282,25
2732202,2016-2017,14,2016-11-06,14:30,Club Brugge,1,1,KRC Genk,3,322
2732200,2016-2017,14,2016-11-06,18:00,RSC Anderlecht,1,1,KV Oostende,35,31
2732198,2016-2017,14,2016-11-06,20:00,KAA Gent,2,0,Waasland-Beveren,7,4068
2732203,2016-2017,14,2016-11-06,20:00,Standard Luik,2,1,Moeskroen,16,216
2732206,2016-2017,15,2016-11-18,20:30,Sint-Truidense VV,0,1,Club Brugge,373,3
2732219,2016-2017,15,2016-11-19,18:00,KRC Genk,2,0,KAS Eupen,322,4276
2732218,2016-2017,15,2016-11-19,20:00,Waasland-Beveren,1,1,KV Kortrijk,4068,19
2732224,2016-2017,15,2016-11-19,20:00,KV Oostende,5,0,KVC Westerlo,31,2024
2732207,2016-2017,15,2016-11-19,20:30,Moeskroen,0,2,KAA Gent,216,7
2732204,2016-2017,15,2016-11-20,14:30,SV Zulte Waregem,3,2,RSC Anderlecht,5381,35
2732222,2016-2017,15,2016-11-20,18:00,KV Mechelen,2,1,Standard Luik,25,16
2732225,2016-2017,15,2016-11-20,20:00,R Charleroi SC,2,1,KSC Lokeren,22,282
2732121,2016-2017,16,2016-11-25,20:30,Club Brugge,6,1,KV Mechelen,3,25
2732131,2016-2017,16,2016-11-26,18:00,Waasland-Beveren,0,1,R Charleroi SC,4068,22
2732125,2016-2017,16,2016-11-26,20:00,KSC Lokeren,1,0,Sint-Truidense VV,282,373
2732123,2016-2017,16,2016-11-26,20:30,KAS Eupen,3,3,KVC Westerlo,4276,2024
2732122,2016-2017,16,2016-11-27,14:30,KAA Gent,3,0,KV Kortrijk,7,19
2732124,2016-2017,16,2016-11-27,14:30,KV Oostende,6,0,KRC Genk,31,322
2732119,2016-2017,16,2016-11-27,18:00,Standard Luik,4,1,SV Zulte Waregem,16,5381
2732120,2016-2017,16,2016-11-27,20:00,RSC Anderlecht,7,0,Moeskroen,35,216
2732126,2016-2017,17,2016-12-02,20:30,KV Mechelen,1,0,KAS Eupen,25,4276
2732133,2016-2017,17,2016-12-03,18:00,Club Brugge,2,0,KV Oostende,3,31
2732128,2016-2017,17,2016-12-03,20:00,SV Zulte Waregem,1,1,Waasland-Beveren,5381,4068
2732134,2016-2017,17,2016-12-03,20:00,Sint-Truidense VV,1,0,Moeskroen,373,216
2732132,2016-2017,17,2016-12-03,20:30,KVC Westerlo,0,0,KAA Gent,2024,7
2732127,2016-2017,17,2016-12-04,14:30,KV Kortrijk,1,3,RSC Anderlecht,19,35
2732129,2016-2017,17,2016-12-04,18:00,R Charleroi SC,0,0,Standard Luik,22,16
2732130,2016-2017,17,2016-12-04,20:00,KRC Genk,1,2,KSC Lokeren,322,282
2732139,2016-2017,18,2016-12-09,20:30,KSC Lokeren,1,1,SV Zulte Waregem,282,5381
2732136,2016-2017,18,2016-12-10,18:00,KAS Eupen,2,2,R Charleroi SC,4276,22
2732141,2016-2017,18,2016-12-10,20:00,KV Kortrijk,0,1,Sint-Truidense VV,19,373
2732142,2016-2017,18,2016-12-10,20:30,Moeskroen,1,4,KV Mechelen,216,25
2732135,2016-2017,18,2016-12-11,14:30,RSC Anderlecht,0,0,Club Brugge,35,3
2732145,2016-2017,18,2016-12-11,18:00,KAA Gent,1,1,KV Oostende,7,31
2732140,2016-2017,18,2016-12-11,20:00,Standard Luik,3,1,KVC Westerlo,16,2024
2732138,2016-2017,18,2017-02-07,20:30,Waasland-Beveren,0,0,KRC Genk,4068,322
2732146,2016-2017,19,2016-12-17,18:00,KV Oostende,1,1,SV Zulte Waregem,31,5381
2732148,2016-2017,19,2016-12-17,20:00,KVC Westerlo,1,3,KSC Lokeren,2024,282
2732151,2016-2017,19,2016-12-17,20:00,R Charleroi SC,2,0,Moeskroen,22,216
2732153,2016-2017,19,2016-12-17,20:00,KV Mechelen,2,0,Waasland-Beveren,25,4068
2732149,2016-2017,19,2016-12-17,20:30,Sint-Truidense VV,3,1,KAA Gent,373,7
2732144,2016-2017,19,2016-12-18,14:30,KRC Genk,2,2,Standard Luik,322,16
2732143,2016-2017,19,2016-12-18,18:00,Club Brugge,5,1,KV Kortrijk,3,19
2732137,2016-2017,19,2016-12-18,20:00,RSC Anderlecht,4,0,KAS Eupen,35,4276
2732158,2016-2017,20,2016-12-20,20:30,KV Mechelen,1,0,R Charleroi SC,25,22
2732169,2016-2017,20,2016-12-20,20:30,Moeskroen,0,0,KVC Westerlo,216,2024
2732173,2016-2017,20,2016-12-20,20:30,Waasland-Beveren,3,1,Sint-Truidense VV,4068,373
2732150,2016-2017,20,2016-12-21,20:30,Standard Luik,1,1,KSC Lokeren,16,282
2732152,2016-2017,20,2016-12-21,20:30,KV Kortrijk,0,2,KV Oostende,19,31
2732170,2016-2017,20,2016-12-21,20:30,KAS Eupen,1,4,Club Brugge,4276,3
2732171,2016-2017,20,2016-12-21,20:30,SV Zulte Waregem,1,0,KRC Genk,5381,322
2732147,2016-2017,20,2016-12-22,20:30,KAA Gent,2,3,RSC Anderlecht,7,35
2732155,2016-2017,21,2016-12-26,14:30,KSC Lokeren,0,0,Waasland-Beveren,282,4068
2732156,2016-2017,21,2016-12-26,14:30,KVC Westerlo,4,1,KV Kortrijk,2024,19
2732159,2016-2017,21,2016-12-26,14:30,KV Oostende,1,3,KAS Eupen,31,4276
2732172,2016-2017,21,2016-12-26,14:30,SV Zulte Waregem,0,0,KV Mechelen,5381,25
2732176,2016-2017,21,2016-12-26,18:00,R Charleroi SC,0,2,RSC Anderlecht,22,35
2732160,2016-2017,21,2016-12-26,20:30,Club Brugge,2,1,Moeskroen,3,216
2732154,2016-2017,21,2016-12-27,18:00,KRC Genk,2,0,KAA Gent,322,7
2732157,2016-2017,21,2016-12-27,20:30,Sint-Truidense VV,2,2,Standard Luik,373,16
2732209,2016-2017,22,2017-01-20,20:30,KAA Gent,1,0,R Charleroi SC,7,22
2732210,2016-2017,22,2017-01-21,18:00,KV Kortrijk,2,3,SV Zulte Waregem,19,5381
2732208,2016-2017,22,2017-01-21,20:00,Moeskroen,2,1,KSC Lokeren,216,282
2732216,2016-2017,22,2017-01-21,20:00,Waasland-Beveren,0,1,KV Oostende,4068,31
2732213,2016-2017,22,2017-01-21,20:30,KAS Eupen,0,1,KRC Genk,4276,322
2732212,2016-2017,22,2017-01-22,14:30,Standard Luik,0,3,Club Brugge,16,3
2732211,2016-2017,22,2017-01-22,18:00,RSC Anderlecht,3,1,Sint-Truidense VV,35,373
2732214,2016-2017,22,2017-01-22,20:00,KV Mechelen,1,2,KVC Westerlo,25,2024
2732221,2016-2017,23,2017-01-24,20:30,KRC Genk,3,0,KV Kortrijk,322,19
2732229,2016-2017,23,2017-01-24,20:30,SV Zulte Waregem,1,0,Moeskroen,5381,216
2732232,2016-2017,23,2017-01-24,20:30,KV Oostende,1,2,R Charleroi SC,31,22
2732220,2016-2017,23,2017-01-25,20:30,Club Brugge,2,1,Waasland-Beveren,3,4068
2732226,2016-2017,23,2017-01-25,20:30,KVC Westerlo,2,4,RSC Anderlecht,2024,35
2732227,2016-2017,23,2017-01-25,20:30,Sint-Truidense VV,2,1,KV Mechelen,373,25
2732231,2016-2017,23,2017-01-25,20:30,KSC Lokeren,0,0,KAA Gent,282,7
2732230,2016-2017,23,2017-01-26,20:30,KAS Eupen,2,2,Standard Luik,4276,16
2732243,2016-2017,24,2017-01-27,20:30,R Charleroi SC,2,1,SV Zulte Waregem,22,5381
2732234,2016-2017,24,2017-01-28,18:00,KV Kortrijk,2,1,KSC Lokeren,19,282
2732244,2016-2017,24,2017-01-28,20:00,Waasland-Beveren,0,0,KVC Westerlo,4068,2024
2732245,2016-2017,24,2017-01-28,20:00,Sint-Truidense VV,3,0,KV Oostende,373,31
2732246,2016-2017,24,2017-01-28,20:30,KV Mechelen,1,0,KRC Genk,25,322
2732233,2016-2017,24,2017-01-29,14:30,KAA Gent,2,0,Club Brugge,7,3
2732228,2016-2017,24,2017-01-29,18:00,RSC Anderlecht,0,0,Standard Luik,35,16
2732242,2016-2017,24,2017-01-29,20:00,Moeskroen,3,0,KAS Eupen,216,4276
2732237,2016-2017,25,2017-02-03,20:30,KSC Lokeren,0,0,RSC Anderlecht,282,35
2732238,2016-2017,25,2017-02-04,18:00,Standard Luik,0,3,KV Kortrijk,16,19
2732235,2016-2017,25,2017-02-04,20:00,KAS Eupen,0,2,Waasland-Beveren,4276,4068
2732241,2016-2017,25,2017-02-04,20:00,KRC Genk,1,0,Moeskroen,322,216
2732240,2016-2017,25,2017-02-04,20:30,KV Oostende,2,0,KV Mechelen,31,25
2732239,2016-2017,25,2017-02-05,14:30,Club Brugge,1,0,R Charleroi SC,3,22
2732236,2016-2017,25,2017-02-05,18:00,SV Zulte Waregem,1,1,KAA Gent,5381,7
2732253,2016-2017,25,2017-02-05,20:00,KVC Westerlo,1,0,Sint-Truidense VV,2024,373
2732255,2016-2017,26,2017-02-10,20:30,Sint-Truidense VV,0,3,KRC Genk,373,322
2732254,2016-2017,26,2017-02-11,18:00,Moeskroen,1,2,KV Oostende,216,31
2732256,2016-2017,26,2017-02-11,20:00,R Charleroi SC,2,1,KVC Westerlo,22,2024
2732278,2016-2017,26,2017-02-11,20:00,KV Kortrijk,0,2,KV Mechelen,19,25
2732250,2016-2017,26,2017-02-11,20:30,KAA Gent,0,1,KAS Eupen,7,4276
2732249,2016-2017,26,2017-02-12,14:30,RSC Anderlecht,4,2,SV Zulte Waregem,35,5381
2732251,2016-2017,26,2017-02-12,18:00,KSC Lokeren,1,0,Club Brugge,282,3
2732252,2016-2017,26,2017-02-12,20:00,Waasland-Beveren,0,1,Standard Luik,4068,16
2732247,2016-2017,27,2017-02-17,20:30,KVC Westerlo,1,2,Club Brugge,2024,3
2732266,2016-2017,27,2017-02-18,18:00,KV Mechelen,3,0,KSC Lokeren,25,282
2732260,2016-2017,27,2017-02-18,20:00,KAS Eupen,1,0,KV Kortrijk,4276,19
2732265,2016-2017,27,2017-02-18,20:00,Moeskroen,1,2,Waasland-Beveren,216,4068
2732261,2016-2017,27,2017-02-18,20:30,SV Zulte Waregem,4,1,Sint-Truidense VV,5381,373
2732258,2016-2017,27,2017-02-19,14:30,Standard Luik,1,1,KAA Gent,16,7
2732264,2016-2017,27,2017-02-19,18:00,KV Oostende,1,4,RSC Anderlecht,31,35
2732257,2016-2017,27,2017-02-19,20:00,KRC Genk,1,1,R Charleroi SC,322,22
2732263,2016-2017,28,2017-02-24,20:30,Club Brugge,5,0,SV Zulte Waregem,3,5381
2732268,2016-2017,28,2017-02-25,18:00,R Charleroi SC,1,0,Sint-Truidense VV,22,373
2732269,2016-2017,28,2017-02-25,20:00,KSC Lokeren,1,2,KAS Eupen,282,4276
2732271,2016-2017,28,2017-02-25,20:00,KV Kortrijk,1,2,Waasland-Beveren,19,4068
2732273,2016-2017,28,2017-02-25,20:30,KVC Westerlo,0,4,KV Oostende,2024,31
2732248,2016-2017,28,2017-02-26,14:30,Standard Luik,2,2,KV Mechelen,16,25
2732259,2016-2017,28,2017-02-26,18:00,RSC Anderlecht,2,0,KRC Genk,35,322
2732262,2016-2017,28,2017-02-26,20:00,KAA Gent,3,1,Moeskroen,7,216
2732267,2016-2017,29,2017-03-04,20:00,Waasland-Beveren,2,3,KAA Gent,4068,7
2732270,2016-2017,29,2017-03-04,20:00,SV Zulte Waregem,2,2,KVC Westerlo,5381,2024
2732272,2016-2017,29,2017-03-04,20:00,KV Oostende,0,0,KSC Lokeren,31,282
2732274,2016-2017,29,2017-03-04,20:00,KV Mechelen,3,2,RSC Anderlecht,25,35
2732275,2016-2017,29,2017-03-04,20:00,Moeskroen,1,0,Standard Luik,216,16
2732276,2016-2017,29,2017-03-04,20:00,KRC Genk,2,1,Club Brugge,322,3
2732284,2016-2017,29,2017-03-04,20:00,R Charleroi SC,1,1,KV Kortrijk,22,19
2732285,2016-2017,29,2017-03-04,20:00,Sint-Truidense VV,2,1,KAS Eupen,373,4276
2732277,2016-2017,30,2017-03-12,14:30,Club Brugge,2,2,Sint-Truidense VV,3,373
2732279,2016-2017,30,2017-03-12,14:30,RSC Anderlecht,3,0,Waasland-Beveren,35,4068
2732280,2016-2017,30,2017-03-12,14:30,KSC Lokeren,0,0,R Charleroi SC,282,22
2732281,2016-2017,30,2017-03-12,14:30,KAS Eupen,1,3,SV Zulte Waregem,4276,5381
2732282,2016-2017,30,2017-03-12,14:30,Standard Luik,2,2,KV Oostende,16,31
2732283,2016-2017,30,2017-03-12,14:30,KV Kortrijk,0,2,Moeskroen,19,216
2732286,2016-2017,30,2017-03-12,14:30,KAA Gent,3,0,KV Mechelen,7,25
2732287,2016-2017,30,2017-03-12,14:30,KVC Westerlo,0,4,KRC Genk,2024,322
2864876,2017-2018,1,2017-07-28,20:30,Royal Antwerp FC,0,0,RSC Anderlecht,1,35
2864877,2017-2018,1,2017-07-29,18:00,KSC Lokeren,0,4,Club Brugge,282,3
2864878,2017-2018,1,2017-07-29,20:00,KRC Genk,3,3,Waasland-Beveren,322,4068
2864879,2017-2018,1,2017-07-29,20:00,KAS Eupen,0,5,SV Zulte Waregem,4276,5381
2864880,2017-2018,1,2017-07-29,20:30,R Charleroi SC,1,0,KV Kortrijk,22,19
2864881,2017-2018,1,2017-07-30,14:30,KV Mechelen,1,1,Standard Luik,25,16
2864882,2017-2018,1,2017-07-30,18:00,Sint-Truidense VV,3,2,KAA Gent,373,7
2864883,2017-2018,1,2017-07-30,20:00,KV Oostende,0,1,Moeskroen,31,216
2864884,2017-2018,2,2017-08-04,20:30,Standard Luik,2,1,KRC Genk,16,322
2864885,2017-2018,2,2017-08-05,18:00,Moeskroen,2,5,R Charleroi SC,216,22
2864886,2017-2018,2,2017-08-05,20:00,KV Kortrijk,1,0,KSC Lokeren,19,282
2864887,2017-2018,2,2017-08-05,20:00,Waasland-Beveren,2,2,KV Mechelen,4068,25
2864888,2017-2018,2,2017-08-05,20:30,SV Zulte Waregem,2,0,Sint-Truidense VV,5381,373
2864889,2017-2018,2,2017-08-06,14:30,KAA Gent,0,1,Royal Antwerp FC,7,1
2864890,2017-2018,2,2017-08-06,18:00,RSC Anderlecht,1,0,KV Oostende,35,31
2864891,2017-2018,2,2017-08-06,20:00,Club Brugge,3,1,KAS Eupen,3,4276
2864892,2017-2018,3,2017-08-11,20:30,SV Zulte Waregem,1,2,Club Brugge,5381,3
2864893,2017-2018,3,2017-08-12,18:00,KV Mechelen,1,1,KAA Gent,25,7
2864894,2017-2018,3,2017-08-12,20:00,KAS Eupen,1,2,KV Kortrijk,4276,19
2864895,2017-2018,3,2017-08-12,20:00,KSC Lokeren,0,2,Moeskroen,282,216
2864896,2017-2018,3,2017-08-12,20:30,KV Oostende,0,3,Waasland-Beveren,31,4068
2864897,2017-2018,3,2017-08-13,14:30,Royal Antwerp FC,3,5,KRC Genk,1,322
2864898,2017-2018,3,2017-08-13,18:00,R Charleroi SC,2,0,RSC Anderlecht,22,35
2864899,2017-2018,3,2017-08-13,20:00,Sint-Truidense VV,1,0,Standard Luik,373,16
2906841,2017-2018,4,2017-08-18,20:30,Standard Luik,0,4,SV Zulte Waregem,16,5381
2906842,2017-2018,4,2017-08-19,18:00,KRC Genk,0,1,R Charleroi SC,322,22
2906843,2017-2018,4,2017-08-19,20:00,KAS Eupen,2,1,KV Oostende,4276,31
2906844,2017-2018,4,2017-08-19,20:00,Waasland-Beveren,2,3,KSC Lokeren,4068,282
2906847,2017-2018,4,2017-08-19,20:30,KV Mechelen,1,2,Royal Antwerp FC,25,1
2906845,2017-2018,4,2017-08-20,14:30,RSC Anderlecht,2,3,Sint-Truidense VV,35,373
2906846,2017-2018,4,2017-08-20,18:00,KV Kortrijk,1,2,Club Brugge,19,3
2898742,2017-2018,4,2017-08-20,20:00,Moeskroen,3,2,KAA Gent,216,7
2906848,2017-2018,5,2017-08-25,20:30,KV Kortrijk,1,1,Moeskroen,19,216
2906849,2017-2018,5,2017-08-26,18:00,R Charleroi SC,3,2,SV Zulte Waregem,22,5381
2906850,2017-2018,5,2017-08-26,20:00,KSC Lokeren,3,0,KAS Eupen,282,4276
2906851,2017-2018,5,2017-08-26,20:00,Sint-Truidense VV,1,0,Waasland-Beveren,373,4068
2906852,2017-2018,5,2017-08-26,20:30,KRC Genk,1,0,KV Mechelen,322,25
2906853,2017-2018,5,2017-08-27,14:30,Club Brugge,4,0,Standard Luik,3,16
2906854,2017-2018,5,2017-08-27,18:00,KAA Gent,0,0,RSC Anderlecht,7,35
2906855,2017-2018,5,2017-08-27,20:00,KV Oostende,3,4,Royal Antwerp FC,31,1
2906866,2017-2018,6,2017-09-08,20:30,RSC Anderlecht,3,2,KSC Lokeren,35,282
2906867,2017-2018,6,2017-09-09,18:00,Moeskroen,2,1,Club Brugge,216,3
2906868,2017-2018,6,2017-09-09,20:00,Royal Antwerp FC,1,1,Sint-Truidense VV,1,373
2906869,2017-2018,6,2017-09-09,20:00,Waasland-Beveren,5,1,KAS Eupen,4068,4276
2906870,2017-2018,6,2017-09-09,20:30,SV Zulte Waregem,2,2,KV Kortrijk,5381,19
