ID,Startjaar,Eindjaar,Datum,Tijd,Thuisploeg,Score,Uitploeg
4893,2020,2021,25/11,17:00,Cercle Brugge,1-2,Moeskroen
4894,2020,2021,27/11,20:45,Eupen,3-1,Charleroi
4895,2020,2021,28/11,16:15,STVV,1-1,SK Beveren
4896,2020,2021,28/11,18:30,Cercle Brugge,1-5,KRC Genk
4897,2020,2021,28/11,20:45,Moeskroen,0-0,Club Brugge
4898,2020,2021,29/11,13:30,KV Mechelen,2-3,Beerschot
4899,2020,2021,29/11,16:00,KAA Gent,0-3,Zulte Waregem
4900,2020,2021,29/11,18:15,Anderlecht,0-0,Standard
4901,2020,2021,29/11,20:45,KV Kortrijk,3-1,KV Oostende
4902,2020,2021,30/11,20:45,Antwerp,3-2,OH Leuven
4903,2020,2021,01/12,17:00,Moeskroen,3-2,STVV
4904,2020,2021,02/12,17:00,Charleroi,0-2,SK Beveren
4905,2020,2021,03/12,17:00,Eupen,1-1,KV Mechelen
4906,2020,2021,04/12,20:45,Zulte Waregem,2-2,Anderlecht
4907,2020,2021,05/12,16:15,SK Beveren,2-0,Moeskroen
4908,2020,2021,05/12,18:30,OH Leuven,2-1,Cercle Brugge
4909,2020,2021,05/12,20:45,Club Brugge,1-0,STVV
4910,2020,2021,06/12,13:30,KRC Genk,4-2,Antwerp
4911,2020,2021,06/12,16:00,Beerschot,0-1,Eupen
4912,2020,2021,06/12,18:15,Standard,2-2,KV Mechelen
4913,2020,2021,06/12,20:45,KV Oostende,2-1,KAA Gent
4914,2020,2021,07/12,20:45,Charleroi,0-0,KV Kortrijk
4915,2020,2021,08/12,17:00,OH Leuven,2-0,Moeskroen
4916,2020,2021,11/12,20:45,Anderlecht,1-0,KRC Genk
4917,2020,2021,12/12,16:15,Moeskroen,3-1,Beerschot
4918,2020,2021,12/12,18:30,Cercle Brugge,0-1,KV Oostende
4919,2020,2021,12/12,18:30,KV Kortrijk,0-3,OH Leuven
4920,2020,2021,12/12,20:45,STVV,1-2,Charleroi
4921,2020,2021,13/12,13:30,Antwerp,0-2,Club Brugge
4922,2020,2021,13/12,18:15,KAA Gent,2-1,Standard
4923,2020,2021,13/12,20:45,KV Mechelen,2-3,SK Beveren
4924,2020,2021,15/12,18:45,Moeskroen,2-2,OH Leuven
4925,2020,2021,15/12,18:45,Cercle Brugge,3-4,Charleroi
4926,2020,2021,15/12,21:00,Anderlecht,2-1,KV Oostende
4927,2020,2021,16/12,18:45,Antwerp,0-1,Zulte Waregem
4928,2020,2021,16/12,21:00,KAA Gent,3-0,SK Beveren
4929,2020,2021,16/12,21:00,KV Kortrijk,2-1,Standard
4930,2020,2021,17/12,20:45,KV Mechelen,0-3,Club Brugge
4931,2020,2021,18/12,20:45,Charleroi,1-0,Anderlecht
4932,2020,2021,19/12,18:30,Zulte Waregem,0-2,STVV
4933,2020,2021,19/12,20:45,KRC Genk,2-0,KV Kortrijk
4934,2020,2021,20/12,13:30,Club Brugge,0-1,KAA Gent
4935,2020,2021,20/12,16:00,OH Leuven,1-2,KV Mechelen
4936,2020,2021,20/12,18:15,Standard,0-1,Moeskroen
4937,2020,2021,20/12,20:45,SK Beveren,0-3,Antwerp
4938,2020,2021,26/12,14:00,Club Brugge,3-0,Eupen
4939,2020,2021,26/12,16:15,Zulte Waregem,1-0,Cercle Brugge
4940,2020,2021,26/12,18:30,KV Kortrijk,1-0,KAA Gent
4941,2020,2021,26/12,18:30,OH Leuven,1-2,KV Oostende
4942,2020,2021,26/12,20:45,Standard,1-2,STVV
4943,2020,2021,27/12,13:30,Antwerp,2-1,Charleroi
4944,2020,2021,27/12,16:00,KRC Genk,1-1,SK Beveren
4945,2020,2021,27/12,18:15,Anderlecht,2-0,Beerschot
4946,2020,2021,27/12,20:45,KV Mechelen,2-1,Moeskroen
4947,2020,2021,29/12,20:45,Eupen,2-3,Zulte Waregem
4948,2020,2021,30/12,20:45,STVV,1-0,Beerschot
4949,2020,2021,06/01,20:45,Eupen,1-4,KRC Genk
4950,2020,2021,09/01,16:15,Zulte Waregem,1-0,Moeskroen
4951,2020,2021,09/01,18:30,Cercle Brugge,1-2,Eupen
4952,2020,2021,09/01,18:30,KV Kortrijk,2-1,KRC Genk
4953,2020,2021,09/01,20:45,KV Oostende,3-2,Charleroi
4954,2020,2021,10/01,13:30,KV Mechelen,3-0,Antwerp
4955,2020,2021,10/01,16:00,Beerschot,1-1,KAA Gent
4956,2020,2021,10/01,18:15,OH Leuven,1-0,Anderlecht
4957,2020,2021,10/01,20:45,STVV,1-2,Club Brugge
4958,2020,2021,11/01,20:45,Standard,3-1,SK Beveren
4959,2020,2021,12/01,20:45,KV Oostende,1-1,Eupen
4960,2020,2021,13/01,18:30,Beerschot,1-1,Cercle Brugge
4961,2020,2021,15/01,20:45,Eupen,2-0,Anderlecht
4962,2020,2021,16/01,16:15,KV Oostende,2-1,KV Kortrijk
4963,2020,2021,16/01,18:30,Moeskroen,2-0,KRC Genk
4964,2020,2021,16/01,18:30,SK Beveren,1-5,Zulte Waregem
4965,2020,2021,16/01,20:45,Charleroi,0-1,KV Mechelen
4966,2020,2021,17/01,13:30,KAA Gent,0-1,Antwerp
4967,2020,2021,17/01,16:00,Cercle Brugge,0-1,Standard
4968,2020,2021,17/01,18:15,Beerschot,0-3,Club Brugge
4969,2020,2021,17/01,20:45,STVV,3-1,OH Leuven
4970,2020,2021,19/01,18:45,Moeskroen,1-1,SK Beveren
4971,2020,2021,19/01,21:00,Anderlecht,3-0,Charleroi
4972,2020,2021,20/01,16:30,KV Kortrijk,0-2,STVV
4973,2020,2021,20/01,18:45,Eupen,3-1,Beerschot
4974,2020,2021,20/01,18:45,KV Mechelen,0-4,Standard
4975,2020,2021,20/01,21:00,Antwerp,1-0,Cercle Brugge
4976,2020,2021,20/01,21:00,Club Brugge,2-1,KV Oostende
4977,2020,2021,21/01,18:45,Zulte Waregem,2-3,OH Leuven
4978,2020,2021,21/01,21:00,KRC Genk,1-1,KAA Gent
4979,2020,2021,22/01,20:45,Anderlecht,0-0,SK Beveren
4980,2020,2021,23/01,16:15,KV Mechelen,3-0,Eupen
4981,2020,2021,23/01,18:30,KV Kortrijk,1-2,Cercle Brugge
4982,2020,2021,23/01,18:30,STVV,0-2,Moeskroen
4983,2020,2021,23/01,20:45,Antwerp,1-2,KV Oostende
4984,2020,2021,24/01,13:30,Club Brugge,3-2,KRC Genk
4985,2020,2021,24/01,16:00,Zulte Waregem,0-3,Beerschot
4986,2020,2021,24/01,18:15,Standard,3-2,Charleroi
4987,2020,2021,24/01,20:45,OH Leuven,0-3,KAA Gent
4988,2020,2021,26/01,18:45,Eupen,0-2,Antwerp
4989,2020,2021,26/01,18:45,SK Beveren,2-3,KV Mechelen
4990,2020,2021,26/01,21:00,Moeskroen,1-1,Anderlecht
4991,2020,2021,27/01,18:45,KRC Genk,3-2,Zulte Waregem
4992,2020,2021,27/01,18:45,Beerschot,0-0,KV Kortrijk
4993,2020,2021,27/01,21:00,KAA Gent,1-1,STVV
4994,2020,2021,27/01,21:00,Charleroi,1-1,OH Leuven
4995,2020,2021,28/01,18:45,Cercle Brugge,1-2,Club Brugge
4996,2020,2021,28/01,21:00,KV Oostende,2-2,Standard
4997,2020,2021,29/01,20:45,Antwerp,3-2,SK Beveren
4998,2020,2021,30/01,16:15,KV Mechelen,0-0,KRC Genk
4999,2020,2021,30/01,18:30,Eupen,1-1,Moeskroen
5000,2020,2021,30/01,18:30,OH Leuven,0-1,Beerschot
5001,2020,2021,30/01,20:45,KV Kortrijk,1-3,Charleroi
5002,2020,2021,31/01,13:30,Club Brugge,3-1,Standard
5003,2020,2021,31/01,16:00,Zulte Waregem,2-1,KV Oostende
5004,2020,2021,31/01,18:15,Anderlecht,0-0,KAA Gent
5005,2020,2021,31/01,20:45,STVV,3-0,Cercle Brugge
5006,2020,2021,05/02,20:45,Moeskroen,0-3,KV Kortrijk
5007,2020,2021,06/02,16:15,KV Oostende,3-1,STVV
5008,2020,2021,06/02,18:30,Cercle Brugge,0-1,KV Mechelen
5009,2020,2021,06/02,18:30,SK Beveren,0-2,Club Brugge
5010,2020,2021,06/02,20:45,Standard,1-1,OH Leuven
5011,2020,2021,07/02,13:30,Beerschot,1-2,Antwerp
5012,2020,2021,07/02,16:00,Charleroi,1-1,Zulte Waregem
5013,2020,2021,07/02,18:15,KRC Genk,1-2,Anderlecht
5014,2020,2021,07/02,20:45,KAA Gent,2-2,Eupen
5015,2020,2021,12/02,20:45,OH Leuven,3-1,KV Kortrijk
5016,2020,2021,13/02,18:30,STVV,1-2,Zulte Waregem
5017,2020,2021,14/02,13:30,Standard,1-1,Antwerp
5018,2020,2021,14/02,16:00,Beerschot,1-2,KV Mechelen
5019,2020,2021,14/02,20:45,Cercle Brugge,0-0,Anderlecht
5020,2020,2021,15/02,20:45,KAA Gent,4-0,Moeskroen
5021,2020,2021,17/02,17:00,SK Beveren,1-0,Eupen
5022,2020,2021,17/02,19:00,KV Oostende,3-1,KRC Genk
5023,2020,2021,19/02,20:45,KV Mechelen,1-1,KAA Gent
5024,2020,2021,20/02,16:15,Eupen,1-1,KV Oostende
5025,2020,2021,20/02,18:30,Moeskroen,1-2,Cercle Brugge
5026,2020,2021,20/02,20:45,SK Beveren,1-1,Charleroi
5027,2020,2021,21/02,13:30,Anderlecht,0-2,KV Kortrijk
5028,2020,2021,21/02,16:00,Zulte Waregem,3-2,Standard
5029,2020,2021,21/02,18:15,KRC Genk,1-2,Beerschot
5030,2020,2021,21/02,20:45,Antwerp,0-0,STVV
5031,2020,2021,22/02,20:45,Club Brugge,3-0,OH Leuven
5032,2020,2021,26/02,20:45,Charleroi,1-2,KRC Genk
5033,2020,2021,27/02,16:15,Cercle Brugge,2-0,SK Beveren
5034,2020,2021,27/02,18:30,KV Oostende,2-0,KV Mechelen
5035,2020,2021,27/02,20:45,KV Kortrijk,1-2,Zulte Waregem
5036,2020,2021,28/02,13:30,Standard,1-3,Anderlecht
5037,2020,2021,28/02,16:00,Beerschot,2-2,Moeskroen
5038,2020,2021,28/02,20:45,STVV,0-2,Eupen
5039,2020,2021,01/03,20:45,OH Leuven,2-0,Antwerp
5040,2020,2021,05/03,20:45,Charleroi,0-0,STVV
5041,2020,2021,06/03,16:15,Eupen,3-3,OH Leuven
5042,2020,2021,06/03,18:30,SK Beveren,1-2,Beerschot
5043,2020,2021,06/03,20:45,Antwerp,4-2,KV Kortrijk
5044,2020,2021,07/03,13:30,Moeskroen,1-0,Standard
5045,2020,2021,07/03,16:00,Club Brugge,3-0,Zulte Waregem
5046,2020,2021,07/03,18:15,Anderlecht,1-1,KV Mechelen
5047,2020,2021,07/03,20:45,KRC Genk,2-0,Cercle Brugge
5048,2020,2021,08/03,20:45,KAA Gent,1-0,KV Oostende
5049,2020,2021,12/03,20:45,Charleroi,1-1,Club Brugge
5050,2020,2021,15/03,20:45,KAA Gent,0-4,Club Brugge
5051,2020,2021,19/03,20:45,KRC Genk,2-2,Standard
5052,2020,2021,20/03,18:30,Moeskroen,0-1,KV Oostende
5053,2020,2021,20/03,20:45,Eupen,2-0,KV Kortrijk
5054,2020,2021,21/03,13:30,Club Brugge,0-2,Antwerp
5055,2020,2021,21/03,16:00,KV Mechelen,2-2,OH Leuven
5056,2020,2021,21/03,18:15,Anderlecht,4-1,Zulte Waregem
5057,2020,2021,21/03,20:45,KAA Gent,1-0,Cercle Brugge
5058,2020,2021,03/04,16:15,KV Oostende,0-2,SK Beveren
5059,2020,2021,03/04,18:30,STVV,2-1,KV Mechelen
5060,2020,2021,03/04,20:45,KV Kortrijk,1-2,Club Brugge
5061,2020,2021,04/04,13:30,Cercle Brugge,2-1,Beerschot
5062,2020,2021,04/04,18:15,Standard,2-1,KAA Gent
5063,2020,2021,04/04,20:45,Charleroi,1-1,Moeskroen
5064,2020,2021,05/04,13:30,OH Leuven,2-3,KRC Genk
5065,2020,2021,05/04,16:00,Zulte Waregem,2-1,Eupen
5066,2020,2021,05/04,18:15,Antwerp,1-4,Anderlecht
5067,2020,2021,06/04,19:00,SK Beveren,2-4,STVV
5068,2020,2021,07/04,19:00,Beerschot,2-1,Charleroi
5069,2020,2021,09/04,20:45,Eupen,0-4,Standard
5070,2020,2021,10/04,16:15,Cercle Brugge,3-0,OH Leuven
5071,2020,2021,10/04,18:30,KV Mechelen,4-2,Zulte Waregem
5072,2020,2021,10/04,20:45,KAA Gent,4-0,Charleroi
5073,2020,2021,11/04,13:30,KRC Genk,4-0,STVV
5074,2020,2021,11/04,16:00,SK Beveren,3-4,KV Kortrijk
5075,2020,2021,11/04,18:15,Anderlecht,2-1,Club Brugge
5076,2020,2021,11/04,20:45,Beerschot,1-2,KV Oostende
5077,2020,2021,12/04,20:45,Moeskroen,2-3,Antwerp
5078,2020,2021,17/04,18:30,Charleroi,2-3,Eupen
5079,2020,2021,17/04,20:45,Antwerp,3-2,KRC Genk
5080,2020,2021,18/04,18:00,Club Brugge,4-2,Moeskroen
5081,2020,2021,18/04,18:00,Standard,3-0,Beerschot
5082,2020,2021,18/04,18:00,KV Oostende,1-1,Cercle Brugge
5083,2020,2021,18/04,18:00,Zulte Waregem,2-7,KAA Gent
5084,2020,2021,18/04,18:00,KV Kortrijk,1-4,KV Mechelen
5085,2020,2021,18/04,18:00,STVV,0-1,Anderlecht
5086,2020,2021,18/04,18:00,OH Leuven,1-2,SK Beveren
5087,2021,2022,23/07,20:45,Standard,1-1,KRC Genk
5088,2021,2022,24/07,16:15,OH Leuven,1-1,Zulte Waregem
5089,2021,2022,24/07,18:30,KV Kortrijk,2-0,Seraing
5090,2021,2022,24/07,20:45,KV Oostende,0-3,Charleroi
5091,2021,2022,25/07,13:30,KV Mechelen,3-2,Antwerp
5092,2021,2022,25/07,16:00,Club Brugge,2-2,Eupen
5093,2021,2022,25/07,18:30,Anderlecht,1-3,Union SG
5094,2021,2022,25/07,21:00,STVV,2-1,KAA Gent
5095,2021,2022,27/07,20:00,Beerschot,0-1,Cercle Brugge
5096,2021,2022,30/07,20:45,KRC Genk,3-4,KV Oostende
5097,2021,2022,31/07,16:15,Charleroi,0-0,STVV
5098,2021,2022,31/07,18:30,Cercle Brugge,1-1,OH Leuven
5099,2021,2022,31/07,18:30,Seraing,1-0,KV Mechelen
5100,2021,2022,31/07,20:45,Eupen,1-1,Anderlecht
5101,2021,2022,01/08,13:30,Union SG,0-1,Club Brugge
5102,2021,2022,01/08,16:00,Zulte Waregem,1-2,Standard
5103,2021,2022,01/08,18:30,KAA Gent,2-2,Beerschot
5104,2021,2022,01/08,21:00,Antwerp,0-1,KV Kortrijk
5105,2021,2022,06/08,20:45,Club Brugge,1-1,Cercle Brugge
5106,2021,2022,07/08,16:15,Beerschot,0-3,Union SG
5107,2021,2022,07/08,18:30,STVV,1-3,Zulte Waregem
5108,2021,2022,07/08,18:30,KV Mechelen,1-3,Eupen
5109,2021,2022,07/08,20:45,KV Kortrijk,1-2,KRC Genk
5110,2021,2022,08/08,13:30,Standard,2-5,Antwerp
5111,2021,2022,08/08,16:00,OH Leuven,1-1,Charleroi
5112,2021,2022,08/08,18:30,Anderlecht,3-0,Seraing
5113,2021,2022,08/08,21:00,KV Oostende,1-0,KAA Gent
5114,2021,2022,13/08,20:45,Charleroi,1-1,Antwerp
5115,2021,2022,14/08,16:15,Union SG,2-0,KV Kortrijk
5116,2021,2022,14/08,18:30,Eupen,2-1,STVV
5117,2021,2022,14/08,18:30,Seraing,2-3,KV Oostende
5118,2021,2022,14/08,20:45,KRC Genk,4-0,OH Leuven
5119,2021,2022,15/08,13:30,Beerschot,0-1,Standard
5120,2021,2022,15/08,16:00,KAA Gent,2-0,KV Mechelen
5121,2021,2022,15/08,18:30,Cercle Brugge,1-2,Anderlecht
5122,2021,2022,15/08,21:00,Zulte Waregem,0-4,Club Brugge
5123,2021,2022,20/08,20:45,Standard,1-0,KV Oostende
5124,2021,2022,21/08,16:15,Seraing,2-1,Cercle Brugge
5125,2021,2022,21/08,18:30,OH Leuven,1-4,Eupen
5126,2021,2022,21/08,20:45,STVV,0-2,KV Kortrijk
5127,2021,2022,22/08,16:00,Zulte Waregem,2-2,Charleroi
5128,2021,2022,22/08,18:30,Club Brugge,3-2,Beerschot
5129,2021,2022,22/08,21:00,KV Mechelen,3-1,Union SG
5130,2021,2022,27/08,20:45,KV Kortrijk,2-2,KV Mechelen
5131,2021,2022,28/08,16:15,Charleroi,5-2,Beerschot
5132,2021,2022,28/08,18:30,Cercle Brugge,0-1,STVV
5133,2021,2022,28/08,18:30,Eupen,1-2,Seraing
5134,2021,2022,28/08,20:45,Union SG,4-0,Standard
5135,2021,2022,29/08,13:30,KAA Gent,6-1,Club Brugge
5136,2021,2022,29/08,16:00,Antwerp,2-2,OH Leuven
5137,2021,2022,29/08,18:30,KRC Genk,1-0,Anderlecht
5138,2021,2022,29/08,21:00,KV Oostende,0-2,Zulte Waregem
5139,2021,2022,10/09,20:45,Club Brugge,3-0,KV Oostende
5140,2021,2022,11/09,16:15,Eupen,0-1,Antwerp
5141,2021,2022,11/09,18:30,Zulte Waregem,2-4,Cercle Brugge
5142,2021,2022,12/09,13:30,Anderlecht,7-2,KV Mechelen
5143,2021,2022,12/09,16:00,KAA Gent,2-3,Charleroi
5144,2021,2022,12/09,18:30,Seraing,0-1,Standard
5145,2021,2022,12/09,21:00,KRC Genk,1-1,Union SG
5146,2021,2022,12/09,21:00,OH Leuven,2-1,KV Kortrijk
5147,2021,2022,13/09,20:00,Beerschot,0-1,STVV
5148,2021,2022,17/09,20:45,Cercle Brugge,1-2,Eupen
5149,2021,2022,18/09,16:15,KV Oostende,3-1,Beerschot
5150,2021,2022,18/09,18:30,Union SG,2-1,Zulte Waregem
5151,2021,2022,18/09,18:30,KV Mechelen,2-0,OH Leuven
5152,2021,2022,18/09,20:45,Charleroi,0-1,Club Brugge
5153,2021,2022,19/09,13:30,STVV,1-2,KRC Genk
5154,2021,2022,19/09,16:00,Antwerp,2-1,Seraing
5155,2021,2022,19/09,18:30,Standard,0-1,Anderlecht
5156,2021,2022,19/09,21:00,KV Kortrijk,1-0,KAA Gent
5157,2021,2022,22/09,20:45,Antwerp,4-2,KRC Genk
5158,2021,2022,23/09,20:45,Anderlecht,1-1,KAA Gent
5159,2021,2022,24/09,20:45,Club Brugge,1-1,OH Leuven
5160,2021,2022,25/09,16:15,Beerschot,0-3,Eupen
5161,2021,2022,25/09,18:30,Zulte Waregem,2-2,KV Kortrijk
5162,2021,2022,25/09,20:45,Standard,1-2,STVV
5163,2021,2022,26/09,13:30,Union SG,1-2,Antwerp
5164,2021,2022,26/09,16:00,KAA Gent,2-1,Cercle Brugge
5165,2021,2022,26/09,18:30,KV Oostende,2-2,Anderlecht
5166,2021,2022,26/09,21:00,KRC Genk,3-0,Seraing
5167,2021,2022,26/09,21:00,Charleroi,0-2,KV Mechelen
5168,2021,2022,01/10,20:45,KV Mechelen,3-1,Standard
5169,2021,2022,02/10,16:15,KV Kortrijk,2-2,Charleroi
5170,2021,2022,02/10,18:30,Cercle Brugge,0-3,Union SG
5171,2021,2022,02/10,18:30,STVV,1-1,KV Oostende
5172,2021,2022,02/10,20:45,OH Leuven,0-0,Beerschot
5173,2021,2022,03/10,13:30,Anderlecht,1-1,Club Brugge
5174,2021,2022,03/10,16:00,Seraing,5-1,Zulte Waregem
5175,2021,2022,03/10,18:30,Antwerp,1-0,KAA Gent
5176,2021,2022,03/10,21:00,Eupen,3-2,KRC Genk
5177,2021,2022,15/10,20:45,Club Brugge,2-0,KV Kortrijk
5178,2021,2022,16/10,16:15,Union SG,4-2,Seraing
5179,2021,2022,16/10,18:30,Zulte Waregem,2-1,Antwerp
5180,2021,2022,16/10,18:30,KV Oostende,2-1,Cercle Brugge
5181,2021,2022,16/10,20:45,Standard,2-2,OH Leuven
5182,2021,2022,17/10,13:30,STVV,2-2,Anderlecht
5183,2021,2022,17/10,16:00,Beerschot,0-1,KV Mechelen
5184,2021,2022,17/10,18:30,Charleroi,2-0,KRC Genk
5185,2021,2022,17/10,21:00,KAA Gent,2-0,Eupen
5186,2021,2022,22/10,20:45,Seraing,1-3,Charleroi
5187,2021,2022,23/10,16:15,Cercle Brugge,1-1,Standard
5188,2021,2022,23/10,18:30,KV Kortrijk,1-0,KV Oostende
5189,2021,2022,23/10,18:30,KV Mechelen,2-2,Zulte Waregem
5190,2021,2022,23/10,20:45,Eupen,2-3,Union SG
5191,2021,2022,24/10,13:30,Antwerp,1-1,Club Brugge
5192,2021,2022,24/10,16:00,Anderlecht,4-2,Beerschot
5193,2021,2022,24/10,18:30,KRC Genk,0-3,KAA Gent
5194,2021,2022,24/10,21:00,OH Leuven,4-1,STVV
5195,2021,2022,29/10,20:45,KV Oostende,2-4,KV Mechelen
5196,2021,2022,30/10,16:15,Charleroi,3-0,Eupen
5197,2021,2022,30/10,18:30,Standard,1-1,KV Kortrijk
5198,2021,2022,30/10,18:30,Beerschot,3-0,Seraing
5199,2021,2022,30/10,20:45,STVV,1-2,Club Brugge
5200,2021,2022,31/10,13:30,Zulte Waregem,2-6,KRC Genk
5201,2021,2022,31/10,16:00,Cercle Brugge,0-1,Antwerp
5202,2021,2022,31/10,18:30,Anderlecht,2-2,OH Leuven
5203,2021,2022,31/10,21:00,KAA Gent,0-2,Union SG
5204,2021,2022,05/11,20:45,OH Leuven,1-0,KV Oostende
5205,2021,2022,06/11,16:15,Eupen,1-1,Zulte Waregem
5206,2021,2022,06/11,18:30,KV Kortrijk,1-1,Beerschot
5207,2021,2022,06/11,18:30,KV Mechelen,0-1,STVV
5208,2021,2022,06/11,20:45,Union SG,4-0,Charleroi
5209,2021,2022,07/11,13:30,Club Brugge,2-2,Standard
5210,2021,2022,07/11,16:00,Seraing,0-0,KAA Gent
5211,2021,2022,07/11,18:30,Antwerp,2-0,Anderlecht
5212,2021,2022,07/11,21:00,KRC Genk,1-1,Cercle Brugge
5213,2021,2022,19/11,20:45,KV Mechelen,2-1,Club Brugge
5214,2021,2022,20/11,16:15,Cercle Brugge,1-2,Charleroi
5215,2021,2022,20/11,18:30,OH Leuven,1-3,Seraing
5216,2021,2022,20/11,18:30,Zulte Waregem,1-2,KAA Gent
5217,2021,2022,20/11,20:45,Standard,1-0,Eupen
5218,2021,2022,21/11,13:30,Anderlecht,1-1,KV Kortrijk
5219,2021,2022,21/11,16:00,STVV,2-1,Antwerp
5220,2021,2022,21/11,18:30,KV Oostende,1-7,Union SG
5221,2021,2022,21/11,21:00,Beerschot,2-0,KRC Genk
5222,2021,2022,26/11,20:45,Union SG,1-3,OH Leuven
5223,2021,2022,27/11,16:15,Seraing,2-0,STVV
5224,2021,2022,27/11,18:30,Cercle Brugge,3-1,KV Mechelen
5225,2021,2022,27/11,18:30,Eupen,2-2,KV Kortrijk
5226,2021,2022,27/11,20:45,Charleroi,1-3,Anderlecht
5227,2021,2022,28/11,13:30,KRC Genk,2-3,Club Brugge
5228,2021,2022,28/11,16:00,Zulte Waregem,2-0,Beerschot
5229,2021,2022,28/11,18:30,KAA Gent,3-1,Standard
5230,2021,2022,28/11,21:00,Antwerp,3-0,KV Oostende
5231,2021,2022,03/12,20:45,STVV,1-2,Union SG
5232,2021,2022,04/12,16:15,OH Leuven,0-1,KAA Gent
5233,2021,2022,04/12,18:30,KV Kortrijk,0-2,Cercle Brugge
5234,2021,2022,04/12,18:30,KV Oostende,2-1,Eupen
5235,2021,2022,04/12,20:45,Club Brugge,3-2,Seraing
5236,2021,2022,05/12,13:30,Beerschot,0-1,Antwerp
5237,2021,2022,05/12,16:00,Anderlecht,3-2,Zulte Waregem
5238,2021,2022,05/12,18:30,Standard,0-3,Charleroi
5239,2021,2022,05/12,21:00,KV Mechelen,1-1,KRC Genk
5240,2021,2022,10/12,20:45,Charleroi,1-0,KV Oostende
5241,2021,2022,11/12,16:15,KV Kortrijk,2-1,OH Leuven
5242,2021,2022,11/12,18:30,STVV,1-2,Cercle Brugge
5243,2021,2022,11/12,18:30,Eupen,1-0,Beerschot
5244,2021,2022,11/12,20:45,Seraing,0-5,Anderlecht
5245,2021,2022,12/12,13:30,Antwerp,2-3,Standard
5246,2021,2022,12/12,16:00,Union SG,2-0,KV Mechelen
5247,2021,2022,12/12,18:30,KAA Gent,1-0,KRC Genk
5248,2021,2022,12/12,21:00,Club Brugge,3-0,Zulte Waregem
5249,2021,2022,14/12,18:45,Cercle Brugge,2-0,Seraing
5250,2021,2022,14/12,21:00,Anderlecht,2-0,STVV
5251,2021,2022,14/12,21:00,KV Oostende,0-2,KV Kortrijk
5252,2021,2022,15/12,18:45,Zulte Waregem,0-2,Union SG
5253,2021,2022,15/12,18:45,KV Mechelen,4-3,KAA Gent
5254,2021,2022,15/12,21:00,OH Leuven,1-4,Club Brugge
5255,2021,2022,16/12,18:45,Antwerp,4-2,Eupen
5256,2021,2022,16/12,21:00,KRC Genk,4-2,Charleroi
5257,2021,2022,17/12,20:45,Seraing,0-2,KV Kortrijk
5258,2021,2022,18/12,16:15,Beerschot,0-2,KV Oostende
5259,2021,2022,18/12,18:30,Union SG,3-2,Cercle Brugge
5260,2021,2022,18/12,18:30,Zulte Waregem,3-2,KV Mechelen
5261,2021,2022,18/12,20:45,KAA Gent,2-1,STVV
5262,2021,2022,19/12,13:30,Club Brugge,2-2,Anderlecht
5263,2021,2022,19/12,16:00,Eupen,0-4,Charleroi
5264,2021,2022,19/12,18:30,KRC Genk,1-1,Antwerp
5265,2021,2022,19/12,21:00,OH Leuven,2-1,Standard
5266,2021,2022,26/12,13:30,Cercle Brugge,2-0,Club Brugge
5267,2021,2022,26/12,16:00,Standard,0-1,Zulte Waregem
5268,2021,2022,26/12,18:30,Union SG,0-0,KAA Gent
5269,2021,2022,26/12,21:00,KV Oostende,0-4,KRC Genk
5270,2021,2022,27/12,18:45,KV Mechelen,2-0,Seraing
5271,2021,2022,27/12,18:45,Charleroi,0-3,OH Leuven
5272,2021,2022,27/12,21:00,STVV,2-0,Eupen
5273,2021,2022,27/12,21:00,Beerschot,0-7,Anderlecht
5274,2021,2022,14/01,20:45,KAA Gent,2-2,KV Kortrijk
5275,2021,2022,15/01,16:15,OH Leuven,5-0 FF,KV Mechelen
5276,2021,2022,15/01,20:45,Club Brugge,2-0,STVV
5277,2021,2022,16/01,13:30,Antwerp,3-0,Charleroi
5278,2021,2022,16/01,16:00,Eupen,0-2,Cercle Brugge
5279,2021,2022,16/01,18:30,Anderlecht,1-1,Standard
5280,2021,2022,16/01,21:00,KRC Genk,4-1,Beerschot
5281,2021,2022,18/01,20:00,Seraing,0-4,Union SG
5282,2021,2022,21/01,20:45,KV Oostende,1-2,Antwerp
5283,2021,2022,22/01,16:15,KV Kortrijk,1-1,Eupen
5284,2021,2022,22/01,18:30,STVV,3-1,Seraing
5285,2021,2022,22/01,18:30,Beerschot,3-1,OH Leuven
5286,2021,2022,22/01,20:45,Charleroi,0-0,KAA Gent
5287,2021,2022,23/01,13:30,Standard,2-2,Club Brugge
5288,2021,2022,23/01,16:00,Union SG,2-1,KRC Genk
5289,2021,2022,23/01,18:30,KV Mechelen,0-1,Anderlecht
5290,2021,2022,23/01,21:00,Cercle Brugge,3-1,Zulte Waregem
5291,2021,2022,25/01,18:45,Antwerp,1-1,STVV
5292,2021,2022,25/01,21:00,Charleroi,1-1,KV Kortrijk
5293,2021,2022,25/01,21:00,KAA Gent,1-1,KV Oostende
5294,2021,2022,26/01,18:45,Eupen,0-2,Standard
5295,2021,2022,26/01,18:45,Zulte Waregem,1-1,OH Leuven
5296,2021,2022,26/01,21:00,Anderlecht,0-2,Cercle Brugge
5297,2021,2022,26/01,21:00,Seraing,2-1,Beerschot
5298,2021,2022,27/01,20:45,Club Brugge,0-0,Union SG
