Seizoen,Speeldag,Match-ID,Datum,Tijdstip,Naam thuisploeg,Resultaat thuisploeg,Resultaat uitploeg,Naam uitploeg
1985-1986,24,3988416,"zondag,zo2 feb. 1986",15:00 uur,(10.)Antwerp FC,2,0,Waterschei THOR(17.)
1985-1986,24,3988417,"zondag,zo2 feb. 1986",15:00 uur,(11.)KV Mechelen,1,3,RSC Anderlecht(2.)
1985-1986,24,3988418,"zondag,zo2 feb. 1986",15:00 uur,(8.)KSK Beveren,1,1,Club Brugge(1.)
1985-1986,24,3988419,"zondag,zo2 feb. 1986",15:00 uur,(12.)KSC Lokeren,1,1,RFC Seraing(15.)
1985-1986,24,3988412,"zondag,zo2 feb. 1986",15:00 uur,(9.)Cercle Brugge,4,1,Lierse SK(18.)
1985-1986,25,3988422,"zaterdag,za8 feb. 1986",20:00 uur,(14.)RFC Seraing,2,0,KV Kortrijk(13.)
1985-1986,25,3988423,"zaterdag,za8 feb. 1986",20:00 uur,(3.)KAA Gent,0,0,RC Luik(7.)
1985-1986,25,3988424,"zaterdag,za8 feb. 1986",20:00 uur,(16.)R Charleroi SC,2,2,RWD Molenbeek(15.)
1985-1986,25,3988425,"zaterdag,za8 feb. 1986",20:00 uur,(4.)VAC Beerschot,0,1,Cercle Brugge(9.)
1985-1986,25,3988426,"zaterdag,za8 feb. 1986",20:00 uur,(18.)Lierse SK,1,1,KSK Beveren(8.)
1985-1986,25,3988420,"zaterdag,za8 feb. 1986",20:00 uur,(2.)RSC Anderlecht,4,1,Antwerp FC(10.)
1985-1986,25,3988421,"zaterdag,za8 feb. 1986",20:00 uur,(17.)Waterschei THOR,0,3,Standard Luik(6.)
1985-1986,25,3988427,"zondag,zo9 feb. 1986",15:00 uur,(1.)Club Brugge,2,2,KV Mechelen(11.)
1985-1986,25,3988428,"zondag,zo9 feb. 1986",15:00 uur,(5.)KSV Waregem,3,0,KSC Lokeren(12.)
1985-1986,26,3988432,"zaterdag,za15 feb. 1986",20:00 uur,(11.)KV Mechelen,1,1,Lierse SK(18.)
1985-1986,26,3988433,"zaterdag,za15 feb. 1986",20:00 uur,(6.)RC Luik,2,0,KV Kortrijk(14.)
1985-1986,26,3988434,"zondag,zo16 feb. 1986",15:00 uur,(8.)KSK Beveren,3,0,VAC Beerschot(7.)
1985-1986,26,3988435,"zondag,zo16 feb. 1986",15:00 uur,(9.)Cercle Brugge,1,1,R Charleroi SC(16.)
1985-1986,26,3988436,"zondag,zo16 feb. 1986",15:00 uur,(15.)RWD Molenbeek,0,1,KAA Gent(3.)
1985-1986,26,3988437,"zondag,zo16 feb. 1986",15:00 uur,(12.)KSC Lokeren,3,0,Waterschei THOR(17.)
1985-1986,26,3988438,"zondag,zo16 feb. 1986",15:00 uur,(5.)Standard Luik,1,0,RSC Anderlecht(1.)
1985-1986,26,3988439,"zondag,zo16 feb. 1986",15:00 uur,(10.)Antwerp FC,1,1,Club Brugge(2.)
1985-1986,26,3988440,"zondag,zo16 feb. 1986",15:00 uur,(4.)KSV Waregem,3,1,RFC Seraing(13.)
1985-1986,27,3988441,"zaterdag,za22 feb. 1986",20:00 uur,(8.)VAC Beerschot,0,0,KV Mechelen(11.)
1985-1986,27,3988442,"zaterdag,za22 feb. 1986",20:00 uur,(2.)RSC Anderlecht,3,2,KSC Lokeren(12.)
1985-1986,27,3988443,"zaterdag,za22 feb. 1986",20:00 uur,(15.)R Charleroi SC,0,4,KSK Beveren(7.)
1985-1986,27,3988444,"zondag,zo23 feb. 1986",15:00 uur,(17.)Lierse SK,0,0,Antwerp FC(10.)
1985-1986,27,3988445,"zondag,zo23 feb. 1986",15:00 uur,(1.)Club Brugge,2,3,Standard Luik(5.)
1985-1986,27,3988446,"zondag,zo23 feb. 1986",15:00 uur,(14.)KV Kortrijk,2,3,RWD Molenbeek(16.)
1985-1986,27,3988447,"zondag,zo23 feb. 1986",15:00 uur,(3.)KAA Gent,1,1,Cercle Brugge(9.)
1985-1986,27,3988451,"zaterdag,za1 mrt. 1986",20:00 uur,(18.)Waterschei THOR,1,0,KSV Waregem(4.)
1985-1986,27,3988489,"dinsdag,di1 apr. 1986",20:00 uur,(13.)RFC Seraing,0,1,RC Luik(6.)
1985-1986,28,3988452,"zaterdag,za8 mrt. 1986",20:00 uur,(11.)KV Mechelen,2,2,KAA Gent(3.)
1985-1986,28,3988453,"zaterdag,za8 mrt. 1986",20:00 uur,(7.)KSK Beveren,1,1,KV Kortrijk(15.)
1985-1986,28,3988454,"zondag,zo9 mrt. 1986",15:00 uur,(10.)Antwerp FC,0,0,R Charleroi SC(16.)
1985-1986,28,3988455,"zondag,zo9 mrt. 1986",15:00 uur,(4.)Standard Luik,0,1,VAC Beerschot(8.)
1985-1986,28,3988456,"zondag,zo9 mrt. 1986",15:00 uur,(12.)KSC Lokeren,4,1,Lierse SK(18.)
1985-1986,28,3988457,"zondag,zo9 mrt. 1986",15:00 uur,(6.)KSV Waregem,0,0,Club Brugge(2.)
1985-1986,28,3988458,"zondag,zo9 mrt. 1986",15:00 uur,(17.)Waterschei THOR,0,1,RSC Anderlecht(1.)
1985-1986,28,3988459,"zondag,zo9 mrt. 1986",15:00 uur,(13.)RWD Molenbeek,2,0,RFC Seraing(14.)
1985-1986,28,3988460,"zondag,zo9 mrt. 1986",15:00 uur,(9.)Cercle Brugge,1,1,RC Luik(5.)
1985-1986,29,3988462,"zaterdag,za15 mrt. 1986",20:00 uur,(18.)Lierse SK,1,1,Standard Luik(4.)
1985-1986,29,3988463,"zaterdag,za15 mrt. 1986",20:00 uur,(8.)VAC Beerschot,0,0,Antwerp FC(10.)
1985-1986,29,3988464,"zaterdag,za15 mrt. 1986",20:00 uur,(16.)R Charleroi SC,2,0,KV Mechelen(12.)
1985-1986,29,3988465,"zaterdag,za15 mrt. 1986",20:00 uur,(1.)RSC Anderlecht,3,1,KSV Waregem(6.)
1985-1986,29,3988466,"zaterdag,za15 mrt. 1986",20:00 uur,(2.)Club Brugge,5,0,KSC Lokeren(11.)
1985-1986,29,3988467,"zaterdag,za15 mrt. 1986",20:00 uur,(15.)RFC Seraing,0,0,Waterschei THOR(17.)
1985-1986,29,3988468,"zondag,zo16 mrt. 1986",15:00 uur,(3.)KAA Gent,0,0,KSK Beveren(7.)
1985-1986,29,3988469,"zondag,zo16 mrt. 1986",15:00 uur,(14.)KV Kortrijk,0,3,Cercle Brugge(9.)
1985-1986,29,3988470,"zondag,zo16 mrt. 1986",15:00 uur,(5.)RC Luik,1,0,RWD Molenbeek(13.)
1985-1986,30,3988471,"zaterdag,za22 mrt. 1986",20:00 uur,(5.)Standard Luik,8,0,R Charleroi SC(14.)
1985-1986,30,3988472,"zaterdag,za22 mrt. 1986",20:00 uur,(11.)KV Mechelen,3,1,KV Kortrijk(16.)
1985-1986,30,3988473,"zaterdag,za22 mrt. 1986",20:00 uur,(6.)KSK Beveren,2,0,RC Luik(4.)
1985-1986,30,3988474,"zaterdag,za22 mrt. 1986",20:00 uur,(9.)Cercle Brugge,2,1,RWD Molenbeek(13.)
1985-1986,30,3988475,"zaterdag,za22 mrt. 1986",20:00 uur,(17.)Waterschei THOR,0,1,Club Brugge(2.)
1985-1986,30,3988476,"zaterdag,za22 mrt. 1986",20:00 uur,(1.)RSC Anderlecht,2,0,RFC Seraing(15.)
1985-1986,30,3988477,"zondag,zo23 mrt. 1986",15:00 uur,(7.)KSV Waregem,1,0,Lierse SK(18.)
1985-1986,30,3988478,"zondag,zo23 mrt. 1986",15:00 uur,(12.)KSC Lokeren,2,2,VAC Beerschot(8.)
1985-1986,30,3988479,"zondag,zo23 mrt. 1986",15:00 uur,(10.)Antwerp FC,4,1,KAA Gent(3.)
1985-1986,31,3988480,"vrijdag,vr28 mrt. 1986",20:00 uur,(14.)R Charleroi SC,4,2,KSC Lokeren(12.)
1985-1986,31,3988481,"zaterdag,za29 mrt. 1986",20:00 uur,(6.)RC Luik,0,0,KV Mechelen(11.)
1985-1986,31,3988482,"zaterdag,za29 mrt. 1986",20:00 uur,(9.)VAC Beerschot,2,1,KSV Waregem(7.)
1985-1986,31,3988483,"zaterdag,za29 mrt. 1986",20:00 uur,(2.)Club Brugge,3,3,RSC Anderlecht(1.)
1985-1986,31,3988484,"zaterdag,za29 mrt. 1986",20:00 uur,(15.)RFC Seraing,1,0,Cercle Brugge(8.)
1985-1986,31,3988485,"zondag,zo30 mrt. 1986",15:00 uur,(4.)KAA Gent,1,4,Standard Luik(3.)
1985-1986,31,3988486,"zondag,zo30 mrt. 1986",15:00 uur,(13.)RWD Molenbeek,2,1,KSK Beveren(5.)
1985-1986,31,3988487,"maandag,ma31 mrt. 1986",15:00 uur,(16.)KV Kortrijk,2,2,Antwerp FC(10.)
1985-1986,31,3988488,"maandag,ma31 mrt. 1986",15:00 uur,(18.)Lierse SK,2,1,Waterschei THOR(17.)
1985-1986,32,3988490,"zaterdag,za5 apr. 1986",20:00 uur,(1.)RSC Anderlecht,3,0,Lierse SK(17.)
1985-1986,32,3988491,"zaterdag,za5 apr. 1986",20:00 uur,(18.)Waterschei THOR,2,1,VAC Beerschot(7.)
1985-1986,32,3988492,"zaterdag,za5 apr. 1986",20:00 uur,(12.)KSC Lokeren,1,3,KAA Gent(4.)
1985-1986,32,3988493,"zaterdag,za5 apr. 1986",20:00 uur,(10.)Antwerp FC,1,0,RC Luik(5.)
1985-1986,32,3988494,"zaterdag,za5 apr. 1986",20:00 uur,(11.)KV Mechelen,3,2,RWD Molenbeek(13.)
1985-1986,32,3988495,"zaterdag,za5 apr. 1986",20:00 uur,(6.)KSK Beveren,2,1,Cercle Brugge(9.)
1985-1986,32,3988496,"zaterdag,za5 apr. 1986",20:00 uur,(2.)Club Brugge,2,1,RFC Seraing(15.)
1985-1986,32,3988497,"zondag,zo6 apr. 1986",15:00 uur,(8.)KSV Waregem,0,2,R Charleroi SC(14.)
1985-1986,32,3988498,"zondag,zo6 apr. 1986",15:00 uur,(3.)Standard Luik,0,0,KV Kortrijk(16.)
1985-1986,33,3988499,"zaterdag,za12 apr. 1986",20:00 uur,(9.)Cercle Brugge,1,1,KV Mechelen(11.)
1985-1986,33,3988500,"zaterdag,za12 apr. 1986",20:00 uur,(14.)RWD Molenbeek,2,1,Antwerp FC(10.)
1985-1986,33,3988501,"zaterdag,za12 apr. 1986",20:00 uur,(16.)KV Kortrijk,4,0,KSC Lokeren(12.)
1985-1986,33,3988502,"zaterdag,za12 apr. 1986",20:00 uur,(4.)KAA Gent,3,1,KSV Waregem(8.)
1985-1986,33,3988503,"zaterdag,za12 apr. 1986",20:00 uur,(13.)R Charleroi SC,1,0,Waterschei THOR(17.)
1985-1986,33,3988504,"zaterdag,za12 apr. 1986",20:00 uur,(7.)VAC Beerschot,2,0,RSC Anderlecht(1.)
1985-1986,33,3988505,"zaterdag,za12 apr. 1986",20:00 uur,(18.)Lierse SK,3,6,Club Brugge(2.)
1985-1986,33,3988506,"zaterdag,za12 apr. 1986",20:00 uur,(5.)KSK Beveren,0,0,RFC Seraing(15.)
1985-1986,33,3988507,"zondag,zo13 apr. 1986",15:00 uur,(6.)RC Luik,0,0,Standard Luik(3.)
1985-1986,34,3988516,"zondag,zo20 apr. 1986",15:00 uur,(11.)KV Mechelen,0,2,KSK Beveren(5.)
1985-1986,34,3988508,"zondag,zo20 apr. 1986",15:00 uur,(16.)RFC Seraing,2,2,Lierse SK(18.)
1985-1986,34,3988509,"zondag,zo20 apr. 1986",15:00 uur,(2.)Club Brugge,4,0,VAC Beerschot(7.)
1985-1986,34,3988510,"zondag,zo20 apr. 1986",15:00 uur,(1.)RSC Anderlecht,5,0,R Charleroi SC(12.)
1985-1986,34,3988511,"zondag,zo20 apr. 1986",15:00 uur,(17.)Waterschei THOR,0,0,KAA Gent(4.)
1985-1986,34,3988512,"zondag,zo20 apr. 1986",15:00 uur,(8.)KSV Waregem,1,1,KV Kortrijk(15.)
1985-1986,34,3988513,"zondag,zo20 apr. 1986",15:00 uur,(14.)KSC Lokeren,0,1,RC Luik(6.)
1985-1986,34,3988514,"zondag,zo20 apr. 1986",15:00 uur,(3.)Standard Luik,2,0,RWD Molenbeek(13.)
1985-1986,34,3988515,"zondag,zo20 apr. 1986",15:00 uur,(10.)Antwerp FC,2,1,Cercle Brugge(9.)
1986-1987,1,3670059,"zaterdag,za30 aug. 1986",19:30 uur,(17.)RFC Seraing,1,3,RSC Anderlecht(1.)
1986-1987,1,3670060,"zaterdag,za30 aug. 1986",20:00 uur,(7.)R Charleroi SC,1,1,Antwerp FC(14.)
1986-1987,1,3670061,"zaterdag,za30 aug. 1986",20:00 uur,(9.)VAC Beerschot,1,1,KV Mechelen(2.)
1986-1987,1,3670062,"zondag,zo31 aug. 1986",15:00 uur,(5.)KSC Lokeren,1,1,Racing Jet(12.)
1986-1987,1,3670063,"zondag,zo31 aug. 1986",15:00 uur,(18.)Berchem Sport,0,0,KSK Beveren(4.)
1986-1987,1,3670064,"zondag,zo31 aug. 1986",15:00 uur,(15.)KV Kortrijk,3,2,Cercle Brugge(11.)
1986-1987,1,3670065,"zondag,zo31 aug. 1986",15:00 uur,(13.)RWD Molenbeek,1,1,RC Luik(6.)
1986-1987,1,3670066,"zondag,zo31 aug. 1986",15:00 uur,(3.)Club Brugge,8,0,KSV Waregem(8.)
1986-1987,1,3670067,"zondag,zo31 aug. 1986",15:00 uur,(10.)Standard Luik,5,0,KAA Gent(16.)
1986-1987,2,3670068,"donderdag,do4 sep. 1986",20:00 uur,(8.)Antwerp FC,1,1,Club Brugge(1.)
1986-1987,2,3670073,"zaterdag,za6 sep. 1986",19:30 uur,(6.)RC Luik,2,1,R Charleroi SC(12.)
1986-1987,2,3670069,"zaterdag,za6 sep. 1986",20:00 uur,(17.)KAA Gent,3,1,Berchem Sport(14.)
1986-1987,2,3670070,"zaterdag,za6 sep. 1986",20:00 uur,(5.)Racing Jet,1,1,Standard Luik(2.)
1986-1987,2,3670071,"zaterdag,za6 sep. 1986",20:00 uur,(11.)KV Mechelen,0,0,KSC Lokeren(10.)
1986-1987,2,3670072,"zaterdag,za6 sep. 1986",20:00 uur,(18.)KSV Waregem,0,2,VAC Beerschot(9.)
1986-1987,2,3670074,"zaterdag,za6 sep. 1986",20:00 uur,(3.)RSC Anderlecht,0,0,KV Kortrijk(4.)
1986-1987,2,3670075,"zaterdag,za6 sep. 1986",20:00 uur,(13.)KSK Beveren,2,0,RFC Seraing(16.)
1986-1987,2,3670076,"zondag,zo7 sep. 1986",15:00 uur,(15.)Cercle Brugge,4,0,RWD Molenbeek(7.)
1986-1987,3,3670077,"zaterdag,za13 sep. 1986",19:30 uur,(17.)RFC Seraing,2,0,KAA Gent(13.)
1986-1987,3,3670078,"zaterdag,za13 sep. 1986",20:00 uur,(16.)RWD Molenbeek,0,2,RSC Anderlecht(3.)
1986-1987,3,3670079,"zaterdag,za13 sep. 1986",20:00 uur,(14.)R Charleroi SC,2,0,Cercle Brugge(8.)
1986-1987,3,3670080,"zaterdag,za13 sep. 1986",20:00 uur,(1.)Club Brugge,3,1,RC Luik(6.)
1986-1987,3,3670081,"zaterdag,za13 sep. 1986",20:00 uur,(4.)VAC Beerschot,0,0,Antwerp FC(10.)
1986-1987,3,3670082,"zaterdag,za13 sep. 1986",20:00 uur,(2.)Standard Luik,2,0,Berchem Sport(15.)
1986-1987,3,3670083,"zondag,zo14 sep. 1986",15:00 uur,(11.)KSC Lokeren,1,1,KSV Waregem(18.)
1986-1987,3,3670084,"zondag,zo14 sep. 1986",15:00 uur,(9.)Racing Jet,0,3,KV Mechelen(12.)
1986-1987,3,3670085,"zondag,zo14 sep. 1986",15:00 uur,(7.)KV Kortrijk,0,0,KSK Beveren(5.)
1986-1987,4,3670086,"vrijdag,vr19 sep. 1986",20:00 uur,(9.)Antwerp FC,0,1,KSC Lokeren(10.)
1986-1987,4,3670087,"zaterdag,za20 sep. 1986",20:00 uur,(16.)Berchem Sport,1,1,RFC Seraing(13.)
1986-1987,4,3670088,"zaterdag,za20 sep. 1986",20:00 uur,(3.)RSC Anderlecht,5,0,R Charleroi SC(8.)
1986-1987,4,3670089,"zaterdag,za20 sep. 1986",20:00 uur,(6.)KSK Beveren,3,1,RWD Molenbeek(17.)
1986-1987,4,3670090,"zondag,zo21 sep. 1986",15:00 uur,(15.)KAA Gent,2,1,KV Kortrijk(7.)
1986-1987,4,3670091,"zondag,zo21 sep. 1986",15:00 uur,(4.)KV Mechelen,0,1,Standard Luik(2.)
1986-1987,4,3670092,"zondag,zo21 sep. 1986",15:00 uur,(18.)KSV Waregem,4,1,Racing Jet(14.)
1986-1987,4,3670093,"zondag,zo21 sep. 1986",15:00 uur,(11.)RC Luik,1,1,VAC Beerschot(5.)
1986-1987,4,3670094,"zondag,zo21 sep. 1986",15:00 uur,(12.)Cercle Brugge,1,2,Club Brugge(1.)
1986-1987,5,3670095,"zaterdag,za27 sep. 1986",20:00 uur,(7.)KV Mechelen,3,1,KSV Waregem(14.)
1986-1987,5,3670096,"zaterdag,za27 sep. 1986",20:00 uur,(18.)RWD Molenbeek,4,0,KAA Gent(10.)
1986-1987,5,3670097,"zaterdag,za27 sep. 1986",20:00 uur,(13.)R Charleroi SC,0,4,KSK Beveren(4.)
1986-1987,5,3670098,"zaterdag,za27 sep. 1986",20:00 uur,(1.)Club Brugge,2,1,RSC Anderlecht(2.)
1986-1987,5,3670099,"zaterdag,za27 sep. 1986",20:00 uur,(5.)VAC Beerschot,1,0,Cercle Brugge(15.)
1986-1987,5,3670100,"zaterdag,za27 sep. 1986",20:00 uur,(3.)Standard Luik,1,1,RFC Seraing(12.)
1986-1987,5,3670101,"zondag,zo28 sep. 1986",15:00 uur,(6.)KSC Lokeren,1,1,RC Luik(9.)
1986-1987,5,3670102,"zondag,zo28 sep. 1986",15:00 uur,(17.)Racing Jet,3,0,Antwerp FC(11.)
1986-1987,5,3670103,"zondag,zo28 sep. 1986",15:00 uur,(8.)KV Kortrijk,7,0,Berchem Sport(16.)
1986-1987,6,3670105,"zaterdag,za4 okt. 1986",19:30 uur,(10.)RFC Seraing,2,1,KV Kortrijk(6.)
1986-1987,6,3670104,"zaterdag,za4 okt. 1986",20:00 uur,(18.)Berchem Sport,0,2,RWD Molenbeek(13.)
1986-1987,6,3670106,"zaterdag,za4 okt. 1986",20:00 uur,(4.)RSC Anderlecht,5,0,VAC Beerschot(5.)
1986-1987,6,3670107,"zaterdag,za4 okt. 1986",20:00 uur,(3.)KSK Beveren,2,2,Club Brugge(1.)
1986-1987,6,3670108,"zondag,zo5 okt. 1986",15:00 uur,(12.)KAA Gent,0,0,R Charleroi SC(15.)
1986-1987,6,3670109,"zondag,zo5 okt. 1986",15:00 uur,(16.)KSV Waregem,1,0,Standard Luik(2.)
1986-1987,6,3670110,"zondag,zo5 okt. 1986",15:00 uur,(14.)Antwerp FC,1,2,KV Mechelen(7.)
1986-1987,6,3670111,"zondag,zo5 okt. 1986",15:00 uur,(9.)RC Luik,3,0,Racing Jet(11.)
1986-1987,6,3670112,"zondag,zo5 okt. 1986",15:00 uur,(17.)Cercle Brugge,0,2,KSC Lokeren(8.)
1986-1987,7,3670113,"zaterdag,za11 okt. 1986",20:00 uur,(6.)KSC Lokeren,1,4,RSC Anderlecht(2.)
1986-1987,7,3670114,"zaterdag,za11 okt. 1986",20:00 uur,(5.)KV Mechelen,2,0,RC Luik(7.)
1986-1987,7,3670115,"zaterdag,za11 okt. 1986",20:00 uur,(12.)KSV Waregem,1,0,Antwerp FC(16.)
1986-1987,7,3670116,"zaterdag,za11 okt. 1986",20:00 uur,(11.)RWD Molenbeek,1,1,RFC Seraing(10.)
1986-1987,7,3670117,"zaterdag,za11 okt. 1986",20:00 uur,(15.)R Charleroi SC,4,1,Berchem Sport(18.)
1986-1987,7,3670118,"zaterdag,za11 okt. 1986",20:00 uur,(1.)Club Brugge,1,0,KAA Gent(13.)
1986-1987,7,3670119,"zaterdag,za11 okt. 1986",20:00 uur,(8.)VAC Beerschot,1,1,KSK Beveren(3.)
1986-1987,7,3670120,"zaterdag,za11 okt. 1986",20:00 uur,(4.)Standard Luik,3,0,KV Kortrijk(9.)
1986-1987,7,3670121,"zondag,zo12 okt. 1986",15:00 uur,(14.)Racing Jet,2,1,Cercle Brugge(17.)
1986-1987,8,3670124,"zaterdag,za18 okt. 1986",19:30 uur,(9.)RFC Seraing,0,3,R Charleroi SC(13.)
1986-1987,8,3670122,"zaterdag,za18 okt. 1986",20:00 uur,(15.)KAA Gent,2,0,VAC Beerschot(7.)
1986-1987,8,3670123,"zaterdag,za18 okt. 1986",20:00 uur,(18.)Berchem Sport,1,4,Club Brugge(1.)
1986-1987,8,3670125,"zaterdag,za18 okt. 1986",20:00 uur,(2.)RSC Anderlecht,3,0,Racing Jet(14.)
1986-1987,8,3670126,"zaterdag,za18 okt. 1986",20:00 uur,(4.)KSK Beveren,1,1,KSC Lokeren(6.)
1986-1987,8,3670127,"zondag,zo19 okt. 1986",15:00 uur,(11.)KV Kortrijk,2,1,RWD Molenbeek(12.)
1986-1987,8,3670128,"zondag,zo19 okt. 1986",15:00 uur,(16.)Antwerp FC,2,3,Standard Luik(3.)
1986-1987,8,3670129,"zondag,zo19 okt. 1986",15:00 uur,(8.)RC Luik,4,1,KSV Waregem(10.)
1986-1987,8,3670130,"zondag,zo19 okt. 1986",15:00 uur,(17.)Cercle Brugge,1,1,KV Mechelen(5.)
1986-1987,9,3670131,"zaterdag,za25 okt. 1986",20:00 uur,(5.)KV Mechelen,0,1,RSC Anderlecht(2.)
1986-1987,9,3670132,"zaterdag,za25 okt. 1986",20:00 uur,(9.)R Charleroi SC,1,0,KV Kortrijk(8.)
1986-1987,9,3670133,"zaterdag,za25 okt. 1986",20:00 uur,(10.)VAC Beerschot,0,0,Berchem Sport(18.)
1986-1987,9,3670134,"zondag,zo26 okt. 1986",15:00 uur,(7.)KSC Lokeren,2,1,KAA Gent(12.)
1986-1987,9,3670135,"zondag,zo26 okt. 1986",15:00 uur,(15.)Racing Jet,1,1,KSK Beveren(4.)
1986-1987,9,3670136,"zondag,zo26 okt. 1986",15:00 uur,(13.)KSV Waregem,1,2,Cercle Brugge(16.)
1986-1987,9,3670137,"zondag,zo26 okt. 1986",15:00 uur,(17.)Antwerp FC,0,2,RC Luik(6.)
1986-1987,9,3670138,"zondag,zo26 okt. 1986",15:00 uur,(1.)Club Brugge,3,1,RFC Seraing(11.)
1986-1987,9,3670139,"zondag,zo26 okt. 1986",15:00 uur,(3.)Standard Luik,3,0,RWD Molenbeek(14.)
1986-1987,10,3670140,"zaterdag,za8 nov. 1986",19:30 uur,(11.)RFC Seraing,3,0,VAC Beerschot(9.)
1986-1987,10,3670141,"zaterdag,za8 nov. 1986",20:00 uur,(2.)RSC Anderlecht,1,0,KSV Waregem(14.)
1986-1987,10,3670142,"zondag,zo9 nov. 1986",15:00 uur,(13.)KAA Gent,0,1,Racing Jet(12.)
1986-1987,10,3670143,"zondag,zo9 nov. 1986",15:00 uur,(18.)Berchem Sport,0,1,KSC Lokeren(7.)
1986-1987,10,3670144,"zondag,zo9 nov. 1986",15:00 uur,(10.)KV Kortrijk,0,0,Club Brugge(1.)
1986-1987,10,3670145,"zondag,zo9 nov. 1986",15:00 uur,(15.)RWD Molenbeek,0,2,R Charleroi SC(8.)
1986-1987,10,3670146,"zondag,zo9 nov. 1986",15:00 uur,(6.)RC Luik,1,1,Standard Luik(3.)
1986-1987,10,3670147,"zondag,zo9 nov. 1986",15:00 uur,(16.)Cercle Brugge,4,0,Antwerp FC(17.)
1986-1987,10,3670148,"zondag,zo9 nov. 1986",15:00 uur,(4.)KSK Beveren,0,0,KV Mechelen(5.)
1986-1987,11,3670149,"zaterdag,za15 nov. 1986",20:00 uur,(5.)KSC Lokeren,2,1,RFC Seraing(10.)
1986-1987,11,3670150,"zaterdag,za15 nov. 1986",20:00 uur,(6.)KV Mechelen,4,1,KAA Gent(14.)
1986-1987,11,3670151,"zaterdag,za15 nov. 1986",20:00 uur,(15.)KSV Waregem,0,1,KSK Beveren(4.)
1986-1987,11,3670152,"zaterdag,za15 nov. 1986",20:00 uur,(17.)Antwerp FC,1,4,RSC Anderlecht(1.)
1986-1987,11,3670153,"zaterdag,za15 nov. 1986",20:00 uur,(2.)Club Brugge,5,1,RWD Molenbeek(16.)
1986-1987,11,3670154,"zaterdag,za15 nov. 1986",20:00 uur,(12.)VAC Beerschot,3,1,KV Kortrijk(9.)
1986-1987,11,3670155,"zaterdag,za15 nov. 1986",20:00 uur,(3.)Standard Luik,0,2,R Charleroi SC(8.)
1986-1987,11,3670156,"zondag,zo16 nov. 1986",15:00 uur,(11.)Racing Jet,2,0,Berchem Sport(18.)
1986-1987,11,3670157,"zondag,zo16 nov. 1986",15:00 uur,(7.)RC Luik,1,0,Cercle Brugge(13.)
1986-1987,12,3670158,"zaterdag,za22 nov. 1986",20:00 uur,(14.)KAA Gent,2,1,KSV Waregem(15.)
1986-1987,12,3670159,"zaterdag,za22 nov. 1986",20:00 uur,(8.)R Charleroi SC,1,0,Club Brugge(2.)
1986-1987,12,3670160,"zaterdag,za22 nov. 1986",20:00 uur,(1.)RSC Anderlecht,3,1,RC Luik(7.)
1986-1987,12,3670161,"zaterdag,za22 nov. 1986",20:00 uur,(4.)KSK Beveren,2,1,Antwerp FC(17.)
1986-1987,12,3670162,"zondag,zo23 nov. 1986",15:00 uur,(18.)Berchem Sport,0,2,KV Mechelen(6.)
1986-1987,12,3670163,"zondag,zo23 nov. 1986",15:00 uur,(12.)RFC Seraing,1,0,Racing Jet(9.)
1986-1987,12,3670164,"zondag,zo23 nov. 1986",15:00 uur,(11.)KV Kortrijk,1,3,KSC Lokeren(5.)
1986-1987,12,3670165,"zondag,zo23 nov. 1986",15:00 uur,(16.)RWD Molenbeek,1,1,VAC Beerschot(10.)
1986-1987,12,3670166,"zondag,zo23 nov. 1986",15:00 uur,(13.)Cercle Brugge,1,1,Standard Luik(3.)
1986-1987,13,3670167,"zaterdag,za29 nov. 1986",20:00 uur,(8.)RC Luik,1,0,KAA Gent(13.)
1986-1987,13,3670168,"zondag,zo30 nov. 1986",15:00 uur,(17.)Antwerp FC,1,2,Berchem Sport(18.)
1986-1987,13,3670169,"zondag,zo30 nov. 1986",15:00 uur,(16.)KSV Waregem,4,1,RFC Seraing(10.)
1986-1987,13,3670170,"zondag,zo30 nov. 1986",15:00 uur,(11.)Racing Jet,1,2,RWD Molenbeek(15.)
1986-1987,13,3670171,"zondag,zo30 nov. 1986",15:00 uur,(4.)KSC Lokeren,2,1,R Charleroi SC(7.)
1986-1987,13,3670172,"zondag,zo30 nov. 1986",15:00 uur,(5.)Standard Luik,1,1,RSC Anderlecht(1.)
1986-1987,13,3670173,"zondag,zo30 nov. 1986",15:00 uur,(14.)Cercle Brugge,1,1,KSK Beveren(3.)
1986-1987,13,3670174,"woensdag,wo3 dec. 1986",20:00 uur,(6.)KV Mechelen,3,0,KV Kortrijk(12.)
1986-1987,13,3670175,"woensdag,wo3 dec. 1986",20:00 uur,(9.)VAC Beerschot,3,0,Club Brugge(2.)
1986-1987,14,3670176,"zaterdag,za6 dec. 1986",20:00 uur,(16.)KAA Gent,1,1,Antwerp FC(18.)
1986-1987,14,3670177,"zaterdag,za6 dec. 1986",20:00 uur,(5.)KSK Beveren,1,0,RC Luik(7.)
1986-1987,14,3670178,"zaterdag,za6 dec. 1986",20:00 uur,(1.)RSC Anderlecht,2,0,Cercle Brugge(12.)
1986-1987,14,3670179,"zaterdag,za6 dec. 1986",20:00 uur,(8.)R Charleroi SC,2,1,VAC Beerschot(9.)
1986-1987,14,3670180,"zondag,zo7 dec. 1986",15:00 uur,(15.)RWD Molenbeek,1,2,KSC Lokeren(3.)
