Seizoen,Speeldag,Match-ID,Datum,Tijdstip,Naam thuisploeg,Resultaat thuisploeg,Resultaat uitploeg,Naam uitploeg
1974-1975,8,4011632,"zaterdag,za28 sep. 1974",20:00 uur,(9.)Antwerp FC,1,0,KSV Waregem(17.)
1974-1975,8,4011633,"zaterdag,za28 sep. 1974",20:00 uur,(18.)Beringen FC,1,0,RFC Luik(11.)
1974-1975,8,4011634,"zaterdag,za28 sep. 1974",20:00 uur,(6.)AS Oostende KM,2,2,KSC Lokeren(15.)
1974-1975,8,4011635,"zaterdag,za28 sep. 1974",20:00 uur,(2.)RWD Molenbeek,3,2,KV Mechelen(8.)
1974-1975,8,4011636,"zondag,zo29 sep. 1974",15:00 uur,(10.)Standard Luik,4,0,KFC Diest(19.)
1974-1975,8,4011637,"zondag,zo29 sep. 1974",15:00 uur,(16.)SK Beveren-Waes,2,2,Beerschot VAV(12.)
1974-1975,8,4011638,"zondag,zo29 sep. 1974",15:00 uur,(7.)Berchem Sport,0,0,R Charleroi SC(13.)
1974-1975,8,4011639,"zondag,zo29 sep. 1974",15:00 uur,(3.)Lierse SK,1,1,Cercle Brugge(5.)
1974-1975,8,4011640,"zondag,zo29 sep. 1974",15:00 uur,(4.)Club Brugge,7,1,KFC Winterslag(20.)
1974-1975,9,4011641,"zaterdag,za5 okt. 1974",20:00 uur,(11.)Beerschot VAV,4,1,Berchem Sport(8.)
1974-1975,9,4011642,"zaterdag,za5 okt. 1974",20:00 uur,(19.)KFC Diest,0,0,SK Beveren-Waes(14.)
1974-1975,9,4011643,"zondag,zo6 okt. 1974",15:00 uur,(15.)RFC Luik,2,0,Standard Luik(6.)
1974-1975,9,4011645,"zondag,zo6 okt. 1974",15:00 uur,(9.)Antwerp FC,2,0,Lierse SK(4.)
1974-1975,9,4011646,"zondag,zo6 okt. 1974",15:00 uur,(13.)KSC Lokeren,4,0,Beringen FC(16.)
1974-1975,9,4011647,"zondag,zo6 okt. 1974",15:00 uur,(5.)Cercle Brugge,4,2,Mont.-sur-Sambre(17.)
1974-1975,9,4011648,"zondag,zo6 okt. 1974",15:00 uur,(10.)KV Mechelen,1,0,Club Brugge(3.)
1974-1975,9,4011650,"zondag,zo6 okt. 1974",15:00 uur,(18.)KSV Waregem,1,0,KFC Winterslag(20.)
1974-1975,9,4011644,"zondag,zo6 okt. 1974",19:30 uur,(1.)RSC Anderlecht,6,2,AS Oostende KM(7.)
1974-1975,9,4011649,"zondag,zo6 okt. 1974",20:00 uur,(12.)R Charleroi SC,1,5,RWD Molenbeek(2.)
1974-1975,10,4011653,"zaterdag,za19 okt. 1974",19:30 uur,(18.)Mont.-sur-Sambre,1,1,Antwerp FC(5.)
1974-1975,10,4011654,"zaterdag,za19 okt. 1974",20:00 uur,(2.)RWD Molenbeek,0,0,Beerschot VAV(7.)
1974-1975,10,4011655,"zaterdag,za19 okt. 1974",20:00 uur,(13.)AS Oostende KM,4,2,Cercle Brugge(3.)
1974-1975,10,4011656,"zaterdag,za19 okt. 1974",20:00 uur,(20.)KFC Winterslag,0,0,KV Mechelen(8.)
1974-1975,10,4011661,"zondag,zo20 okt. 1974",15:00 uur,(4.)Club Brugge,2,2,R Charleroi SC(15.)
1974-1975,10,4011662,"zondag,zo20 okt. 1974",15:00 uur,(6.)Lierse SK,3,1,KSV Waregem(16.)
1974-1975,10,4011657,"zondag,zo20 okt. 1974",15:00 uur,(10.)Standard Luik,3,1,KSC Lokeren(9.)
1974-1975,10,4011658,"zondag,zo20 okt. 1974",15:00 uur,(17.)Beringen FC,1,1,RSC Anderlecht(1.)
1974-1975,10,4011659,"zondag,zo20 okt. 1974",15:00 uur,(12.)Berchem Sport,1,1,KFC Diest(19.)
1974-1975,10,4011660,"zondag,zo20 okt. 1974",15:00 uur,(14.)SK Beveren-Waes,2,0,RFC Luik(11.)
1974-1975,11,4011664,"zaterdag,za26 okt. 1974",19:30 uur,(15.)R Charleroi SC,1,1,KV Mechelen(9.)
1974-1975,11,4011663,"zaterdag,za26 okt. 1974",20:00 uur,(8.)Beerschot VAV,4,2,KFC Winterslag(20.)
1974-1975,11,4011665,"zondag,zo27 okt. 1974",15:00 uur,(6.)Cercle Brugge,0,0,Standard Luik(7.)
1974-1975,11,4011667,"zondag,zo27 okt. 1974",15:00 uur,(5.)Antwerp FC,2,0,Beringen FC(16.)
1974-1975,11,4011668,"zondag,zo27 okt. 1974",15:00 uur,(13.)KSC Lokeren,1,0,Berchem Sport(12.)
1974-1975,11,4011669,"zondag,zo27 okt. 1974",15:00 uur,(19.)KFC Diest,0,2,Club Brugge(3.)
1974-1975,11,4011670,"zondag,zo27 okt. 1974",15:00 uur,(14.)RFC Luik,0,1,RWD Molenbeek(2.)
1974-1975,11,4011671,"zondag,zo27 okt. 1974",15:00 uur,(4.)Lierse SK,2,2,AS Oostende KM(10.)
1974-1975,11,4011672,"zondag,zo27 okt. 1974",15:00 uur,(18.)KSV Waregem,2,2,Mont.-sur-Sambre(17.)
1974-1975,11,4011666,"zondag,zo27 okt. 1974",19:30 uur,(1.)RSC Anderlecht,2,0,SK Beveren-Waes(11.)
1974-1975,12,4011673,"zondag,zo3 nov. 1974",15:00 uur,(8.)Standard Luik,0,1,RSC Anderlecht(1.)
1974-1975,12,4011674,"zondag,zo3 nov. 1974",15:00 uur,(10.)AS Oostende KM,2,2,Antwerp FC(4.)
1974-1975,12,4011675,"zondag,zo3 nov. 1974",15:00 uur,(3.)Club Brugge,1,2,Beerschot VAV(6.)
1974-1975,12,4011676,"zondag,zo3 nov. 1974",15:00 uur,(13.)Berchem Sport,0,0,RFC Luik(15.)
1974-1975,12,4011677,"zondag,zo3 nov. 1974",15:00 uur,(18.)Beringen FC,0,0,Cercle Brugge(7.)
1974-1975,12,4011678,"zondag,zo3 nov. 1974",15:00 uur,(12.)SK Beveren-Waes,3,1,KSC Lokeren(11.)
1974-1975,12,4011679,"zondag,zo3 nov. 1974",15:00 uur,(20.)KFC Winterslag,1,1,R Charleroi SC(14.)
1974-1975,12,4011680,"zondag,zo3 nov. 1974",15:00 uur,(2.)RWD Molenbeek,7,1,KFC Diest(19.)
1974-1975,12,4011681,"zondag,zo3 nov. 1974",15:00 uur,(16.)Mont.-sur-Sambre,2,1,Lierse SK(5.)
1974-1975,12,4011682,"zondag,zo3 nov. 1974",15:00 uur,(9.)KV Mechelen,0,0,KSV Waregem(17.)
1974-1975,13,4011685,"zaterdag,za9 nov. 1974",19:30 uur,(15.)Mont.-sur-Sambre,1,0,Beringen FC(18.)
1974-1975,13,4011683,"zaterdag,za9 nov. 1974",20:00 uur,(4.)Antwerp FC,2,0,SK Beveren-Waes(11.)
1974-1975,13,4011684,"zaterdag,za9 nov. 1974",20:00 uur,(3.)Beerschot VAV,2,0,R Charleroi SC(14.)
1974-1975,13,4011686,"zondag,zo10 nov. 1974",15:00 uur,(7.)Lierse SK,2,1,Standard Luik(10.)
1974-1975,13,4011688,"zondag,zo10 nov. 1974",15:00 uur,(6.)Cercle Brugge,2,1,Berchem Sport(13.)
1974-1975,13,4011689,"zondag,zo10 nov. 1974",15:00 uur,(12.)KSC Lokeren,0,0,Club Brugge(5.)
1974-1975,13,4011690,"zondag,zo10 nov. 1974",15:00 uur,(19.)KFC Diest,1,0,KV Mechelen(8.)
1974-1975,13,4011691,"zondag,zo10 nov. 1974",15:00 uur,(16.)RFC Luik,3,3,KFC Winterslag(20.)
1974-1975,13,4011692,"zondag,zo10 nov. 1974",15:00 uur,(17.)KSV Waregem,4,1,AS Oostende KM(9.)
1974-1975,13,4011687,"zondag,zo10 nov. 1974",20:00 uur,(1.)RSC Anderlecht,1,1,RWD Molenbeek(2.)
1974-1975,14,4011693,"zaterdag,za16 nov. 1974",19:30 uur,(17.)R Charleroi SC,1,0,KSV Waregem(14.)
1974-1975,14,4011694,"zaterdag,za16 nov. 1974",20:00 uur,(20.)KFC Winterslag,3,0,KFC Diest(19.)
1974-1975,14,4011695,"zaterdag,za16 nov. 1974",20:00 uur,(2.)RWD Molenbeek,3,1,KSC Lokeren(10.)
1974-1975,14,4011696,"zondag,zo17 nov. 1974",15:00 uur,(12.)Standard Luik,2,0,Antwerp FC(4.)
1974-1975,14,4011697,"zondag,zo17 nov. 1974",15:00 uur,(16.)Berchem Sport,1,0,RSC Anderlecht(1.)
1974-1975,14,4011698,"zondag,zo17 nov. 1974",15:00 uur,(8.)KV Mechelen,1,0,Beerschot VAV(3.)
1974-1975,14,4011699,"zondag,zo17 nov. 1974",15:00 uur,(18.)Beringen FC,3,0,Lierse SK(7.)
1974-1975,14,4011700,"zondag,zo17 nov. 1974",15:00 uur,(13.)SK Beveren-Waes,1,2,Cercle Brugge(5.)
1974-1975,14,4011701,"zondag,zo17 nov. 1974",15:00 uur,(6.)Club Brugge,3,1,RFC Luik(15.)
1974-1975,14,4011702,"zondag,zo17 nov. 1974",15:00 uur,(9.)AS Oostende KM,3,3,Mont.-sur-Sambre(11.)
1974-1975,15,4011704,"zaterdag,za23 nov. 1974",19:30 uur,(11.)Mont.-sur-Sambre,0,0,SK Beveren-Waes(15.)
1974-1975,15,4011703,"zaterdag,za23 nov. 1974",20:00 uur,(2.)RSC Anderlecht,0,0,KFC Winterslag(20.)
1974-1975,15,4011705,"zondag,zo24 nov. 1974",15:00 uur,(10.)AS Oostende KM,1,2,Standard Luik(9.)
1974-1975,15,4011706,"zondag,zo24 nov. 1974",15:00 uur,(6.)Antwerp FC,3,3,RWD Molenbeek(1.)
1974-1975,15,4011707,"zondag,zo24 nov. 1974",15:00 uur,(19.)KFC Diest,2,2,Beerschot VAV(5.)
1974-1975,15,4011708,"zondag,zo24 nov. 1974",15:00 uur,(7.)Lierse SK,2,0,Berchem Sport(12.)
1974-1975,15,4011709,"zondag,zo24 nov. 1974",15:00 uur,(3.)Cercle Brugge,0,2,Club Brugge(4.)
1974-1975,15,4011710,"zondag,zo24 nov. 1974",15:00 uur,(17.)RFC Luik,0,1,R Charleroi SC(14.)
1974-1975,15,4011711,"zondag,zo24 nov. 1974",15:00 uur,(13.)KSC Lokeren,0,0,KV Mechelen(8.)
1974-1975,15,4011722,"zondag,zo8 dec. 1974",15:00 uur,(16.)KSV Waregem,2,1,Beringen FC(18.)
1974-1975,16,4011714,"zaterdag,za30 nov. 1974",19:30 uur,(10.)R Charleroi SC,3,0,KFC Diest(19.)
1974-1975,16,4011712,"zaterdag,za30 nov. 1974",20:00 uur,(4.)Beerschot VAV,1,0,KSV Waregem(14.)
1974-1975,16,4011713,"zaterdag,za30 nov. 1974",20:00 uur,(1.)RWD Molenbeek,3,0,Cercle Brugge(6.)
1974-1975,16,4011715,"zaterdag,za30 nov. 1974",20:00 uur,(20.)KFC Winterslag,1,1,KSC Lokeren(13.)
1974-1975,16,4011719,"zondag,zo1 dec. 1974",14:30 uur,(18.)Beringen FC,2,2,AS Oostende KM(12.)
1974-1975,16,4011716,"zondag,zo1 dec. 1974",15:00 uur,(8.)Standard Luik,2,0,Mont.-sur-Sambre(11.)
1974-1975,16,4011717,"zondag,zo1 dec. 1974",15:00 uur,(3.)Club Brugge,3,1,RSC Anderlecht(2.)
1974-1975,16,4011718,"zondag,zo1 dec. 1974",15:00 uur,(16.)Berchem Sport,0,0,Antwerp FC(5.)
1974-1975,16,4011720,"zondag,zo1 dec. 1974",15:00 uur,(15.)SK Beveren-Waes,2,0,Lierse SK(7.)
1974-1975,16,4011721,"zondag,zo1 dec. 1974",15:00 uur,(9.)KV Mechelen,0,0,RFC Luik(17.)
1974-1975,17,4011723,"zaterdag,za14 dec. 1974",20:00 uur,(2.)RSC Anderlecht,2,0,KV Mechelen(9.)
1974-1975,17,4011724,"zaterdag,za14 dec. 1974",20:00 uur,(8.)Lierse SK,1,4,RWD Molenbeek(1.)
1974-1975,17,4011725,"zondag,zo15 dec. 1974",15:00 uur,(18.)Beringen FC,0,3,Standard Luik(6.)
1974-1975,17,4011726,"zondag,zo15 dec. 1974",15:00 uur,(5.)Antwerp FC,3,2,Club Brugge(3.)
1974-1975,17,4011727,"zondag,zo15 dec. 1974",15:00 uur,(17.)RFC Luik,0,4,Beerschot VAV(4.)
1974-1975,17,4011728,"zondag,zo15 dec. 1974",15:00 uur,(14.)Mont.-sur-Sambre,2,1,Berchem Sport(15.)
1974-1975,17,4011729,"zondag,zo15 dec. 1974",15:00 uur,(12.)AS Oostende KM,3,0,SK Beveren-Waes(11.)
1974-1975,17,4011730,"zondag,zo15 dec. 1974",15:00 uur,(7.)Cercle Brugge,0,0,KFC Winterslag(19.)
1974-1975,17,4011731,"zondag,zo15 dec. 1974",15:00 uur,(13.)KSC Lokeren,2,0,R Charleroi SC(10.)
1974-1975,17,4011732,"zondag,zo15 dec. 1974",15:00 uur,(16.)KSV Waregem,1,0,KFC Diest(20.)
1974-1975,18,4011733,"zaterdag,za21 dec. 1974",19:30 uur,(12.)R Charleroi SC,2,2,RSC Anderlecht(2.)
1974-1975,18,4011734,"zaterdag,za21 dec. 1974",20:00 uur,(19.)KFC Winterslag,1,4,Antwerp FC(5.)
1974-1975,18,4011735,"zaterdag,za21 dec. 1974",20:00 uur,(3.)Beerschot VAV,2,0,KSC Lokeren(11.)
1974-1975,18,4011736,"zondag,zo22 dec. 1974",15:00 uur,(6.)Standard Luik,2,0,KSV Waregem(14.)
1974-1975,18,4011737,"zondag,zo22 dec. 1974",15:00 uur,(16.)Berchem Sport,1,1,AS Oostende KM(8.)
1974-1975,18,4011738,"zondag,zo22 dec. 1974",15:00 uur,(15.)SK Beveren-Waes,0,0,Beringen FC(18.)
1974-1975,18,4011739,"zondag,zo22 dec. 1974",15:00 uur,(10.)KV Mechelen,0,0,Cercle Brugge(7.)
1974-1975,18,4011740,"zondag,zo22 dec. 1974",15:00 uur,(4.)Club Brugge,4,0,Lierse SK(9.)
1974-1975,18,4011741,"zondag,zo22 dec. 1974",15:00 uur,(20.)KFC Diest,1,0,RFC Luik(17.)
1974-1975,18,4011742,"zondag,zo22 dec. 1974",15:00 uur,(1.)RWD Molenbeek,4,1,Mont.-sur-Sambre(13.)
1974-1975,19,4011744,"zaterdag,za4 jan. 1975",19:30 uur,(13.)Mont.-sur-Sambre,0,0,Club Brugge(4.)
1974-1975,19,4011743,"zaterdag,za4 jan. 1975",20:00 uur,(2.)RSC Anderlecht,1,0,Beerschot VAV(3.)
1974-1975,19,4011745,"zondag,zo5 jan. 1975",15:00 uur,(6.)Standard Luik,1,0,SK Beveren-Waes(14.)
1974-1975,19,4011746,"zondag,zo5 jan. 1975",15:00 uur,(5.)Antwerp FC,4,0,KV Mechelen(9.)
1974-1975,19,4011747,"zondag,zo5 jan. 1975",15:00 uur,(17.)Beringen FC,1,1,Berchem Sport(16.)
1974-1975,19,4011748,"zondag,zo5 jan. 1975",15:00 uur,(7.)Cercle Brugge,5,1,R Charleroi SC(10.)
1974-1975,19,4011749,"zondag,zo5 jan. 1975",15:00 uur,(12.)KSC Lokeren,2,1,KFC Diest(19.)
1974-1975,19,4011750,"zondag,zo5 jan. 1975",15:00 uur,(15.)KSV Waregem,0,3,RFC Luik(18.)
1974-1975,19,4011751,"zondag,zo5 jan. 1975",15:00 uur,(11.)Lierse SK,2,0,KFC Winterslag(20.)
1974-1975,19,4011752,"zondag,zo5 jan. 1975",15:00 uur,(8.)AS Oostende KM,1,2,RWD Molenbeek(1.)
1974-1975,20,4011753,"zaterdag,za11 jan. 1975",19:30 uur,(12.)R Charleroi SC,0,4,Standard Luik(5.)
1974-1975,20,4011754,"zaterdag,za11 jan. 1975",20:00 uur,(2.)RSC Anderlecht,1,1,Antwerp FC(3.)
1974-1975,20,4011755,"zondag,zo12 jan. 1975",14:30 uur,(6.)Beerschot VAV,3,4,Beringen FC(18.)
1974-1975,20,4011756,"zondag,zo12 jan. 1975",14:30 uur,(20.)KFC Winterslag,1,1,Berchem Sport(15.)
1974-1975,20,4011757,"zondag,zo12 jan. 1975",15:00 uur,(11.)KV Mechelen,2,0,SK Beveren-Waes(14.)
1974-1975,20,4011758,"zondag,zo12 jan. 1975",15:00 uur,(16.)KSV Waregem,2,0,Cercle Brugge(7.)
1974-1975,20,4011759,"zondag,zo12 jan. 1975",15:00 uur,(4.)Club Brugge,2,2,RWD Molenbeek(1.)
1974-1975,20,4011760,"zondag,zo12 jan. 1975",15:00 uur,(19.)KFC Diest,2,0,AS Oostende KM(10.)
1974-1975,20,4011761,"zondag,zo12 jan. 1975",15:00 uur,(17.)RFC Luik,3,0,Mont.-sur-Sambre(13.)
1974-1975,20,4011762,"zondag,zo12 jan. 1975",15:00 uur,(9.)KSC Lokeren,4,0,Lierse SK(8.)
1974-1975,21,4011763,"zaterdag,za18 jan. 1975",19:30 uur,(13.)Mont.-sur-Sambre,1,2,KFC Diest(19.)
1974-1975,21,4011771,"zondag,zo19 jan. 1975",15:00 uur,(10.)Lierse SK,4,1,RFC Luik(16.)
1974-1975,21,4011772,"zondag,zo19 jan. 1975",15:00 uur,(1.)RWD Molenbeek,3,1,KSV Waregem(14.)
1974-1975,21,4011764,"zondag,zo19 jan. 1975",15:00 uur,(3.)Standard Luik,1,0,KV Mechelen(9.)
1974-1975,21,4011765,"zondag,zo19 jan. 1975",15:00 uur,(7.)Cercle Brugge,0,2,RSC Anderlecht(2.)
1974-1975,21,4011766,"zondag,zo19 jan. 1975",15:00 uur,(4.)Antwerp FC,0,0,KSC Lokeren(8.)
1974-1975,21,4011767,"zondag,zo19 jan. 1975",15:00 uur,(11.)AS Oostende KM,0,1,Beerschot VAV(6.)
1974-1975,21,4011768,"zondag,zo19 jan. 1975",15:00 uur,(15.)Berchem Sport,1,0,Club Brugge(5.)
1974-1975,21,4011769,"zondag,zo19 jan. 1975",15:00 uur,(18.)Beringen FC,2,0,R Charleroi SC(12.)
1974-1975,21,4011770,"zondag,zo19 jan. 1975",15:00 uur,(17.)SK Beveren-Waes,2,1,KFC Winterslag(20.)
1974-1975,22,4011773,"zaterdag,za25 jan. 1975",19:30 uur,(16.)Mont.-sur-Sambre,0,0,KSC Lokeren(7.)
1974-1975,22,4011774,"zondag,zo26 jan. 1975",15:00 uur,(3.)Standard Luik,1,1,Beerschot VAV(5.)
1974-1975,22,4011775,"zondag,zo26 jan. 1975",15:00 uur,(9.)Lierse SK,1,1,RSC Anderlecht(2.)
1974-1975,22,4011776,"zondag,zo26 jan. 1975",15:00 uur,(4.)Antwerp FC,2,0,Cercle Brugge(8.)
1974-1975,22,4011777,"zondag,zo26 jan. 1975",15:00 uur,(11.)Berchem Sport,1,0,KV Mechelen(10.)
1974-1975,22,4011778,"zondag,zo26 jan. 1975",15:00 uur,(14.)Beringen FC,3,1,KFC Diest(19.)
1974-1975,22,4011779,"zondag,zo26 jan. 1975",15:00 uur,(13.)SK Beveren-Waes,1,0,R Charleroi SC(15.)
1974-1975,22,4011780,"zondag,zo26 jan. 1975",15:00 uur,(6.)Club Brugge,5,0,KSV Waregem(17.)
1974-1975,22,4011781,"zondag,zo26 jan. 1975",15:00 uur,(12.)AS Oostende KM,3,1,RFC Luik(18.)
1974-1975,22,4011782,"zondag,zo26 jan. 1975",15:00 uur,(1.)RWD Molenbeek,5,1,KFC Winterslag(20.)
1974-1975,23,4011783,"zaterdag,za1 feb. 1975",20:00 uur,(2.)RSC Anderlecht,4,0,Mont.-sur-Sambre(15.)
1974-1975,23,4011784,"zondag,zo2 feb. 1975",15:00 uur,(19.)KFC Diest,0,0,Standard Luik(3.)
1974-1975,23,4011785,"zondag,zo2 feb. 1975",15:00 uur,(17.)KSV Waregem,1,0,Antwerp FC(4.)
1974-1975,23,4011786,"zondag,zo2 feb. 1975",15:00 uur,(6.)Beerschot VAV,0,0,SK Beveren-Waes(12.)
1974-1975,23,4011787,"zondag,zo2 feb. 1975",15:00 uur,(16.)R Charleroi SC,2,2,Berchem Sport(10.)
1974-1975,23,4011788,"zondag,zo2 feb. 1975",15:00 uur,(18.)RFC Luik,2,1,Beringen FC(14.)
1974-1975,23,4011789,"zondag,zo2 feb. 1975",15:00 uur,(9.)Cercle Brugge,0,1,Lierse SK(8.)
1974-1975,23,4011790,"zondag,zo2 feb. 1975",15:00 uur,(20.)KFC Winterslag,0,2,Club Brugge(5.)
1974-1975,23,4011791,"zondag,zo2 feb. 1975",15:00 uur,(7.)KSC Lokeren,2,1,AS Oostende KM(11.)
1974-1975,23,4011792,"zondag,zo2 feb. 1975",15:00 uur,(13.)KV Mechelen,0,4,RWD Molenbeek(1.)
1974-1975,24,4011794,"zaterdag,za8 feb. 1975",19:30 uur,(17.)Mont.-sur-Sambre,0,0,Cercle Brugge(10.)
1974-1975,24,4011793,"zaterdag,za8 feb. 1975",20:00 uur,(9.)Berchem Sport,1,2,Beerschot VAV(6.)
1974-1975,24,4011795,"zondag,zo9 feb. 1975",15:00 uur,(3.)Standard Luik,3,1,RFC Luik(18.)
1974-1975,24,4011796,"zondag,zo9 feb. 1975",15:00 uur,(12.)AS Oostende KM,0,2,RSC Anderlecht(2.)
1974-1975,24,4011797,"zondag,zo9 feb. 1975",15:00 uur,(8.)Lierse SK,2,0,Antwerp FC(5.)
1974-1975,24,4011798,"zondag,zo9 feb. 1975",15:00 uur,(13.)Beringen FC,2,2,KSC Lokeren(7.)
1974-1975,24,4011799,"zondag,zo9 feb. 1975",15:00 uur,(11.)SK Beveren-Waes,2,1,KFC Diest(19.)
1974-1975,24,4011800,"zondag,zo9 feb. 1975",15:00 uur,(4.)Club Brugge,2,0,KV Mechelen(14.)
1974-1975,24,4011801,"zondag,zo9 feb. 1975",15:00 uur,(1.)RWD Molenbeek,1,1,R Charleroi SC(16.)
1974-1975,24,4011802,"zondag,zo9 feb. 1975",15:00 uur,(20.)KFC Winterslag,0,5,KSV Waregem(15.)
1974-1975,25,4011805,"zaterdag,za15 feb. 1975",19:30 uur,(16.)R Charleroi SC,0,2,Club Brugge(4.)
1974-1975,25,4011803,"zaterdag,za15 feb. 1975",20:00 uur,(2.)RSC Anderlecht,4,0,Beringen FC(13.)
1974-1975,25,4011804,"zaterdag,za15 feb. 1975",20:00 uur,(6.)Antwerp FC,7,1,Mont.-sur-Sambre(17.)
1974-1975,25,4011806,"zondag,zo16 feb. 1975",15:00 uur,(7.)KSC Lokeren,1,0,Standard Luik(3.)
1974-1975,25,4011807,"zondag,zo16 feb. 1975",15:00 uur,(5.)Beerschot VAV,1,3,RWD Molenbeek(1.)
1974-1975,25,4011808,"zondag,zo16 feb. 1975",15:00 uur,(19.)KFC Diest,0,2,Berchem Sport(11.)
1974-1975,25,4011809,"zondag,zo16 feb. 1975",15:00 uur,(18.)RFC Luik,1,0,SK Beveren-Waes(9.)
1974-1975,25,4011810,"zondag,zo16 feb. 1975",15:00 uur,(10.)Cercle Brugge,2,1,AS Oostende KM(14.)
1974-1975,25,4011811,"zondag,zo16 feb. 1975",15:00 uur,(12.)KSV Waregem,0,2,Lierse SK(8.)
1974-1975,25,4011812,"zondag,zo16 feb. 1975",15:00 uur,(15.)KV Mechelen,0,0,KFC Winterslag(20.)
1974-1975,26,4011814,"zaterdag,za1 mrt. 1975",19:30 uur,(18.)Mont.-sur-Sambre,0,0,KSV Waregem(12.)
1974-1975,26,4011813,"zaterdag,za1 mrt. 1975",20:00 uur,(20.)KFC Winterslag,1,1,Beerschot VAV(6.)
1974-1975,26,4011815,"zondag,zo2 mrt. 1975",15:00 uur,(4.)Standard Luik,1,0,Cercle Brugge(9.)
1974-1975,26,4011816,"zondag,zo2 mrt. 1975",15:00 uur,(11.)SK Beveren-Waes,0,0,RSC Anderlecht(2.)
1974-1975,26,4011817,"zondag,zo2 mrt. 1975",15:00 uur,(14.)Beringen FC,2,1,Antwerp FC(5.)
1974-1975,26,4011818,"zondag,zo2 mrt. 1975",15:00 uur,(10.)Berchem Sport,0,2,KSC Lokeren(8.)
1974-1975,26,4011819,"zondag,zo2 mrt. 1975",15:00 uur,(3.)Club Brugge,5,0,KFC Diest(19.)
1974-1975,26,4011820,"zondag,zo2 mrt. 1975",15:00 uur,(13.)KV Mechelen,1,2,R Charleroi SC(17.)
1974-1975,26,4011821,"zondag,zo2 mrt. 1975",15:00 uur,(1.)RWD Molenbeek,3,1,RFC Luik(16.)
1974-1975,26,4011822,"zondag,zo2 mrt. 1975",15:00 uur,(15.)AS Oostende KM,2,4,Lierse SK(7.)
1974-1975,27,4011823,"zaterdag,za8 mrt. 1975",19:30 uur,(14.)R Charleroi SC,2,1,KFC Winterslag(20.)
1974-1975,27,4011825,"zondag,zo9 mrt. 1975",15:00 uur,(5.)Antwerp FC,7,0,AS Oostende KM(17.)
1974-1975,27,4011826,"zondag,zo9 mrt. 1975",15:00 uur,(6.)Beerschot VAV,1,0,Club Brugge(3.)
1974-1975,27,4011827,"zondag,zo9 mrt. 1975",15:00 uur,(18.)RFC Luik,3,1,Berchem Sport(10.)
1974-1975,27,4011828,"zondag,zo9 mrt. 1975",15:00 uur,(9.)Cercle Brugge,0,0,Beringen FC(12.)
1974-1975,27,4011829,"zondag,zo9 mrt. 1975",15:00 uur,(8.)KSC Lokeren,0,1,SK Beveren-Waes(11.)
1974-1975,27,4011830,"zondag,zo9 mrt. 1975",15:00 uur,(19.)KFC Diest,2,0,RWD Molenbeek(1.)
1974-1975,27,4011831,"zondag,zo9 mrt. 1975",15:00 uur,(7.)Lierse SK,1,0,Mont.-sur-Sambre(16.)
1974-1975,27,4011832,"zondag,zo9 mrt. 1975",15:00 uur,(13.)KSV Waregem,1,0,KV Mechelen(15.)
1974-1975,27,4011824,"zondag,zo9 mrt. 1975",19:30 uur,(2.)RSC Anderlecht,3,0,Standard Luik(4.)
1974-1975,28,4011834,"zaterdag,za15 mrt. 1975",19:30 uur,(14.)R Charleroi SC,1,0,Beerschot VAV(6.)
1974-1975,28,4011833,"zaterdag,za15 mrt. 1975",20:00 uur,(1.)RWD Molenbeek,1,0,RSC Anderlecht(2.)
1974-1975,28,4011835,"zondag,zo16 mrt. 1975",15:00 uur,(4.)Standard Luik,3,0,Lierse SK(7.)
1974-1975,28,4011836,"zondag,zo16 mrt. 1975",15:00 uur,(9.)SK Beveren-Waes,0,2,Antwerp FC(5.)
1974-1975,28,4011837,"zondag,zo16 mrt. 1975",15:00 uur,(11.)Berchem Sport,2,2,Cercle Brugge(10.)
1974-1975,28,4011838,"zondag,zo16 mrt. 1975",15:00 uur,(13.)Beringen FC,6,1,Mont.-sur-Sambre(17.)
1974-1975,28,4011839,"zondag,zo16 mrt. 1975",15:00 uur,(3.)Club Brugge,2,2,KSC Lokeren(8.)
1974-1975,28,4011840,"zondag,zo16 mrt. 1975",15:00 uur,(16.)KV Mechelen,0,1,KFC Diest(19.)
1974-1975,28,4011841,"zondag,zo16 mrt. 1975",15:00 uur,(20.)KFC Winterslag,0,3,RFC Luik(15.)
1974-1975,28,4011842,"zondag,zo16 mrt. 1975",15:00 uur,(18.)AS Oostende KM,1,1,KSV Waregem(12.)
1974-1975,29,,"zaterdag,za22 mrt. 1975",19:30 uur,(18.)Mont.-sur-Sambre,3,1,AS Oostende KM(17.)
1974-1975,29,,"zaterdag,za22 mrt. 1975",20:00 uur,(2.)RSC Anderlecht,5,0,Berchem Sport(13.)
1974-1975,29,,"zaterdag,za22 mrt. 1975",20:00 uur,(14.)KSV Waregem,1,1,R Charleroi SC(12.)
1974-1975,29,4011846,"zondag,zo23 mrt. 1975",15:00 uur,(5.)Antwerp FC,2,0,Standard Luik(4.)
1974-1975,29,,"zondag,zo23 mrt. 1975",15:00 uur,(6.)Beerschot VAV,2,0,KV Mechelen(16.)
1974-1975,29,,"zondag,zo23 mrt. 1975",15:00 uur,(7.)Lierse SK,2,0,Beringen FC(11.)
