Match_ID,Seizoen,Speeldag,Datum,Tijdstip,Thuisploeg,Resultaat_Thuisploeg,Resultaat_Uitploeg,Uitploeg
3567928,1993-1994,16,"zaterdag,za4 dec. 1993",20:00 uur,Lommel SK,5,1,Cercle Brugge
3567929,1993-1994,16,"zaterdag,za4 dec. 1993",20:00 uur,RSC Anderlecht,2,1,KAA Gent
3567924,1993-1994,16,"zaterdag,za4 dec. 1993",20:00 uur,KSK Beveren,0,0,RWD Molenbeek
3567925,1993-1994,16,"zaterdag,za4 dec. 1993",20:00 uur,R Charleroi SC,6,4,RC Luik
3567926,1993-1994,16,"zaterdag,za4 dec. 1993",20:00 uur,Standard Luik,2,0,KSV Waregem
3567930,1993-1994,16,"zondag,zo5 dec. 1993",15:00 uur,Club Brugge,2,1,KRC Genk
3567931,1993-1994,16,"zondag,zo5 dec. 1993",15:00 uur,Germinal Ekeren,1,2,RFC Seraing
3567932,1993-1994,17,"vrijdag,vr10 dec. 1993",20:00 uur,RC Luik,0,2,Standard Luik
3567933,1993-1994,17,"zaterdag,za11 dec. 1993",20:00 uur,KAA Gent,1,2,KV Oostende
3567934,1993-1994,17,"zaterdag,za11 dec. 1993",20:00 uur,Antwerp FC,4,0,Lommel SK
3567935,1993-1994,17,"zaterdag,za11 dec. 1993",20:00 uur,KRC Genk,1,3,Germinal Ekeren
3567936,1993-1994,17,"zaterdag,za11 dec. 1993",20:00 uur,RWD Molenbeek,0,0,Club Brugge
3567937,1993-1994,17,"zaterdag,za11 dec. 1993",20:00 uur,KV Mechelen,1,0,KSK Beveren
3567938,1993-1994,17,"zondag,zo12 dec. 1993",15:00 uur,Cercle Brugge,1,1,RSC Anderlecht
3567939,1993-1994,17,"zondag,zo12 dec. 1993",15:00 uur,KSV Waregem,0,1,Lierse SK
3567940,1993-1994,17,"zondag,zo12 dec. 1993",15:00 uur,RFC Seraing,2,2,R Charleroi SC
3567941,1993-1994,18,"vrijdag,vr17 dec. 1993",20:00 uur,KV Mechelen,1,1,Club Brugge
3567942,1993-1994,18,"zaterdag,za18 dec. 1993",20:00 uur,RWD Molenbeek,1,3,Germinal Ekeren
3567943,1993-1994,18,"zaterdag,za18 dec. 1993",20:00 uur,KRC Genk,0,4,R Charleroi SC
3567944,1993-1994,18,"zaterdag,za18 dec. 1993",20:00 uur,Antwerp FC,0,0,RSC Anderlecht
3567945,1993-1994,18,"zaterdag,za18 dec. 1993",20:00 uur,KSK Beveren,3,3,KV Oostende
3567946,1993-1994,18,"zaterdag,za18 dec. 1993",20:00 uur,RFC Seraing,2,2,Standard Luik
3567947,1993-1994,18,"zondag,zo19 dec. 1993",15:00 uur,RC Luik,3,0,Lierse SK
3567948,1993-1994,18,"zondag,zo19 dec. 1993",15:00 uur,Cercle Brugge,2,2,KAA Gent
3567949,1993-1994,18,"zondag,zo19 dec. 1993",15:00 uur,KSV Waregem,0,0,Lommel SK
3567950,1993-1994,19,"zaterdag,za8 jan. 1994",20:00 uur,KAA Gent,1,2,Antwerp FC
3567951,1993-1994,19,"zaterdag,za8 jan. 1994",20:00 uur,RSC Anderlecht,6,1,KSV Waregem
3567952,1993-1994,19,"zaterdag,za8 jan. 1994",20:00 uur,Lommel SK,1,2,RC Luik
3567953,1993-1994,19,"zaterdag,za8 jan. 1994",20:00 uur,Lierse SK,1,1,RFC Seraing
3567954,1993-1994,19,"zaterdag,za8 jan. 1994",20:00 uur,Standard Luik,2,0,KRC Genk
3567955,1993-1994,19,"zaterdag,za8 jan. 1994",20:00 uur,R Charleroi SC,3,2,RWD Molenbeek
3567956,1993-1994,19,"zondag,zo9 jan. 1994",15:00 uur,Club Brugge,2,1,KSK Beveren
3567957,1993-1994,19,"zondag,zo9 jan. 1994",15:00 uur,KV Oostende,1,1,Cercle Brugge
3567958,1993-1994,19,"zondag,zo9 jan. 1994",15:00 uur,Germinal Ekeren,0,2,KV Mechelen
3567959,1993-1994,20,"vrijdag,vr14 jan. 1994",20:00 uur,RWD Molenbeek,1,0,Standard Luik
3567960,1993-1994,20,"zaterdag,za15 jan. 1994",20:00 uur,Antwerp FC,0,3,Cercle Brugge
3567961,1993-1994,20,"zaterdag,za15 jan. 1994",20:00 uur,KSK Beveren,3,1,Germinal Ekeren
3567962,1993-1994,20,"zaterdag,za15 jan. 1994",20:00 uur,KV Mechelen,1,3,R Charleroi SC
3567963,1993-1994,20,"zaterdag,za15 jan. 1994",20:00 uur,KRC Genk,0,3,Lierse SK
3567964,1993-1994,20,"zaterdag,za15 jan. 1994",20:00 uur,RC Luik,1,2,RSC Anderlecht
3567965,1993-1994,20,"zondag,zo16 jan. 1994",15:00 uur,KSV Waregem,2,2,KAA Gent
3567966,1993-1994,20,"zondag,zo16 jan. 1994",15:00 uur,RFC Seraing,1,0,Lommel SK
3567967,1993-1994,20,"zondag,zo16 jan. 1994",15:00 uur,Club Brugge,1,0,KV Oostende
3567968,1993-1994,21,"vrijdag,vr21 jan. 1994",20:00 uur,RSC Anderlecht,0,2,RFC Seraing
3567972,1993-1994,21,"zaterdag,za22 jan. 1994",20:00 uur,Lierse SK,1,1,RWD Molenbeek
3567973,1993-1994,21,"zaterdag,za22 jan. 1994",20:00 uur,Standard Luik,2,2,KV Mechelen
3567969,1993-1994,21,"zaterdag,za22 jan. 1994",20:00 uur,R Charleroi SC,2,1,KSK Beveren
3567970,1993-1994,21,"zaterdag,za22 jan. 1994",20:00 uur,KAA Gent,4,1,RC Luik
3567971,1993-1994,21,"zaterdag,za22 jan. 1994",20:00 uur,Lommel SK,1,1,KRC Genk
3567974,1993-1994,21,"zondag,zo23 jan. 1994",15:00 uur,Germinal Ekeren,0,1,Club Brugge
3567975,1993-1994,21,"zondag,zo23 jan. 1994",15:00 uur,KV Oostende,2,4,Antwerp FC
3567976,1993-1994,21,"zondag,zo23 jan. 1994",15:00 uur,Cercle Brugge,2,1,KSV Waregem
3567977,1993-1994,22,"zaterdag,za29 jan. 1994",20:00 uur,RC Luik,2,1,Cercle Brugge
3567978,1993-1994,22,"zaterdag,za29 jan. 1994",20:00 uur,KSK Beveren,0,2,Standard Luik
3567979,1993-1994,22,"zaterdag,za29 jan. 1994",20:00 uur,KV Mechelen,0,0,Lierse SK
3567980,1993-1994,22,"zaterdag,za29 jan. 1994",20:00 uur,RWD Molenbeek,0,0,Lommel SK
3567981,1993-1994,22,"zaterdag,za29 jan. 1994",20:00 uur,KRC Genk,0,2,RSC Anderlecht
3567982,1993-1994,22,"zondag,zo30 jan. 1994",15:00 uur,RFC Seraing,3,0,KAA Gent
3567983,1993-1994,22,"zondag,zo30 jan. 1994",15:00 uur,KSV Waregem,1,2,Antwerp FC
3567984,1993-1994,22,"zondag,zo30 jan. 1994",15:00 uur,Club Brugge,2,1,R Charleroi SC
3567985,1993-1994,22,"zondag,zo30 jan. 1994",15:00 uur,Germinal Ekeren,1,2,KV Oostende
3567986,1993-1994,23,"vrijdag,vr4 feb. 1994",20:00 uur,Cercle Brugge,1,1,RFC Seraing
3567987,1993-1994,23,"zaterdag,za5 feb. 1994",20:00 uur,Lierse SK,1,0,KSK Beveren
3567988,1993-1994,23,"zaterdag,za5 feb. 1994",20:00 uur,Standard Luik,0,0,Club Brugge
3567989,1993-1994,23,"zaterdag,za5 feb. 1994",20:00 uur,R Charleroi SC,0,0,Germinal Ekeren
3567990,1993-1994,23,"zaterdag,za5 feb. 1994",20:00 uur,Antwerp FC,1,1,RC Luik
3567991,1993-1994,23,"zaterdag,za5 feb. 1994",20:00 uur,KAA Gent,2,3,KRC Genk
3567992,1993-1994,23,"zaterdag,za5 feb. 1994",20:00 uur,RSC Anderlecht,0,0,RWD Molenbeek
3567993,1993-1994,23,"zaterdag,za5 feb. 1994",20:00 uur,Lommel SK,3,0,KV Mechelen
3567994,1993-1994,23,"zondag,zo6 feb. 1994",15:00 uur,KV Oostende,1,1,KSV Waregem
3567995,1993-1994,24,"vrijdag,vr11 feb. 1994",20:00 uur,KV Mechelen,1,0,RSC Anderlecht
3567996,1993-1994,24,"zaterdag,za12 feb. 1994",20:00 uur,RWD Molenbeek,2,0,KAA Gent
3567997,1993-1994,24,"zaterdag,za12 feb. 1994",20:00 uur,KRC Genk,2,2,Cercle Brugge
3567998,1993-1994,24,"zaterdag,za12 feb. 1994",20:00 uur,RC Luik,1,0,KSV Waregem
3567999,1993-1994,24,"zaterdag,za12 feb. 1994",20:00 uur,KSK Beveren,2,1,Lommel SK
3568000,1993-1994,24,"zaterdag,za12 feb. 1994",20:00 uur,R Charleroi SC,2,1,KV Oostende
3568001,1993-1994,24,"zondag,zo13 feb. 1994",15:00 uur,RFC Seraing,4,2,Antwerp FC
3568002,1993-1994,24,"zondag,zo13 feb. 1994",15:00 uur,Germinal Ekeren,1,1,Standard Luik
3568003,1993-1994,24,"zondag,zo13 feb. 1994",15:00 uur,Club Brugge,1,0,Lierse SK
3568004,1993-1994,25,"vrijdag,vr25 feb. 1994",20:00 uur,Standard Luik,2,0,R Charleroi SC
3568005,1993-1994,25,"zaterdag,za26 feb. 1994",20:00 uur,RSC Anderlecht,3,2,KSK Beveren
3568006,1993-1994,25,"zaterdag,za26 feb. 1994",20:00 uur,Lommel SK,0,0,Club Brugge
3568007,1993-1994,25,"zaterdag,za26 feb. 1994",20:00 uur,Lierse SK,3,2,Germinal Ekeren
3568008,1993-1994,25,"zaterdag,za26 feb. 1994",20:00 uur,Antwerp FC,3,1,KRC Genk
3568009,1993-1994,25,"zaterdag,za26 feb. 1994",20:00 uur,KAA Gent,3,1,KV Mechelen
3568010,1993-1994,25,"zondag,zo27 feb. 1994",15:00 uur,KV Oostende,2,0,RC Luik
3568011,1993-1994,25,"zondag,zo27 feb. 1994",15:00 uur,KSV Waregem,2,1,RFC Seraing
3568012,1993-1994,25,"zondag,zo27 feb. 1994",15:00 uur,Cercle Brugge,1,0,RWD Molenbeek
3568013,1993-1994,26,"vrijdag,vr4 mrt. 1994",20:00 uur,RFC Seraing,2,0,RC Luik
3568015,1993-1994,26,"zaterdag,za5 mrt. 1994",20:00 uur,KV Mechelen,0,4,Cercle Brugge
3568016,1993-1994,26,"zaterdag,za5 mrt. 1994",20:00 uur,RWD Molenbeek,0,1,Antwerp FC
3568017,1993-1994,26,"zaterdag,za5 mrt. 1994",20:00 uur,KRC Genk,2,1,KSV Waregem
3568018,1993-1994,26,"zaterdag,za5 mrt. 1994",20:00 uur,R Charleroi SC,1,0,Lierse SK
3568019,1993-1994,26,"zaterdag,za5 mrt. 1994",20:00 uur,Standard Luik,0,0,KV Oostende
3568014,1993-1994,26,"zaterdag,za5 mrt. 1994",20:00 uur,KSK Beveren,3,1,KAA Gent
3568020,1993-1994,26,"zondag,zo6 mrt. 1994",15:00 uur,Germinal Ekeren,4,1,Lommel SK
3568021,1993-1994,26,"zondag,zo6 mrt. 1994",15:00 uur,Club Brugge,0,0,RSC Anderlecht
3568022,1993-1994,27,"vrijdag,vr18 mrt. 1994",20:00 uur,KAA Gent,0,4,Club Brugge
3568023,1993-1994,27,"zaterdag,za19 mrt. 1994",20:00 uur,RSC Anderlecht,5,2,Germinal Ekeren
3568024,1993-1994,27,"zaterdag,za19 mrt. 1994",20:00 uur,Lommel SK,2,0,R Charleroi SC
3568025,1993-1994,27,"zaterdag,za19 mrt. 1994",20:00 uur,Lierse SK,1,0,Standard Luik
3568026,1993-1994,27,"zaterdag,za19 mrt. 1994",20:00 uur,RC Luik,4,0,KRC Genk
3568027,1993-1994,27,"zaterdag,za19 mrt. 1994",20:00 uur,Antwerp FC,0,0,KV Mechelen
3568028,1993-1994,27,"zondag,zo20 mrt. 1994",15:00 uur,Cercle Brugge,1,0,KSK Beveren
3568029,1993-1994,27,"zondag,zo20 mrt. 1994",15:00 uur,KV Oostende,0,0,RFC Seraing
3568030,1993-1994,27,"zondag,zo20 mrt. 1994",15:00 uur,KSV Waregem,1,2,RWD Molenbeek
3568031,1993-1994,28,"vrijdag,vr25 mrt. 1994",20:00 uur,R Charleroi SC,1,5,RSC Anderlecht
3568032,1993-1994,28,"zaterdag,za26 mrt. 1994",20:00 uur,KSK Beveren,0,0,Antwerp FC
3568033,1993-1994,28,"zaterdag,za26 mrt. 1994",20:00 uur,KV Mechelen,1,1,KSV Waregem
3568034,1993-1994,28,"zaterdag,za26 mrt. 1994",20:00 uur,RWD Molenbeek,2,2,RC Luik
3568035,1993-1994,28,"zaterdag,za26 mrt. 1994",20:00 uur,KRC Genk,0,0,RFC Seraing
3568036,1993-1994,28,"zaterdag,za26 mrt. 1994",20:00 uur,Standard Luik,7,0,Lommel SK
3568037,1993-1994,28,"zaterdag,za26 mrt. 1994",20:00 uur,Lierse SK,0,1,KV Oostende
3568038,1993-1994,28,"zondag,zo27 mrt. 1994",15:00 uur,Germinal Ekeren,2,0,KAA Gent
3568039,1993-1994,28,"zondag,zo27 mrt. 1994",15:00 uur,Club Brugge,2,0,Cercle Brugge
3568040,1993-1994,29,"vrijdag,vr8 apr. 1994",20:00 uur,RSC Anderlecht,0,0,Standard Luik
3568041,1993-1994,29,"zaterdag,za9 apr. 1994",20:00 uur,KAA Gent,0,0,R Charleroi SC
3568042,1993-1994,29,"zaterdag,za9 apr. 1994",20:00 uur,Lommel SK,0,0,Lierse SK
3568043,1993-1994,29,"zaterdag,za9 apr. 1994",20:00 uur,RC Luik,3,2,KV Mechelen
3568044,1993-1994,29,"zaterdag,za9 apr. 1994",20:00 uur,KSV Waregem,0,2,KSK Beveren
3568045,1993-1994,29,"zaterdag,za9 apr. 1994",20:00 uur,Cercle Brugge,1,1,Germinal Ekeren
3568046,1993-1994,29,"zondag,zo10 apr. 1994",15:00 uur,Antwerp FC,0,1,Club Brugge
3568047,1993-1994,29,"zondag,zo10 apr. 1994",15:00 uur,KV Oostende,4,0,KRC Genk
3568048,1993-1994,29,"zondag,zo10 apr. 1994",15:00 uur,RFC Seraing,0,0,RWD Molenbeek
3568049,1993-1994,30,"zaterdag,za16 apr. 1994",20:00 uur,Standard Luik,2,0,KAA Gent
3568050,1993-1994,30,"zaterdag,za16 apr. 1994",20:00 uur,R Charleroi SC,5,3,Cercle Brugge
3568051,1993-1994,30,"zaterdag,za16 apr. 1994",20:00 uur,KSK Beveren,3,0,RC Luik
3568052,1993-1994,30,"zaterdag,za16 apr. 1994",20:00 uur,KV Mechelen,2,1,RFC Seraing
3568053,1993-1994,30,"zaterdag,za16 apr. 1994",20:00 uur,RWD Molenbeek,1,1,KRC Genk
3568054,1993-1994,30,"zaterdag,za16 apr. 1994",20:00 uur,Lierse SK,1,4,RSC Anderlecht
3568055,1993-1994,30,"zaterdag,za16 apr. 1994",20:00 uur,Lommel SK,1,2,KV Oostende
3568056,1993-1994,30,"zondag,zo17 apr. 1994",15:00 uur,Germinal Ekeren,1,3,Antwerp FC
3568057,1993-1994,30,"zondag,zo17 apr. 1994",15:00 uur,Club Brugge,3,1,KSV Waregem
3568058,1993-1994,31,"vrijdag,vr22 apr. 1994",20:00 uur,Antwerp FC,2,1,R Charleroi SC
3568059,1993-1994,31,"zaterdag,za23 apr. 1994",20:00 uur,RC Luik,0,0,Club Brugge
3568060,1993-1994,31,"zaterdag,za23 apr. 1994",20:00 uur,KAA Gent,0,0,Lierse SK
3568061,1993-1994,31,"zaterdag,za23 apr. 1994",20:00 uur,RSC Anderlecht,1,0,Lommel SK
3568062,1993-1994,31,"zaterdag,za23 apr. 1994",20:00 uur,KRC Genk,2,0,KV Mechelen
3568063,1993-1994,31,"zondag,zo24 apr. 1994",15:00 uur,RFC Seraing,3,0,KSK Beveren
3568064,1993-1994,31,"zondag,zo24 apr. 1994",15:00 uur,KSV Waregem,0,2,Germinal Ekeren
3568065,1993-1994,31,"zondag,zo24 apr. 1994",15:00 uur,Cercle Brugge,1,1,Standard Luik
3568066,1993-1994,31,"zondag,zo24 apr. 1994",15:00 uur,KV Oostende,1,1,RWD Molenbeek
3568067,1993-1994,32,"vrijdag,vr29 apr. 1994",20:00 uur,Club Brugge,0,0,RFC Seraing
3568069,1993-1994,32,"zaterdag,za30 apr. 1994",20:00 uur,Lierse SK,3,2,Cercle Brugge
3568070,1993-1994,32,"zaterdag,za30 apr. 1994",20:00 uur,Standard Luik,0,0,Antwerp FC
3568071,1993-1994,32,"zaterdag,za30 apr. 1994",20:00 uur,R Charleroi SC,2,1,KSV Waregem
3568072,1993-1994,32,"zaterdag,za30 apr. 1994",20:00 uur,KSK Beveren,3,1,KRC Genk
3568073,1993-1994,32,"zaterdag,za30 apr. 1994",20:00 uur,KV Mechelen,3,1,RWD Molenbeek
3568074,1993-1994,32,"zaterdag,za30 apr. 1994",20:00 uur,RSC Anderlecht,2,0,KV Oostende
3568075,1993-1994,32,"zaterdag,za30 apr. 1994",20:00 uur,Germinal Ekeren,4,1,RC Luik
3568068,1993-1994,32,"zaterdag,za30 apr. 1994",20:00 uur,Lommel SK,1,3,KAA Gent
3568076,1993-1994,33,"zondag,zo8 mei 1994",15:00 uur,RWD Molenbeek,0,1,KSK Beveren
3568077,1993-1994,33,"zondag,zo8 mei 1994",15:00 uur,KRC Genk,2,4,Club Brugge
3568078,1993-1994,33,"zondag,zo8 mei 1994",15:00 uur,RFC Seraing,1,0,Germinal Ekeren
3568079,1993-1994,33,"zondag,zo8 mei 1994",15:00 uur,RC Luik,2,1,R Charleroi SC
3568080,1993-1994,33,"zondag,zo8 mei 1994",15:00 uur,KSV Waregem,2,0,Standard Luik
3568081,1993-1994,33,"zondag,zo8 mei 1994",15:00 uur,Antwerp FC,0,0,Lierse SK
3568082,1993-1994,33,"zondag,zo8 mei 1994",15:00 uur,Cercle Brugge,3,0,Lommel SK
3568083,1993-1994,33,"zondag,zo8 mei 1994",15:00 uur,KAA Gent,1,2,RSC Anderlecht
3568084,1993-1994,33,"zondag,zo8 mei 1994",15:00 uur,KV Mechelen,2,0,KV Oostende
3568085,1993-1994,34,"zondag,zo15 mei 1994",15:00 uur,KV Oostende,2,2,KAA Gent
3568086,1993-1994,34,"zondag,zo15 mei 1994",15:00 uur,RSC Anderlecht,2,0,Cercle Brugge
3568087,1993-1994,34,"zondag,zo15 mei 1994",15:00 uur,Lommel SK,5,0,Antwerp FC
3568088,1993-1994,34,"zondag,zo15 mei 1994",15:00 uur,Lierse SK,1,2,KSV Waregem
3568089,1993-1994,34,"zondag,zo15 mei 1994",15:00 uur,Standard Luik,3,1,RC Luik
3568090,1993-1994,34,"zondag,zo15 mei 1994",15:00 uur,R Charleroi SC,3,1,RFC Seraing
3568091,1993-1994,34,"zondag,zo15 mei 1994",15:00 uur,Germinal Ekeren,1,1,KRC Genk
3568092,1993-1994,34,"zondag,zo15 mei 1994",15:00 uur,Club Brugge,5,1,RWD Molenbeek
3568093,1993-1994,34,"zondag,zo15 mei 1994",15:00 uur,KSK Beveren,1,1,KV Mechelen
3666598,1994-1995,1,"vrijdag,vr19 aug. 1994",20:30 uur,Standard Luik,3,1,Antwerp FC
3666599,1994-1995,1,"zaterdag,za20 aug. 1994",20:00 uur,Lommel SK,2,3,Lierse SK
3666600,1994-1995,1,"zaterdag,za20 aug. 1994",20:00 uur,R Charleroi SC,0,1,KV Mechelen
3666601,1994-1995,1,"zaterdag,za20 aug. 1994",20:00 uur,RWD Molenbeek,1,1,Club Brugge
3666602,1994-1995,1,"zaterdag,za20 aug. 1994",20:00 uur,KAA Gent,2,1,KSK Beveren
3666603,1994-1995,1,"zaterdag,za20 aug. 1994",20:00 uur,Cercle Brugge,2,1,RSC Anderlecht
3666604,1994-1995,1,"zaterdag,za20 aug. 1994",20:00 uur,RC Luik,1,1,St-Truidense VV
3666605,1994-1995,1,"zondag,zo21 aug. 1994",15:00 uur,KV Oostende,1,2,RFC Seraing
3666606,1994-1995,1,"zondag,zo21 aug. 1994",15:00 uur,Germinal Ekeren,2,3,Eendracht Aalst
3666607,1994-1995,2,"vrijdag,vr26 aug. 1994",20:30 uur,RFC Seraing,3,0,KAA Gent
3666608,1994-1995,2,"zaterdag,za27 aug. 1994",20:00 uur,St-Truidense VV,0,0,R Charleroi SC
3666609,1994-1995,2,"zaterdag,za27 aug. 1994",20:00 uur,Lierse SK,5,0,RC Luik
3666610,1994-1995,2,"zaterdag,za27 aug. 1994",20:00 uur,RSC Anderlecht,2,2,Germinal Ekeren
3666611,1994-1995,2,"zaterdag,za27 aug. 1994",20:00 uur,KSK Beveren,1,0,Cercle Brugge
3666612,1994-1995,2,"zaterdag,za27 aug. 1994",20:00 uur,Antwerp FC,2,0,RWD Molenbeek
3666613,1994-1995,2,"zaterdag,za27 aug. 1994",20:00 uur,KV Mechelen,0,2,Standard Luik
3666614,1994-1995,2,"zondag,zo28 aug. 1994",15:00 uur,Eendracht Aalst,1,1,Lommel SK
3666615,1994-1995,2,"zondag,zo28 aug. 1994",15:00 uur,Club Brugge,2,3,KV Oostende
3666616,1994-1995,3,"woensdag,wo31 aug. 1994",20:00 uur,Lommel SK,1,2,RSC Anderlecht
3666617,1994-1995,3,"woensdag,wo31 aug. 1994",20:00 uur,Lierse SK,3,1,Eendracht Aalst
3666618,1994-1995,3,"woensdag,wo31 aug. 1994",20:00 uur,Standard Luik,2,0,St-Truidense VV
3666619,1994-1995,3,"woensdag,wo31 aug. 1994",20:00 uur,RWD Molenbeek,3,1,KV Mechelen
3666620,1994-1995,3,"woensdag,wo31 aug. 1994",20:00 uur,KV Oostende,0,3,Antwerp FC
3666621,1994-1995,3,"woensdag,wo31 aug. 1994",20:00 uur,KAA Gent,1,2,Club Brugge
3666622,1994-1995,3,"woensdag,wo31 aug. 1994",20:00 uur,Cercle Brugge,2,1,RFC Seraing
3666623,1994-1995,3,"woensdag,wo31 aug. 1994",20:00 uur,Germinal Ekeren,3,0,KSK Beveren
3666624,1994-1995,3,"donderdag,do1 sep. 1994",20:00 uur,RC Luik,2,2,R Charleroi SC
3666625,1994-1995,4,"vrijdag,vr9 sep. 1994",20:30 uur,R Charleroi SC,0,3,Standard Luik
3666626,1994-1995,4,"zaterdag,za10 sep. 1994",20:00 uur,St-Truidense VV,4,2,RWD Molenbeek
3666627,1994-1995,4,"zaterdag,za10 sep. 1994",20:00 uur,RSC Anderlecht,4,2,Lierse SK
3666628,1994-1995,4,"zaterdag,za10 sep. 1994",20:00 uur,KSK Beveren,2,0,Lommel SK
3666629,1994-1995,4,"zaterdag,za10 sep. 1994",20:00 uur,Antwerp FC,3,3,KAA Gent
3666630,1994-1995,4,"zaterdag,za10 sep. 1994",20:00 uur,KV Mechelen,4,1,KV Oostende
3666631,1994-1995,4,"zaterdag,za10 sep. 1994",20:00 uur,RFC Seraing,1,1,Germinal Ekeren
3666632,1994-1995,4,"zondag,zo11 sep. 1994",15:00 uur,Eendracht Aalst,2,0,RC Luik
3666633,1994-1995,4,"zondag,zo11 sep. 1994",15:00 uur,Club Brugge,4,0,Cercle Brugge
3666634,1994-1995,5,"zaterdag,za17 sep. 1994",20:00 uur,Lommel SK,3,1,RFC Seraing
3666635,1994-1995,5,"zaterdag,za17 sep. 1994",20:00 uur,Lierse SK,3,1,KSK Beveren
3666636,1994-1995,5,"zaterdag,za17 sep. 1994",20:00 uur,RWD Molenbeek,1,0,R Charleroi SC
3666637,1994-1995,5,"zaterdag,za17 sep. 1994",20:00 uur,KAA Gent,2,0,KV Mechelen
3666638,1994-1995,5,"zaterdag,za17 sep. 1994",20:00 uur,RC Luik,1,1,Standard Luik
3666639,1994-1995,5,"zondag,zo18 sep. 1994",15:00 uur,Cercle Brugge,0,0,Antwerp FC
3666640,1994-1995,5,"zondag,zo18 sep. 1994",15:00 uur,Eendracht Aalst,3,6,RSC Anderlecht
3666642,1994-1995,5,"zondag,zo18 sep. 1994",18:00 uur,Germinal Ekeren,1,1,Club Brugge
3666641,1994-1995,5,"zondag,zo18 sep. 1994",20:00 uur,KV Oostende,2,1,St-Truidense VV
3666643,1994-1995,6,"vrijdag,vr23 sep. 1994",20:00 uur,RFC Seraing,4,1,Lierse SK
3666644,1994-1995,6,"zaterdag,za24 sep. 1994",20:00 uur,St-Truidense VV,0,1,KAA Gent
3666645,1994-1995,6,"zaterdag,za24 sep. 1994",20:00 uur,R Charleroi SC,1,0,KV Oostende
3666646,1994-1995,6,"zaterdag,za24 sep. 1994",20:00 uur,Standard Luik,1,1,RWD Molenbeek
3666647,1994-1995,6,"zaterdag,za24 sep. 1994",20:00 uur,RSC Anderlecht,2,0,RC Luik
3666648,1994-1995,6,"zaterdag,za24 sep. 1994",20:00 uur,KSK Beveren,3,0,Eendracht Aalst
3666649,1994-1995,6,"zaterdag,za24 sep. 1994",20:00 uur,Antwerp FC,4,2,Germinal Ekeren
3666650,1994-1995,6,"zaterdag,za24 sep. 1994",20:00 uur,KV Mechelen,3,1,Cercle Brugge
3666651,1994-1995,6,"zondag,zo25 sep. 1994",20:00 uur,Club Brugge,5,0,Lommel SK
3666652,1994-1995,7,"vrijdag,vr30 sep. 1994",20:30 uur,KV Oostende,0,2,Standard Luik
3666653,1994-1995,7,"zaterdag,za1 okt. 1994",20:00 uur,Lommel SK,1,0,Antwerp FC
3666654,1994-1995,7,"zaterdag,za1 okt. 1994",20:00 uur,RSC Anderlecht,2,1,KSK Beveren
3666655,1994-1995,7,"zaterdag,za1 okt. 1994",20:00 uur,KAA Gent,2,2,R Charleroi SC
3666656,1994-1995,7,"zaterdag,za1 okt. 1994",20:00 uur,Cercle Brugge,0,1,St-Truidense VV
3666657,1994-1995,7,"zaterdag,za1 okt. 1994",20:00 uur,RC Luik,2,2,RWD Molenbeek
3666658,1994-1995,7,"zondag,zo2 okt. 1994",15:00 uur,Lierse SK,1,2,Club Brugge
3666659,1994-1995,7,"zondag,zo2 okt. 1994",15:00 uur,Eendracht Aalst,1,3,RFC Seraing
3666660,1994-1995,7,"zondag,zo2 okt. 1994",15:00 uur,Germinal Ekeren,0,2,KV Mechelen
3666668,1994-1995,8,"zaterdag,za15 okt. 1994",15:00 uur,RFC Seraing,1,1,RSC Anderlecht
3666661,1994-1995,8,"zaterdag,za15 okt. 1994",20:00 uur,St-Truidense VV,0,4,Germinal Ekeren
3666662,1994-1995,8,"zaterdag,za15 okt. 1994",20:00 uur,R Charleroi SC,2,0,Cercle Brugge
3666663,1994-1995,8,"zaterdag,za15 okt. 1994",20:00 uur,Standard Luik,2,0,KAA Gent
3666664,1994-1995,8,"zaterdag,za15 okt. 1994",20:00 uur,RWD Molenbeek,1,1,KV Oostende
3666665,1994-1995,8,"zaterdag,za15 okt. 1994",20:00 uur,KSK Beveren,5,4,RC Luik
3666666,1994-1995,8,"zaterdag,za15 okt. 1994",20:00 uur,Antwerp FC,0,3,Lierse SK
3666667,1994-1995,8,"zaterdag,za15 okt. 1994",20:00 uur,KV Mechelen,1,0,Lommel SK
3666669,1994-1995,8,"zondag,zo16 okt. 1994",15:00 uur,Club Brugge,2,3,Eendracht Aalst
3666670,1994-1995,9,"zaterdag,za22 okt. 1994",20:00 uur,Lommel SK,0,1,St-Truidense VV
3666671,1994-1995,9,"zaterdag,za22 okt. 1994",20:00 uur,Lierse SK,0,0,KV Mechelen
3666672,1994-1995,9,"zaterdag,za22 okt. 1994",20:00 uur,KSK Beveren,1,0,RFC Seraing
3666673,1994-1995,9,"zaterdag,za22 okt. 1994",20:00 uur,KAA Gent,0,0,RWD Molenbeek
3666674,1994-1995,9,"zaterdag,za22 okt. 1994",20:00 uur,Cercle Brugge,3,0,Standard Luik
3666675,1994-1995,9,"zaterdag,za22 okt. 1994",20:00 uur,RC Luik,1,2,KV Oostende
3666678,1994-1995,9,"zondag,zo23 okt. 1994",15:00 uur,Germinal Ekeren,5,0,R Charleroi SC
3666677,1994-1995,9,"zondag,zo23 okt. 1994",15:00 uur,Eendracht Aalst,3,0,Antwerp FC
