KlassementKey,BeginDateKey,EindeDateKey,TeamKey,Stand,AantalGespeeld,AantalGewonnen,AantalGelijk,AantalVerloren,DoelpuntenVoor,DoelpuntenTegen,DoelpuntenSaldo,PuntenVoor2ptn,PuntenTegen2ptn,PuntenVoor3ptn
8796,4383,4389,36,16,1,0,0,1,1,3,-2,0,2,0
8797,4383,4389,53,12,1,0,0,1,1,2,-1,0,2,0
8798,4383,4389,21,13,1,0,0,1,0,1,-1,0,2,0
8799,4383,4389,39,8,1,0,1,0,0,0,0,1,1,1
8800,4383,4389,1,1,1,1,0,0,3,1,2,2,0,3
8801,4509,4515,39,15,15,1,7,7,7,19,-12,9,21,10
8802,4509,4515,17,7,15,6,5,4,24,26,-2,17,13,23
8803,4509,4515,8,12,15,4,5,6,15,22,-7,13,17,17
8804,4509,4515,1,1,15,11,3,1,32,11,21,25,5,36
8805,4509,4515,53,3,15,8,2,5,23,18,5,18,12,26
8806,4509,4515,49,2,15,8,4,3,20,10,10,20,10,28
8807,4509,4515,41,11,15,5,4,6,13,16,-3,14,16,19
8808,4509,4515,21,9,15,6,3,6,19,16,3,15,15,21
8809,4509,4515,43,4,15,7,4,4,26,18,8,18,12,25
8810,4509,4515,24,6,15,6,5,4,21,18,3,17,13,23
8811,4509,4515,57,8,15,6,4,5,17,18,-1,16,14,22
8812,4509,4515,26,14,15,2,5,8,9,18,-9,9,21,11
8813,4509,4515,52,5,15,5,9,1,19,7,12,19,11,24
8814,4509,4515,48,10,15,5,4,6,13,13,0,14,16,19
8815,4509,4515,28,13,15,2,6,7,9,18,-9,10,20,12
8816,4509,4515,36,16,15,2,2,11,12,31,-19,6,24,8
8817,4572,4578,17,6,23,9,8,6,36,33,3,26,20,35
8818,4572,4578,8,12,23,7,7,9,22,28,-6,21,25,28
8819,4572,4578,43,5,23,10,8,5,39,23,16,28,18,38
8820,4572,4578,24,7,23,8,11,4,30,23,7,27,19,35
8821,4572,4578,57,10,23,7,9,7,27,28,-1,23,23,30
8822,4572,4578,26,16,23,2,6,15,12,42,-30,10,36,12
8823,4572,4578,41,11,23,7,8,8,21,26,-5,22,24,29
8824,4572,4578,49,2,23,10,10,3,30,17,13,30,16,40
8825,4572,4578,53,4,23,11,5,7,30,25,5,27,19,38
8826,4572,4578,52,3,23,9,12,2,35,12,23,30,16,39
8827,4572,4578,48,8,23,8,8,7,20,18,2,24,22,32
8828,4572,4578,28,14,23,3,10,10,18,31,-13,16,30,19
8829,4572,4578,36,15,23,4,3,16,20,45,-25,11,35,15
8830,4572,4578,21,9,23,9,4,10,30,27,3,22,24,31
8831,4572,4578,39,13,23,4,8,11,14,29,-15,16,30,20
8832,8562,8568,20,6,22,9,5,8,32,28,4,23,21,32
8833,8562,8568,43,3,22,11,7,4,48,29,19,29,15,40
8834,8562,8568,52,17,22,3,9,10,20,31,-11,15,29,18
8835,8562,8568,19,10,22,7,6,9,29,33,-4,20,24,27
8836,8562,8568,17,15,22,6,3,13,26,41,-15,15,29,21
8837,8562,8568,8,16,22,5,4,13,20,47,-27,14,30,19
8838,8562,8568,1,5,22,10,8,4,39,24,15,28,16,38
8839,8562,8568,12,12,22,7,5,10,23,31,-8,19,25,26
8840,8562,8568,53,14,22,5,9,8,29,41,-12,19,25,24
8841,8562,8568,21,7,22,8,8,6,36,27,9,24,20,32
8842,8562,8568,4,18,22,4,4,14,22,35,-13,12,32,16
8843,8404,8407,12,3,5,3,1,1,7,3,4,7,3,10
8844,8404,8407,52,12,5,1,3,1,5,6,-1,5,5,6
8845,8404,8407,1,3,5,3,1,1,7,3,4,7,3,10
8846,8404,8407,21,3,5,3,1,1,7,3,4,7,3,10
8847,8404,8407,4,14,5,1,1,3,7,9,-2,3,7,4
8848,8404,8407,19,7,5,2,2,1,10,6,4,6,4,8
8849,8404,8407,17,16,5,1,0,4,5,9,-4,2,8,3
8850,8404,8407,8,18,5,0,1,4,2,10,-8,1,9,1
8851,8404,8407,13,2,5,3,1,1,9,5,4,7,3,10
8852,8404,8407,56,9,5,2,1,2,6,5,1,5,5,7
8853,8404,8407,20,13,5,1,2,2,3,4,-1,4,6,5
8854,8404,8407,41,17,5,0,1,4,5,12,-7,1,9,1
8855,8404,8407,37,1,5,4,1,0,8,4,4,9,1,13
8856,8404,8407,49,8,5,2,1,2,6,4,2,5,5,7
8857,8404,8407,53,11,5,2,1,2,6,12,-6,5,5,7
8858,8404,8407,43,6,5,3,1,1,8,5,3,7,3,10
8859,8404,8407,57,10,5,2,1,2,5,4,1,5,5,7
8860,8404,8407,24,15,5,0,4,1,5,7,-2,4,6,4
8861,8408,8414,43,5,6,3,2,1,9,6,3,8,4,11
8862,8408,8414,57,7,6,3,1,2,6,4,2,7,5,10
8863,8408,8414,24,14,6,1,4,1,7,8,-1,6,6,7
8864,8408,8414,12,3,6,3,2,1,8,4,4,8,4,11
8865,8408,8414,37,1,6,5,1,0,9,4,5,11,1,16
8866,8408,8414,49,9,6,2,2,2,7,5,2,6,6,8
8867,8408,8414,13,2,6,3,2,1,10,6,4,8,4,11
8868,8408,8414,20,10,6,2,2,2,6,6,0,6,6,8
8869,8408,8414,56,13,6,2,1,3,6,8,-2,5,7,7
8870,8408,8414,41,17,6,0,2,4,6,13,-7,2,10,2
8871,8408,8414,19,8,6,2,2,2,11,8,3,6,6,8
8872,8408,8414,17,16,6,1,0,5,5,10,-5,2,10,3
8873,8408,8414,8,18,6,0,2,4,3,11,-8,2,10,2
8874,8408,8414,21,6,6,3,1,2,7,4,3,7,5,10
8875,8408,8414,4,12,6,2,1,3,10,9,1,5,7,7
8876,8408,8414,52,15,6,1,3,2,7,9,-2,5,7,6
8877,8408,8414,53,11,6,2,2,2,7,13,-6,6,6,8
8878,8408,8414,1,3,6,3,2,1,8,4,4,8,4,11
8879,8415,8421,1,8,7,3,2,2,9,10,-1,8,6,11
8880,8415,8421,12,4,7,4,2,1,11,5,6,10,4,14
8881,8415,8421,53,12,7,2,3,2,9,15,-6,7,7,9
8882,8415,8421,52,16,7,1,3,3,8,12,-4,5,9,6
8883,8415,8421,4,13,7,2,1,4,10,10,0,5,9,7
8884,8415,8421,21,6,7,3,2,2,9,6,3,8,6,11
8885,8415,8421,19,11,7,2,3,2,13,10,3,7,7,9
8886,8415,8421,17,15,7,2,0,5,8,12,-4,4,10,6
8887,8415,8421,8,18,7,0,2,5,5,14,-9,2,12,2
8888,8415,8421,13,3,7,4,2,1,12,6,6,10,4,14
8889,8415,8421,20,7,7,3,2,2,7,6,1,8,6,11
8890,8415,8421,56,14,7,2,1,4,6,10,-4,5,9,7
8891,8415,8421,41,17,7,0,2,5,6,14,-8,2,12,2
8892,8415,8421,37,1,7,5,2,0,11,6,5,12,2,17
8893,8415,8421,49,5,7,3,2,2,10,7,3,8,6,11
8894,8415,8421,43,2,7,4,2,1,15,7,8,10,4,14
8895,8415,8421,57,9,7,3,1,3,8,7,1,7,7,10
8896,8415,8421,24,10,7,2,4,1,8,8,0,8,6,10
8897,8919,8939,20,2,19,13,2,4,42,24,18,28,10,41
8898,8919,8939,41,3,19,10,6,3,35,18,17,26,12,36
8899,8919,8939,13,9,19,6,6,7,25,28,-3,18,20,24
8900,8919,8939,37,6,19,9,4,6,34,18,16,22,16,31
8901,8919,8939,49,8,19,6,6,7,26,24,2,18,20,24
8902,8919,8939,56,10,19,6,5,8,25,32,-7,17,21,23
8903,8919,8939,43,1,19,14,5,0,61,17,44,33,5,47
8904,8919,8939,57,12,19,5,6,8,20,27,-7,16,22,21
8905,8919,8939,24,13,19,5,6,8,25,33,-8,16,22,21
8906,8919,8939,2,18,19,3,4,12,22,45,-23,10,28,13
8907,8919,8939,4,4,19,10,4,5,42,23,19,24,14,34
8908,8919,8939,21,7,19,6,8,5,21,27,-6,20,18,26
8909,8919,8939,12,11,19,6,4,9,27,37,-10,16,22,22
8910,8919,8939,53,14,19,5,4,10,27,41,-14,14,24,19
8911,8919,8939,11,17,19,3,6,10,20,36,-16,12,26,15
8912,8919,8939,1,5,19,9,6,4,30,25,5,24,14,33
8913,5559,5565,12,5,14,8,2,4,25,17,8,18,10,26
8914,5559,5565,53,10,13,5,4,4,19,21,-2,14,12,19
8915,5559,5565,57,11,13,3,6,4,17,15,2,12,14,15
8916,5559,5565,43,3,13,7,4,2,24,14,10,18,8,25
8917,5559,5565,17,6,14,7,3,4,29,18,11,17,11,24
8918,5559,5565,8,18,13,3,2,8,10,28,-18,8,18,11
8919,5559,5565,21,8,14,6,4,4,17,19,-2,16,12,22
8920,5559,5565,52,7,13,6,4,3,22,14,8,16,10,22
8921,5559,5565,54,15,13,4,1,8,8,23,-15,9,17,13
8922,5559,5565,48,17,13,1,6,6,8,20,-12,8,18,9
8923,5559,5565,40,14,13,1,7,5,13,20,-7,9,17,10
8924,5559,5565,24,16,13,1,6,6,14,21,-7,8,18,9
8925,5559,5565,37,2,14,7,4,3,19,6,13,18,10,25
8926,5559,5565,49,9,13,5,5,3,16,13,3,15,11,20
8927,5559,5565,5,12,13,2,7,4,12,15,-3,11,15,13
8928,5559,5565,20,4,13,6,6,1,20,10,10,18,8,24
8929,5559,5565,41,13,13,4,3,6,22,29,-7,11,15,15
8930,5559,5565,27,19,14,2,3,9,15,23,-8,7,21,9
8931,5559,5565,1,1,13,8,3,2,27,11,16,19,7,27
8932,5629,5635,52,2,21,12,5,4,39,21,18,29,13,41
8933,5629,5635,27,16,22,5,5,12,27,41,-14,15,29,20
8934,5629,5635,1,1,22,13,5,4,44,22,22,31,13,44
8935,5629,5635,20,6,22,9,8,5,41,24,17,26,18,35
8936,5629,5635,41,12,22,7,7,8,35,38,-3,21,23,28
8937,5629,5635,49,8,22,9,7,6,30,25,5,25,19,34
8938,5629,5635,5,13,22,5,9,8,26,31,-5,19,25,24
8939,5629,5635,48,18,22,2,8,12,15,39,-24,12,32,14
8940,5629,5635,54,19,21,4,4,13,11,38,-27,12,30,16
8941,5629,5635,43,4,21,12,4,5,42,25,17,28,14,40
8942,5629,5635,21,9,22,9,7,6,26,28,-2,25,19,34
8943,5629,5635,17,7,22,11,3,8,42,30,12,25,19,36
8944,5629,5635,8,17,22,5,5,12,16,37,-21,15,29,20
8945,5629,5635,57,11,22,6,9,7,31,33,-2,21,23,27
8946,5629,5635,24,14,22,4,8,10,26,36,-10,16,28,20
8947,5629,5635,40,15,22,3,10,9,21,35,-14,16,28,19
8948,5629,5635,53,10,21,8,7,6,33,33,0,23,19,31
8949,5629,5635,12,3,22,13,2,7,43,26,17,28,16,41
8950,5629,5635,37,5,22,9,9,4,25,11,14,27,17,36
8951,5643,5649,12,5,24,13,3,8,43,27,16,29,19,42
8952,5643,5649,53,10,23,9,7,7,40,39,1,25,21,34
8953,5643,5649,17,6,24,12,4,8,45,30,15,28,20,40
8954,5643,5649,8,17,24,5,7,12,17,38,-21,17,31,22
8955,5643,5649,21,8,24,10,8,6,28,29,-1,28,20,38
8956,5643,5649,43,2,23,13,5,5,47,27,20,31,15,44
8957,5643,5649,57,12,24,6,10,8,32,38,-6,22,26,28
8958,5643,5649,24,15,24,5,8,11,27,39,-12,18,30,23
8959,5643,5649,40,16,24,4,10,10,24,41,-17,18,30,22
8960,5643,5649,52,3,23,12,6,5,39,22,17,30,16,42
8961,5643,5649,48,18,24,2,10,12,16,40,-24,14,34,16
8962,5643,5649,54,19,23,4,4,15,11,41,-30,12,34,16
8963,5643,5649,37,7,24,9,10,5,26,13,13,28,20,37
8964,5643,5649,49,9,24,10,7,7,34,30,4,27,21,37
8965,5643,5649,5,13,23,5,9,9,28,35,-7,19,27,24
8966,5643,5649,20,4,24,10,9,5,42,24,18,29,19,39
8967,5643,5649,41,11,23,8,7,8,39,39,0,23,23,31
8968,5643,5649,27,14,24,6,6,12,31,43,-12,18,30,24
8969,5643,5649,1,1,24,14,6,4,49,23,26,34,14,48
8970,5937,5943,1,1,13,9,3,1,27,9,18,21,5,30
8971,5937,5943,52,2,13,8,3,2,22,10,12,19,7,27
8972,5937,5943,27,14,13,3,3,7,9,18,-9,9,17,12
8973,5937,5943,56,7,13,6,3,4,17,17,0,15,11,21
8974,5937,5943,20,13,13,4,1,8,16,22,-6,9,17,13
8975,5937,5943,41,15,13,3,3,7,12,23,-11,9,17,12
8976,5937,5943,21,8,13,6,3,4,15,16,-1,15,11,21
8977,5937,5943,17,3,13,7,3,3,18,15,3,17,9,24
8978,5937,5943,8,12,13,4,2,7,18,18,0,10,16,14
8979,5937,5943,53,4,13,7,2,4,29,20,9,16,10,23
8980,5937,5943,12,10,13,4,4,5,16,15,1,12,14,16
8981,5937,5943,43,5,13,6,5,2,30,17,13,17,9,23
8982,5937,5943,57,9,13,5,4,4,19,21,-2,14,12,19
8983,5937,5943,22,11,13,4,3,6,14,14,0,11,15,15
8984,5937,5943,24,18,13,1,4,8,10,24,-14,6,20,7
8985,5937,5943,49,6,13,6,5,2,15,9,6,17,9,23
8986,5937,5943,37,16,13,2,6,5,10,18,-8,10,16,12
8987,5937,5943,5,17,13,2,3,8,17,28,-11,7,19,9
8988,6336,6342,53,7,19,7,9,3,33,25,8,23,15,30
8989,6336,6342,12,11,19,6,5,8,24,21,3,17,21,23
8990,6336,6342,17,5,19,9,4,6,29,25,4,22,16,31
8991,6098,6104,22,11,33,12,8,13,43,42,1,32,34,44
8992,6098,6104,24,18,33,6,7,20,36,65,-29,19,47,25
8993,6098,6104,17,7,33,14,6,13,45,44,1,34,32,48
8994,6098,6104,8,14,33,8,9,16,39,56,-17,25,41,33
8995,6098,6104,20,6,33,14,6,13,46,39,7,34,32,48
8996,6098,6104,56,13,33,10,10,13,39,46,-7,30,36,40
8997,6098,6104,41,16,33,9,5,19,35,76,-41,23,43,32
8998,6098,6104,21,9,33,12,9,12,40,48,-8,33,33,45
8999,6098,6104,49,4,33,17,9,7,47,26,21,43,23,60
9000,6098,6104,37,12,33,11,9,13,34,40,-6,31,35,42
9001,6098,6104,5,17,33,6,8,19,39,68,-29,20,46,26
9002,6098,6104,52,3,33,18,8,7,61,35,26,44,22,62
9003,6098,6104,12,5,33,15,7,11,53,39,14,37,29,52
9004,6098,6104,53,10,33,11,12,10,57,50,7,34,32,45
9005,6098,6104,1,1,33,22,6,5,66,28,38,50,16,72
9006,6098,6104,27,15,33,8,9,16,27,46,-19,25,41,33
9007,5867,5873,27,8,4,2,0,2,5,5,0,4,4,6
9008,5867,5873,1,3,4,3,1,0,6,2,4,7,1,10
9009,5867,5873,53,1,4,3,1,0,12,5,7,7,1,10
9010,5867,5873,12,4,4,2,1,1,4,2,2,5,3,7
9011,5867,5873,52,11,4,1,2,1,2,2,0,4,4,5
9012,5867,5873,49,5,4,2,1,1,5,5,0,5,3,7
9013,5867,5873,5,14,4,1,0,3,7,6,1,2,6,3
9014,5867,5873,37,16,4,0,2,2,2,6,-4,2,6,2
9015,5867,5873,17,6,4,2,1,1,5,7,-2,5,3,7
9016,5867,5873,8,15,4,1,0,3,5,6,-1,2,6,3
9017,5867,5873,21,2,4,3,1,0,8,4,4,7,1,10
9018,5867,5873,41,10,4,1,2,1,4,4,0,4,4,5
9019,5867,5873,56,12,4,1,2,1,3,4,-1,4,4,5
9020,5867,5873,20,17,4,0,1,3,3,8,-5,1,7,1
9021,5867,5873,57,6,4,2,1,1,5,7,-2,5,3,7
9022,5867,5873,43,9,4,1,3,0,9,4,5,5,3,6
9023,5867,5873,24,13,4,1,1,2,2,6,-4,3,5,4
9024,5867,5873,22,18,4,0,0,4,2,6,-4,0,8,0
9025,6252,6272,43,4,12,6,4,2,23,9,14,16,8,22
9026,6252,6272,22,5,12,6,4,2,21,12,9,16,8,22
9027,6252,6272,40,14,12,4,1,7,14,24,-10,9,15,13
9028,6252,6272,57,17,12,2,3,7,9,23,-14,7,17,9
9029,6252,6272,41,16,12,2,3,7,13,22,-9,7,17,9
9030,6252,6272,14,18,12,2,2,8,15,32,-17,6,18,8
9031,6252,6272,21,6,12,5,4,3,18,11,7,14,10,19
9032,6252,6272,20,9,12,5,1,6,17,17,0,11,13,16
9033,6252,6272,56,10,12,4,4,4,14,16,-2,12,12,16
9034,6252,6272,17,7,12,5,4,3,14,11,3,14,10,19
9035,6252,6272,8,12,12,4,2,6,7,14,-7,10,14,14
9036,6252,6272,49,2,12,7,3,2,26,16,10,17,7,24
9037,6252,6272,37,3,12,7,2,3,20,10,10,16,8,23
9038,6252,6272,12,13,12,4,1,7,14,14,0,9,15,13
9039,6252,6272,52,15,12,3,4,5,19,20,-1,10,14,13
9040,6252,6272,1,1,12,8,1,3,30,21,9,17,7,25
9041,6252,6272,27,8,12,5,2,5,16,20,-4,12,12,17
9042,6252,6272,53,11,12,3,7,2,20,18,2,13,11,16
9043,6392,6398,27,13,26,8,4,14,30,46,-16,20,32,28
9044,6392,6398,1,1,26,18,5,3,61,36,25,41,11,59
9045,6392,6398,53,8,26,9,11,6,45,33,12,29,23,38
9046,6392,6398,12,11,26,9,7,10,38,30,8,25,27,34
9047,6392,6398,49,2,26,15,7,4,52,25,27,37,15,52
9048,6392,6398,37,5,26,12,6,8,36,24,12,30,22,42
9049,6392,6398,14,17,26,4,6,16,27,61,-34,14,38,18
9050,6392,6398,52,6,26,11,6,9,46,39,7,28,24,39
9051,6392,6398,17,4,26,15,4,7,47,31,16,34,18,49
9052,6392,6398,8,10,26,10,5,11,28,33,-5,25,27,35
9053,6392,6398,21,9,26,10,7,9,35,29,6,27,25,37
9054,6392,6398,20,12,26,8,6,12,32,41,-9,22,30,30
9055,6392,6398,56,14,26,6,9,11,31,39,-8,21,31,27
9056,6392,6398,41,16,26,6,8,12,38,42,-4,20,32,26
9057,6392,6398,43,3,26,15,5,6,46,23,23,35,17,50
9058,6392,6398,22,7,26,10,8,8,37,40,-3,28,24,38
9059,6392,6398,40,15,26,7,5,14,24,49,-25,19,33,26
9060,6392,6398,57,18,26,3,7,16,18,50,-32,13,39,16
9061,6434,6440,43,2,32,20,6,6,64,23,41,46,18,66
9062,6434,6440,22,7,32,13,8,11,48,51,-3,34,30,47
9063,6434,6440,40,15,32,8,7,17,27,61,-34,23,41,31
9064,6434,6440,57,17,32,4,8,20,22,59,-37,16,48,20
9065,6434,6440,20,10,32,12,8,12,43,43,0,32,32,44
9066,6434,6440,41,14,32,8,9,15,40,47,-7,25,39,33
9067,6434,6440,56,16,32,6,12,14,33,47,-14,24,40,30
9068,6434,6440,49,3,32,19,8,5,67,31,36,46,18,65
9069,6434,6440,37,5,32,14,10,8,42,26,16,38,26,52
9070,7302,7304,49,8,1,0,1,0,2,2,0,1,1,1
9071,7302,7304,8,8,1,0,1,0,2,2,0,1,1,1
9072,7302,7304,17,10,1,0,1,0,0,0,0,1,1,1
9073,7302,7304,19,15,1,0,0,1,2,4,-2,0,2,0
9074,7302,7304,48,3,1,1,0,0,2,0,2,2,0,3
9075,7302,7304,52,5,1,1,0,0,1,0,1,2,0,3
9076,7302,7304,12,5,1,1,0,0,1,0,1,2,0,3
9077,7302,7304,53,16,1,0,0,1,0,2,-2,0,2,0
9078,7302,7304,1,3,1,1,0,0,2,0,2,2,0,3
9079,7540,7546,1,5,31,15,5,11,70,49,21,35,27,50
9080,7540,7546,12,2,31,17,6,8,64,35,29,40,22,57
9081,7540,7546,53,16,31,8,6,17,33,50,-17,22,40,30
9082,7540,7546,52,7,31,13,6,12,44,44,0,32,30,45
9083,7540,7546,48,18,31,5,9,17,27,75,-48,19,43,24
9084,7540,7546,17,9,31,10,11,10,54,47,7,31,31,41
9085,7540,7546,19,15,31,9,5,17,48,69,-21,23,39,32
9086,7540,7546,8,17,31,7,7,17,34,59,-25,21,41,28
9087,7540,7546,49,3,31,17,5,9,60,41,19,39,23,56
9088,7540,7546,37,4,31,16,8,7,48,29,19,40,22,56
9089,7540,7546,4,8,31,12,8,11,48,42,6,32,30,44
9090,7540,7546,21,10,31,10,11,10,39,47,-8,31,31,41
9091,7540,7546,20,11,31,10,10,11,37,39,-2,30,32,40
9092,7540,7546,41,13,31,9,8,14,44,42,2,26,36,35
9093,7540,7546,56,14,31,9,8,14,36,53,-17,26,36,35
9094,7540,7546,43,1,31,23,5,3,71,22,49,51,11,74
9095,7540,7546,22,6,31,14,6,11,42,40,2,34,28,48
9096,7540,7546,57,12,31,10,6,15,45,61,-16,26,36,36
9097,7764,7770,57,16,16,4,3,9,21,29,-8,11,21,15
9098,7764,7770,24,18,16,1,4,11,13,25,-12,6,26,7
9099,7764,7770,21,3,16,9,4,3,25,11,14,22,10,31
9100,7764,7770,4,5,16,8,5,3,23,13,10,21,11,29
9101,7764,7770,49,6,16,8,5,3,23,14,9,21,11,29
9102,7764,7770,37,8,16,6,6,4,18,13,5,18,14,24
9103,7764,7770,43,1,16,10,3,3,30,18,12,23,9,33
9104,7764,7770,22,15,16,4,4,8,11,24,-13,12,20,16
9105,7764,7770,56,2,16,10,2,4,26,18,8,22,10,32
9106,7764,7770,20,10,16,5,4,7,15,14,1,14,18,19
9107,7764,7770,41,11,16,5,4,7,20,20,0,14,18,19
9108,7764,7770,12,7,16,7,4,5,20,16,4,18,14,25
9109,7764,7770,52,9,16,6,2,8,21,25,-4,14,18,20
9110,7764,7770,3,12,16,5,4,7,19,24,-5,14,18,19
9111,7764,7770,17,4,16,9,4,3,24,18,6,22,10,31
9112,7764,7770,8,13,16,5,4,7,15,22,-7,14,18,19
9113,7764,7770,19,14,16,4,5,7,17,28,-11,13,19,17
9114,7764,7770,1,17,16,3,3,10,20,29,-9,9,23,12
9115,7813,7819,1,17,20,4,4,12,25,33,-8,12,28,16
9116,7813,7819,49,4,20,10,7,3,30,19,11,27,13,37
9117,7813,7819,37,7,20,8,7,5,25,18,7,23,17,31
9118,7813,7819,12,8,20,8,6,6,29,22,7,22,18,30
9119,7813,7819,52,9,20,9,2,9,30,28,2,20,20,29
9120,7813,7819,3,13,20,5,6,9,22,35,-13,16,24,21
9121,7813,7819,56,5,20,11,3,6,28,24,4,25,15,36
9122,7813,7819,20,10,20,7,6,7,22,19,3,20,20,27
9123,7813,7819,41,15,20,5,5,10,21,29,-8,15,25,20
9124,7813,7819,17,6,20,10,5,5,30,25,5,25,15,35
9125,7813,7819,19,11,20,6,6,8,22,32,-10,18,22,24
9126,7813,7819,8,12,20,6,5,9,20,28,-8,17,23,23
9127,7813,7819,21,2,20,11,5,4,29,13,16,27,13,38
9128,7813,7819,4,3,20,10,7,3,28,14,14,27,13,37
9129,7813,7819,43,1,20,12,4,4,37,21,16,28,12,40
9130,7813,7819,22,14,20,5,6,9,14,27,-13,16,24,21
9131,7813,7819,57,16,20,5,4,11,31,40,-9,14,26,19
9132,7813,7819,24,18,20,2,4,14,16,32,-16,8,32,10
9133,7869,7875,43,1,27,16,7,4,48,25,23,39,15,55
9134,7869,7875,22,12,27,9,7,11,22,31,-9,25,29,34
9135,7869,7875,57,14,27,7,8,12,40,48,-8,22,32,29
9136,7869,7875,49,2,27,14,10,3,43,22,21,38,16,52
9137,7869,7875,37,8,27,10,9,8,32,24,8,29,25,39
9138,7869,7875,56,7,27,11,8,8,32,30,2,30,24,41
9139,7869,7875,20,9,27,9,9,9,27,24,3,27,27,36
9140,7869,7875,41,13,27,8,6,13,30,39,-9,22,32,30
9141,7869,7875,24,18,27,5,4,18,24,46,-22,14,40,19
9142,7869,7875,4,4,27,12,11,4,32,16,16,35,19,47
9143,7869,7875,21,5,27,13,7,7,34,19,15,33,21,46
9144,7869,7875,12,3,27,13,8,6,46,27,19,34,20,47
9145,7869,7875,52,10,27,10,4,13,35,35,0,24,30,34
9146,7869,7875,3,15,27,7,8,12,28,47,-19,22,32,29
9147,7869,7875,17,6,27,12,6,9,38,41,-3,30,24,42
9148,7869,7875,19,11,27,9,7,11,35,44,-9,25,29,34
9149,8919,8939,19,15,19,4,7,8,13,22,-9,15,23,19
9150,8919,8939,17,16,19,4,5,10,16,34,-18,13,25,17
9151,8947,8953,17,15,21,5,5,11,17,37,-20,15,27,20
9152,8947,8953,19,16,21,4,8,9,16,30,-14,16,26,20
9153,8947,8953,1,4,21,10,7,4,35,27,8,27,15,37
9154,8947,8953,12,7,21,8,4,9,34,37,-3,20,22,28
9155,8947,8953,53,14,21,5,5,11,27,42,-15,15,27,20
9156,8947,8953,11,17,21,4,7,10,25,38,-13,15,27,19
9157,8947,8953,4,5,21,10,6,5,45,26,19,26,16,36
9158,8947,8953,21,8,21,6,9,6,22,32,-10,21,21,27
9159,8947,8953,43,1,21,16,5,0,68,17,51,37,5,53
9160,8947,8953,57,10,21,6,7,8,23,28,-5,19,23,25
9161,8947,8953,24,13,21,5,8,8,25,33,-8,18,24,23
9162,8947,8953,2,18,21,3,4,14,22,50,-28,10,32,13
9163,8947,8953,20,2,21,14,3,4,48,25,23,31,11,45
9164,8947,8953,41,3,21,11,7,3,40,19,21,29,13,40
9165,8947,8953,13,11,21,6,6,9,27,39,-12,18,24,24
9166,8947,8953,56,12,21,6,5,10,26,40,-14,17,25,23
9167,8947,8953,37,6,21,10,5,6,37,18,19,25,17,35
9168,8947,8953,49,9,21,6,7,8,27,26,1,19,23,25
9169,8982,8988,20,2,26,16,4,6,53,30,23,36,16,52
9170,8982,8988,41,4,26,13,8,5,45,27,18,34,18,47
9171,8982,8988,13,12,26,8,6,12,33,47,-14,22,30,30
9172,8982,8988,56,13,26,7,7,12,32,50,-18,21,31,28
9173,8982,8988,37,5,26,13,6,7,48,19,29,32,20,45
9174,8982,8988,49,11,26,7,10,9,31,33,-2,24,28,31
9175,8982,8988,43,1,26,21,5,0,79,17,62,47,5,68
9176,8982,8988,24,8,26,8,8,10,31,37,-6,24,28,32
9177,8982,8988,57,9,26,8,8,10,27,37,-10,24,28,32
9178,8982,8988,2,18,26,3,6,17,28,60,-32,12,40,15
9179,8982,8988,4,6,26,11,8,7,52,29,23,30,22,41
9180,8982,8988,21,7,26,8,12,6,30,36,-6,28,24,36
9181,8982,8988,1,3,26,14,8,4,49,30,19,36,16,50
9182,8982,8988,12,10,26,8,7,11,37,45,-8,23,29,31
9183,8982,8988,53,16,26,6,6,14,33,52,-19,18,34,24
9184,8982,8988,11,17,26,4,8,14,29,53,-24,16,36,20
9185,8982,8988,19,14,26,6,10,10,19,31,-12,22,30,28
9186,8982,8988,17,15,26,6,7,13,21,44,-23,19,33,25
9187,9021,9023,1,2,32,18,10,4,72,44,28,46,18,64
9188,9021,9023,12,10,32,9,10,13,49,54,-5,28,36,37
9189,9021,9023,53,16,32,7,8,17,37,59,-22,22,42,29
9190,9021,9023,11,17,32,5,9,18,37,74,-37,19,45,24
9191,9021,9023,4,6,32,13,11,8,59,35,24,37,27,50
9192,9021,9023,21,7,32,11,13,8,39,44,-5,35,29,46
9193,9021,9023,43,1,32,24,7,1,92,22,70,55,9,79
9194,9021,9023,57,9,32,10,8,14,32,47,-15,28,36,38
9195,9021,9023,24,11,32,9,10,13,36,50,-14,28,36,37
9196,9021,9023,19,12,32,8,13,11,26,37,-11,29,35,37
9197,9021,9023,17,15,32,7,10,15,25,50,-25,24,40,31
9198,9021,9023,37,5,32,16,6,10,63,30,33,38,26,54
9199,9021,9023,49,8,32,9,12,11,39,41,-2,30,34,39
9200,9021,9023,20,3,32,19,6,7,61,34,27,44,20,63
9201,9021,9023,41,4,32,16,11,5,59,34,25,43,21,59
9202,9021,9023,13,13,32,9,8,15,42,59,-17,26,38,35
9203,9021,9023,56,14,32,8,10,14,40,60,-20,26,38,34
9204,9021,9023,2,18,32,5,8,19,37,71,-34,18,46,23
9205,9031,9110,43,1,34,26,7,1,100,25,75,59,9,85
9206,9031,9110,57,11,34,10,9,15,33,51,-18,29,39,39
9207,9031,9110,24,12,34,9,10,15,37,54,-17,28,40,37
9208,9031,9110,2,18,34,5,9,20,38,76,-38,19,49,24
