KlassementKey,BeginDateKey,EindeDateKey,TeamKey,Stand,AantalGespeeld,AantalGewonnen,AantalGelijk,AantalVerloren,DoelpuntenVoor,DoelpuntenTegen,DoelpuntenSaldo,PuntenVoor2ptn,PuntenTegen2ptn,PuntenVoor3ptn
25565,10952,10955,4,1,3,3,0,0,10,3,7,6,0,9
25566,10952,10955,21,9,3,1,1,1,4,6,-2,3,3,4
25567,11474,11480,21,5,21,12,2,7,30,20,10,26,16,38
25568,11474,11480,4,6,21,9,6,6,33,29,4,24,18,33
25569,11474,11480,49,3,21,10,10,1,31,13,18,30,12,40
25570,11474,11480,37,12,21,5,8,8,27,27,0,18,24,23
25571,11474,11480,52,11,21,6,5,10,22,29,-7,17,25,23
25572,11474,11480,43,1,21,13,6,2,39,10,29,32,10,45
25573,11474,11480,24,2,21,12,5,4,34,16,18,29,13,41
25574,11474,11480,57,7,21,8,8,5,37,33,4,24,18,32
25575,11474,11480,22,13,21,5,6,10,17,27,-10,16,26,21
25576,11474,11480,34,18,21,2,5,14,8,36,-28,9,33,11
25577,11474,11480,12,14,21,4,9,8,26,32,-6,17,25,21
25578,11474,11480,27,16,21,4,8,9,16,25,-9,16,26,20
25579,11474,11480,17,8,21,8,6,7,27,29,-2,22,20,30
25580,11474,11480,20,9,21,7,4,10,26,29,-3,18,24,25
25581,11474,11480,35,10,21,5,10,6,19,27,-8,20,22,25
25582,11474,11480,41,15,21,4,9,8,19,25,-6,17,25,21
25583,11474,11480,56,17,21,4,6,11,20,46,-26,14,28,18
25584,11474,11480,1,4,21,10,9,2,38,16,22,29,13,39
25585,11544,11557,1,2,29,17,10,2,53,19,34,44,14,61
25586,11544,11557,17,7,29,12,7,10,44,40,4,31,27,43
25587,11544,11557,27,13,29,7,8,14,25,37,-12,22,36,29
25588,11544,11557,12,12,29,8,10,11,35,43,-8,26,32,34
25589,11544,11557,43,1,29,19,6,4,58,18,40,44,14,63
25590,11544,11557,24,4,29,14,10,5,39,18,21,38,20,52
25591,11544,11557,57,9,29,9,13,7,47,43,4,31,27,40
25592,11544,11557,22,15,29,6,9,14,26,38,-12,21,37,27
25593,11544,11557,34,18,29,3,6,20,13,54,-41,12,46,15
25594,11544,11557,41,16,29,5,12,12,27,41,-14,22,36,27
25595,11544,11557,56,17,29,5,8,16,28,62,-34,18,40,23
25596,11544,11557,35,8,29,10,10,9,43,39,4,30,28,40
25597,11544,11557,20,11,29,10,6,13,43,50,-7,26,32,36
25598,11544,11557,52,10,29,10,6,13,32,38,-6,26,32,36
25599,11544,11557,49,3,29,14,12,3,46,22,24,40,18,54
25600,11544,11557,37,14,29,6,11,12,35,43,-8,23,35,29
25601,11544,11557,21,5,29,15,4,10,40,36,4,34,24,49
25602,8086,8099,17,10,11,4,2,5,11,17,-6,10,12,14
25603,8086,8099,49,1,11,6,2,3,27,13,14,14,8,20
25604,8086,8099,12,7,11,5,3,3,13,11,2,13,9,18
25605,8086,8099,53,9,11,4,3,4,17,19,-2,11,11,15
25606,8086,8099,57,17,11,1,4,6,13,18,-5,6,16,7
25607,8086,8099,22,18,11,1,3,7,10,20,-10,5,17,6
25608,8086,8099,52,12,11,3,4,4,12,14,-2,10,12,13
25609,8086,8099,3,16,11,2,2,7,12,25,-13,6,16,8
25610,8086,8099,56,11,11,3,5,3,10,11,-1,11,11,14
25611,8086,8099,41,13,11,3,4,4,9,20,-11,10,12,13
25612,8086,8099,13,14,11,2,6,3,11,14,-3,10,12,12
25613,8086,8099,20,15,11,3,2,6,11,16,-5,8,14,11
25614,8086,8099,37,5,11,5,5,1,25,8,17,15,7,20
25615,8086,8099,1,3,11,6,2,3,16,12,4,14,8,20
25616,8142,8169,1,3,17,8,6,3,27,16,11,22,12,30
25617,8142,8169,17,10,17,6,4,7,18,24,-6,16,18,22
25618,8142,8169,52,9,17,6,6,5,19,17,2,18,16,24
25619,8142,8169,3,18,17,2,4,11,17,35,-18,8,26,10
25620,8142,8169,12,5,17,8,5,4,22,14,8,21,13,29
25621,8142,8169,53,12,17,5,5,7,23,33,-10,15,19,20
25622,8142,8169,56,11,17,5,7,5,20,23,-3,17,17,22
25623,8142,8169,20,14,17,4,5,8,16,23,-7,13,21,17
25624,8142,8169,41,15,17,3,6,8,14,34,-20,12,22,15
25625,8142,8169,13,17,17,2,8,7,18,35,-17,12,22,14
25626,8142,8169,43,2,17,9,5,3,35,20,15,23,11,32
25627,8142,8169,57,13,17,4,6,7,21,25,-4,14,20,18
25628,8142,8169,22,16,17,3,5,9,18,25,-7,11,23,14
25629,8142,8169,49,1,17,10,3,4,43,21,22,23,11,33
25630,8142,8169,37,8,17,6,7,4,37,19,18,19,15,25
25631,8142,8169,19,4,17,8,6,3,27,18,9,22,12,30
25632,8142,8169,21,6,17,8,4,5,20,20,0,20,14,28
25633,8142,8169,4,7,17,6,8,3,26,19,7,20,14,26
25634,8023,8025,21,5,2,1,0,1,3,2,1,2,2,3
25635,8023,8025,4,15,2,0,1,1,2,3,-1,1,3,1
25636,8023,8025,52,10,2,1,0,1,2,3,-1,2,2,3
25637,8023,8025,3,18,2,0,0,2,0,3,-3,0,4,0
25638,8023,8025,20,5,2,1,0,1,3,2,1,2,2,3
25639,8023,8025,56,10,2,1,0,1,2,3,-1,2,2,3
25640,8023,8025,13,14,2,0,2,0,1,1,0,2,2,2
25641,8023,8025,41,17,2,0,1,1,0,4,-4,1,3,1
25642,8023,8025,43,1,2,2,0,0,6,2,4,4,0,6
25643,8023,8025,22,8,2,1,0,1,2,1,1,2,2,3
